X,Y,med_indicator,chip_indicator,Specialty_keys,BOD_Formatted_Name,Latitude,Longitude,CensusYear,CensusTract,CensusCountyFips,CensusStateFips,CensusTract100,CensusStateFips2,State_county_tract,State_FIPS_Code,State,County,State_County_Tract_FIPS_Code,Primary_RUCA_Code,Secondary_RUCA_Code,Tract_Population,Land_Area,Population_Density
39.74365703,-104.8368207,1.0,0.0,general,Raymond Andrew Girardot JR,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Rossynet Jimenez,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Arthur Meer Yagudayev,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Michael Alan Henry,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Stefanie Sigrid Walker,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Judith Lorale Meyers,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Robert J Skoretz,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Catherine Helen Hakala,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Chetan Patodia,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Mark Allen Karla,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Caitlin Elizabeth White,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Joseph William Fete JR,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Renee A Moran,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Kirk Ray Rathburn,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,John Karl Zalesky,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Kevin Michael Varley,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Viensuong Nhu Nguyen,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
