idx,IKN_addr,general,pediatric,specialist,Y_lat,X_long,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
134,"101 DORSET AVE,CROYDON,PA,19021-6224",1.0,0.0,0.0,40.09470714,-74.90214353,0,1,2.0,0.0
135,"101 DRAKE RD,PITTSBURGH,PA,15241-1556",0.2,1.0,0.0,40.32626551,-80.0648743,0,1,0.4,2.0
136,"101 DUTTON ST,RIDLEY PARK,PA,19078-2308",0.0,0.0,1.3333333333333333,39.87889337,-75.32181932,0,1,0.0,0.0
137,"101 E BROAD ST,RIMERSBURG,PA,16248",0.5,0.0,0.0,41.04178878,-79.50073176,0,1,1.0,0.0
138,"101 E CENTER ST,NESQUEHONING,PA,18240-1606",1.0,0.0,0.0,40.8644699,-75.8085149,0,1,2.0,0.0
139,"101 E LEHIGH AVE STE 103,PHILADELPHIA,PA,19125-1011",1.0,0.0,0.0,39.9909104,-75.13072835,0,1,2.0,0.0
140,"101 HOSPITAL AVE,DU BOIS,PA,15801-1439",2.0,0.0,0.0,41.113972,-78.77518829,0,1,4.0,0.0
141,"101 JOHN ROBERT THOMAS DR,EXTON,PA,19341",1.0,0.0,0.0,40.02610768,-75.64089557,0,1,2.0,0.0
142,"101 JOHN ROBERT THOMAS DR,EXTON,PA,19341-2652",1.5,0.0,0.0,40.02610768,-75.64089557,0,1,3.0,0.0
143,"101 LONG LN FL 1,UPPER DARBY,PA,19082-3112",1.8333333333333333,0.0,0.0,39.95954617,-75.26285103,0,1,3.6666666666666665,0.0
144,"101 LONG LN,UPPER DARBY,PA,19082-3112",0.8333333333333333,0.0,0.0,39.95954617,-75.26285103,0,1,1.6666666666666663,0.0
145,"101 LOUDON RD,MERCERSBURG,PA,17236-1719",5.0,0.0,0.5,39.83546229,-77.90300973,0,1,10.0,0.0
146,"101 N MEADOWS DR STE 121,WEXFORD,PA,15090-8368",0.5,0.0,0.0,40.61216653,-80.05573019,0,1,1.0,0.0
147,"101 OAK RIDGE DR,BUTLER,PA,16002-4901",1.0,0.0,0.0,40.81404344,-79.92704219,0,1,2.0,0.0
148,"101 OAK ST,WARREN,PA,16365-2839",1.0,0.0,0.0,41.8416292,-79.13983984,0,1,2.0,0.0
149,"101 OLD YORK RD STE 301,JENKINTOWN,PA,19046-3931",7.089645893322365,2.9507797757797767,0.14285714285714285,40.09297287,-75.12532471,0,1,14.17929178664473,5.901559551559553
150,"101 OLD YORK RD STE 401,JENKINTOWN,PA,19046-3912",0.5,0.0,0.0,40.09297287,-75.12532471,0,1,1.0,0.0
151,"101 OLD YORK RD,JENKINTOWN,PA,19046-3912",3.3733187564069924,2.0814803121406897,0.1111111111111111,40.09297287,-75.12532471,0,1,6.746637512813986,4.16296062428138
152,"101 PROGRESS DR,DOYLESTOWN,PA,18901-2563",0.0,0.0,0.5,40.30454368,-75.14351166,0,1,0.0,0.0
153,"101 S 9TH ST,LEBANON,PA,17042-5108",6.266666666666668,0.0,0.3333333333333333,40.33763822,-76.4260885,0,1,12.533333333333335,0.0
154,"101 S MAIN ST,MOUNTAIN TOP,PA,18707-1923",0.0,0.0,0.5,41.15686822,-75.89129489,0,1,0.0,0.0
155,"101 S SCHANCK AVE,PEN ARGYL,PA,18072-1667",2.0,0.0,0.0,40.86808554,-75.25338112,0,1,4.0,0.0
156,"101 SMITH DR STE 2,CRANBERRY TWP,PA,16066-4129",1.0,0.0,0.0,40.69786949,-80.10357294,0,1,2.0,0.0
157,"101 W 7TH ST STE 2F,PENNSBURG,PA,18073-1512",0.5,0.0,0.0,40.39234182,-75.49512285,0,1,1.0,0.0
158,"101 W FAIRMONT AVE,NEW CASTLE,PA,16105-2853",0.0,0.0,0.5,41.02116153,-80.34981299,0,1,0.0,0.0
159,"101 W MAIN ST,MOUNT PLEASANT,PA,15666-2091",3.0384615384615383,0.0,0.0,40.14777947,-79.53588402,0,1,6.0769230769230775,0.0
160,"1010 6TH ST,SAXTON,PA,16678-1010",1.0,0.0,0.0,40.21848779,-78.24118763,0,1,2.0,0.0
