id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US22011960300,,"Census Tract 9603, Beauregard Parish, Louisiana",33,28,19,0,9,26,0,8,82,14,40,21,325,26,55,25,53,9,20,0,14,78,31,10,4,451,58,70,3,61,17,39,7,15,60,44,45,32,466,239,199,152,1056,
1400000US22011960400,,"Census Tract 9604, Beauregard Parish, Louisiana",22,49,53,19,40,0,0,8,99,28,13,51,298,28,20,33,13,42,28,5,7,47,35,3,37,199,22,4,16,17,17,7,0,8,48,33,11,16,395,160,193,131,879,
1400000US22011960500,,"Census Tract 9605, Beauregard Parish, Louisiana",39,52,19,109,17,0,50,16,53,43,48,17,398,8,38,77,12,11,10,14,0,58,56,112,2,401,30,10,42,4,27,9,0,7,52,137,62,21,495,187.5,317.5,262,1262,
1400000US22011960600,,"Census Tract 9606, Beauregard Parish, Louisiana",14,0,5,38,7,64,0,84,77,56,0,16,149,8,0,0,0,8,5,0,26,70,20,0,12,303,15,10,4,26,31,16,0,12,68,38,12,71,166,314.5,221.5,111,813,
1400000US22011960700,,"Census Tract 9607, Beauregard Parish, Louisiana",89,0,56,22,0,39,0,0,134,180,15,0,587,77,64,26,20,0,0,0,0,59,129,118,94,1050,72,61,0,20,0,0,12,16,116,299,143,311,507,221.5,762.5,681,2172,
1400000US22013970100,,"Census Tract 9701, Bienville Parish, Louisiana",111,20,6,0,0,10,0,0,38,7,8,0,262,90,0,0,108,6,9,6,4,36,0,3,0,335,69,60,47,80,0,0,7,24,14,0,29,5,597,104,51,45,797,
1400000US22013970200,,"Census Tract 9702, Bienville Parish, Louisiana",24,0,0,4,7,0,4,0,0,0,0,0,96,32,27,0,0,0,0,0,9,13,0,0,15,125,6,0,16,0,0,48,0,24,28,0,0,3,116,105.5,20.5,18,260,
1400000US22013970300,,"Census Tract 9703, Bienville Parish, Louisiana",68,0,43,9,19,0,0,0,62,71,14,0,228,40,41,45,7,15,12,0,7,23,29,9,0,238,55,36,12,10,0,18,0,0,13,35,54,5,400,86,184,82,752,
1400000US22013970400,,"Census Tract 9704, Bienville Parish, Louisiana",80,0,56,50,0,0,0,0,24,4,8,0,306,124,0,40,38,27,0,0,0,39,33,5,0,168,9,3,27,0,0,0,0,0,32,45,36,16,454,47.5,129.5,65,696,
1400000US22013970500,,"Census Tract 9705, Bienville Parish, Louisiana",0,4,2,23,83,0,0,3,11,19,12,108,103,4,28,12,0,15,0,0,3,5,33,3,0,224,3,16,36,8,0,0,3,3,24,28,87,16,234,32,100,226,592,
