IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,Y_med,X_med,Y_chip,X_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"307 2ND ST,BELLECHESTER,MN,55027-9019",0.5666666666666667,0.35,0.0,0.0,0.0,0.0,44.37039491,-92.51270241,44.37039491,-92.51270241,1,0,0,1
"307 N 2ND ST,GOODHUE,MN,55027",0.2833333333333333,0.35,0.0,0.0,0.0,0.0,44.4020622,-92.62452837,44.4020622,-92.62452837,1,0,0,1
"307 N MAIN ST,STEWARTVILLE,MN,55976",1.0,1.0,0.0,0.0,0.0,0.0,43.857189,-92.48856007,43.857189,-92.48856007,1,0,0,1
"308 BLATTNER DR,AVON,MN,56310",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,45.60562071,-94.45049488,45.60562071,-94.45049488,1,0,0,1
"308 CENTER ST W,ROSEAU,MN,56751-1419",0.5,0.5,0.0,0.0,0.0,0.0,48.84614304,-95.76620075,48.84614304,-95.76620075,1,0,0,1
"308 PRINCE ST,SAINT PAUL,MN,55101-1476",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.94944984,-93.08374788,44.94944984,-93.08374788,1,0,0,1
"308A BLATTNER DR,AVON,MN,56310-8674",3.5,3.333333333333333,0.0,0.0,0.0,0.0,45.60654974,-94.45224164,45.60654974,-94.45224164,1,0,0,1
"309 HOLLY LN STE 101,MANKATO,MN,56001-5422",2.1916666666666664,2.35,0.0,0.0,0.0,0.0,44.16361339,-93.96916031,44.16361339,-93.96916031,1,0,0,1
"309 HOLLY LN,MANKATO,MN,56001",0.9916666666666668,1.1,0.0,0.0,0.0,0.0,44.16361339,-93.96916031,44.16361339,-93.96916031,1,0,0,1
"309 HOLLY LN,MANKATO,MN,56001-5422",8.816666666666666,8.749999999999998,1.0333333333333332,1.0333333333333332,0.0,0.0,44.16361339,-93.96916031,44.16361339,-93.96916031,1,0,0,1
"309 LAKELAND DR SE STE 1,WILLMAR,MN,56201-4099",1.0,1.0,0.0,0.0,0.0,0.0,45.12262302,-95.02042817,45.12262302,-95.02042817,1,0,0,1
"310 E 38TH ST,MINNEAPOLIS,MN,55409-1300",0.02288365439386878,0.022965840545502228,0.0,0.0,0.0,0.0,44.9341755,-93.27170177,44.9341755,-93.27170177,1,0,0,1
"310 RED LAKE BLVD,THIEF RIVER FALLS,MN,56701",1.0,1.0,0.0,0.0,0.0,0.0,48.11949284,-96.17487861,48.11949284,-96.17487861,1,0,0,1
"310 RED LAKE BLVD,THIEF RIVER FALLS,MN,56701-2133",1.0,1.0,0.0,0.0,0.0,0.0,48.11949284,-96.17487861,48.11949284,-96.17487861,1,0,0,1
"310 SMITH AVE N,SAINT PAUL,MN,55102-2393",0.0,0.0,0.2857142857142857,0.30952380952380953,0.125,0.16666666666666666,44.94216784,-93.10784134,44.94216784,-93.10784134,1,0,0,1
"3100 E 28TH ST,MINNEAPOLIS,MN,55406-1601",0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,44.9520562,-93.22692724,44.9520562,-93.22692724,1,0,0,1
"3100 WOODBURY DR,WOODBURY,MN,55129-9600",0.19090909090909086,0.19090909090909086,0.0,0.0,0.3909090909090909,0.3909090909090909,44.90410196,-92.90395153,44.90410196,-92.90395153,1,0,0,1
"3101  OLD HIGHWAY 8   STE 303,ROSEVILLE,MN,55113-1076",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,45.03460505,-93.20051329,45.03460505,-93.20051329,1,0,0,1
"3101 OLD US-8,SAINT PAUL,MN,55113",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,45.03460505,-93.20051329,45.03460505,-93.20051329,1,0,0,1
"311 1ST ST N,COLD SPRING,MN,56320-1611",3.583333333333333,3.4166666666666665,0.0,0.0,0.0,0.0,45.45693053,-94.42868416,45.45693053,-94.42868416,1,0,0,1
"311 DEWEY ST,FOLEY,MN,56329",0.5,0.5,0.0,0.0,0.0,0.0,45.66402269,-93.91208757,45.66402269,-93.91208757,1,0,0,1
"311 DEWEY ST,FOLEY,MN,56329-8447",2.5,2.5,0.0,0.0,0.5,0.5,45.66402269,-93.91208757,45.66402269,-93.91208757,1,0,0,1
"311 S RUM RIVER DR,PRINCETON,MN,55371-2016",5.166666666666666,5.083333333333333,0.0,0.0,0.0,0.0,45.5658845,-93.5802212,45.5658845,-93.5802212,1,0,0,1
"3131 12TH ST N,SAINT CLOUD,MN,56303",0.0,0.0,0.0,0.0,1.0,1.0,45.57310145,-94.19592035,45.57310145,-94.19592035,1,0,0,1
"3131 19TH AVE S,MINNEAPOLIS,MN,55407-1901",0.012466987727202113,0.012549173878835564,0.0,0.0,0.0,0.0,44.94565766,-93.24481471,44.94565766,-93.24481471,1,0,0,1
"315 18TH ST SE,OWATONNA,MN,55060",3.0,3.0,0.0,0.0,0.0,0.0,44.06612148,-93.22064388,44.06612148,-93.22064388,1,0,0,1
"315 18TH ST SE,OWATONNA,MN,55060-4005",3.0,3.0,0.0,0.0,0.0,0.0,44.06612148,-93.22064388,44.06612148,-93.22064388,1,0,0,1
"315 W 26TH ST,MINNEAPOLIS,MN,55404-4200",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.95549553,-93.28394249,44.95549553,-93.28394249,1,0,0,1
"3152 MINNEHAHA AVE,MINNEAPOLIS,MN,55406",0.7833333333333333,0.9444444444444444,0.0,0.0,0.0,0.0,44.94505828,-93.23188754,44.94505828,-93.23188754,1,0,0,1
"3152 MINNEHAHA AVE,MINNEAPOLIS,MN,55406-1934",4.798412698412698,4.9004329004329,0.0,0.0,0.0,0.0,44.94505828,-93.23188754,44.94505828,-93.23188754,1,0,0,1
"316 3RD AVE NE,AUSTIN,MN,55912",1.0,1.0,0.0,0.0,0.0,0.0,43.6691,-92.97200458,43.6691,-92.97200458,1,0,0,1
"3161 NORTHDALE BLVD NW,COON RAPIDS,MN,55433-1825",3.4960823199648328,3.483407991233797,0.0,0.0,0.022727272727272728,0.02325581395348837,45.19596944,-93.34678993,45.19596944,-93.34678993,1,0,0,1
"3161 NORTHDALE BLVD NW,MINNEAPOLIS,MN,55433",0.2,0.3333333333333333,0.0,0.0,0.0,0.0,45.19596944,-93.34678993,45.19596944,-93.34678993,1,0,0,1
"317 WAYZATA BLVD E,WAYZATA,MN,55391-1683",1.0,1.0,0.0,0.0,0.0,0.0,44.9735174,-93.5165396,44.9735174,-93.5165396,1,0,0,1
"318 1ST ST SW,NEW RICHLAND,MN,56072-1201",0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,43.8927227,-93.49698565,43.8927227,-93.49698565,1,0,0,1
"318 LABREE AVE N,THIEF RIVER FALLS,MN,56701",0.5,0.5,0.0,0.0,0.0,0.0,48.11982944,-96.1799052,48.11982944,-96.1799052,1,0,0,1
"32 S BEHL ST,APPLETON,MN,56208-1616",1.5,1.3333333333333333,0.0,0.0,0.0,0.0,45.19955611,-96.00914367,45.19955611,-96.00914367,1,0,0,1
"3201 JOHNSON ST NE,MINNEAPOLIS,MN,55418",1.0,1.0,0.0,0.0,0.0,0.0,45.02597416,-93.23709409,45.02597416,-93.23709409,1,0,0,1
"3201 JOHNSON ST NE,MINNEAPOLIS,MN,55418-2275",1.0,1.0,0.0,0.0,0.0,0.0,45.02597416,-93.23709409,45.02597416,-93.23709409,1,0,0,1
"3201 PINE RIDGE AVE NW STE B,BEMIDJI,MN,56601-5101",0.0,0.0,0.0,0.0,0.5,0.5,47.49920383,-94.90139026,47.49920383,-94.90139026,1,0,0,1
"3201 PINE RIDGE AVE NW,BEMIDJI,MN,56601-5101",0.0,0.0,0.0,0.0,0.5,0.5,47.49920383,-94.90139026,47.49920383,-94.90139026,1,0,0,1
"321 3RD ST,FARMINGTON,MN,55024-1352",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,44.63978262,-93.14519202,44.63978262,-93.14519202,1,0,0,1
"321 WESTERN AVE,FERGUS FALLS,MN,56537",1.0,1.0,0.0,0.0,0.0,0.0,46.28567571,-96.11517313,46.28567571,-96.11517313,1,0,0,1
"321 WESTERN AVE,FERGUS FALLS,MN,56537-2403",1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,46.28567571,-96.11517312,46.28567571,-96.11517312,1,0,0,1
"3220 COUNTY ROAD 10,BROOKLYN CENTER,MN,55429-3073",1.0,1.0,0.0,0.0,0.0,0.0,45.06012466,-93.32210081,45.06012466,-93.32210081,1,0,0,1
"3226 MAINE PRAIRIE RD,SAINT CLOUD,MN,56301-4904",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.54148058,-94.1984824,45.54148058,-94.1984824,1,0,0,1
"323 E 37TH ST,HIBBING,MN,55746-2950",0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,47.40743321,-92.93736492,47.40743321,-92.93736492,1,0,0,1
"323 S CASCADE ST,FERGUS FALLS,MN,56537-2803",1.0,1.0,0.0,0.0,0.0,0.0,46.280547,-96.07237076,46.280547,-96.07237076,1,0,0,1
"324 1/2 10TH ST,WORTHINGTON,MN,56187-2316",1.0,1.0,0.0,0.0,0.0,0.0,43.61981098,-95.59666072,43.61981098,-95.59666072,1,0,0,1
"324 W SUPERIOR ST  STE 404,DULUTH,MN,55802-1726",0.5,0.5,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST  STE 930,DULUTH,MN,55802-1716",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST STE 100,DULUTH,MN,55802-1763",0.0,0.0,0.0,0.0,0.5,0.5,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST STE 1130,DULUTH,MN,55802-1714",5.228100291896603,5.025922254379946,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST STE 404,DULUTH,MN,55802-1726",2.0,2.0,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST STE 600,DULUTH,MN,55802-1722",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST STE 700,DULUTH,MN,55802-1721",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST STE 824,DULUTH,MN,55802-1718",1.0,1.0,0.0,0.0,0.5,0.5,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST STE 930,DULUTH,MN,55802-1716",1.0,1.0,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"324 W SUPERIOR ST,DULUTH,MN,55802",0.7184939091915836,1.054112554112554,0.0,0.0,0.0,0.0,46.78338141,-92.10276354,46.78338141,-92.10276354,1,0,0,1
"325 19TH ST S STE 102,SARTELL,MN,56377-2570",0.0,0.0,0.0,0.0,0.14285714285714285,0.125,45.59525156,-94.20356477,45.59525156,-94.20356477,1,0,0,1
"325 33RD AVE N STE 101,SAINT CLOUD,MN,56303-1929",2.0,2.0,0.0,0.0,0.0,0.0,45.56028581,-94.19831013,45.56028581,-94.19831013,1,0,0,1
"3262 W LAKE ST,MINNEAPOLIS,MN,55416-4512",1.0,1.0,0.0,0.0,0.0,0.0,44.94849052,-93.32128341,44.94849052,-93.32128341,1,0,0,1
"327 13TH ST S,DELANO,MN,55328-4630",1.0,1.0,0.0,0.0,0.0,0.0,45.036684,-93.77114137,45.036684,-93.77114137,1,0,0,1
"327 BUSH ST,RED WING,MN,55066-2527",1.0,1.0,0.0,0.0,0.0,0.0,44.56462212,-92.53310585,44.56462212,-92.53310585,1,0,0,1
"3300 EDINBOROUGH WAY STE 210,EDINA,MN,55435-5958",2.0,1.5,0.5,1.0,0.0,0.0,44.86188731,-93.32032834,44.86188731,-93.32032834,1,0,0,1
"3300 EDINBOROUGH WAY,MINNEAPOLIS,MN,55435",0.5,0.5,0.0,0.0,0.0,0.0,44.86188731,-93.32032834,44.86188731,-93.32032834,1,0,0,1
"3300 OAKDALE AVE N,MINNEAPOLIS,MN,55422",0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,45.01439114,-93.3218213,45.01439114,-93.3218213,1,0,0,1
"3300 OAKDALE AVE N,ROBBINSDALE,MN,55422-2926",0.0,0.0,0.0,0.0,0.5,0.5,45.01439114,-93.3218213,45.01439114,-93.3218213,1,0,0,1
"3301 7TH AVE,ANOKA,MN,55303-4516",0.25,0.25,0.0,0.0,0.0,0.0,45.21658419,-93.37791152,45.21658419,-93.37791152,1,0,0,1
"331 WILLOW BND,CRYSTAL,MN,55428-3969",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,45.054032,-93.36815874,45.054032,-93.36815874,1,0,0,1
"332 W MICHIGAN ST,DULUTH,MN,55802-1618",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,46.78288382,-92.10241278,46.78288382,-92.10241278,1,0,0,1
"3328 ELLIOT AVE,MINNEAPOLIS,MN,55407-2125",1.0666666666666669,1.0,0.0,0.0,0.0,0.0,44.94284389,-93.26149574,44.94284389,-93.26149574,1,0,0,1
"3333 PENN AVE N,MINNEAPOLIS,MN,55412-2341",0.012466987727202113,0.012549173878835564,0.0,0.0,0.0,0.0,45.01594783,-93.30827883,45.01594783,-93.30827883,1,0,0,1
"334 E LAKE ST,MINNEAPOLIS,MN,55408",0.3928571428571429,0.4761904761904762,0.0,0.0,0.0,0.0,44.94837149,-93.27126149,44.94837149,-93.27126149,1,0,0,1
"334 E LAKE ST,MINNEAPOLIS,MN,55408-2407",2.25,2.083333333333333,0.0,0.0,0.0,0.0,44.94837149,-93.27126149,44.94837149,-93.27126149,1,0,0,1
"3340 SHERMAN CT STE 200,EAGAN,MN,55121-5013",0.0,0.0,0.0,0.0,0.2,0.3333333333333333,44.83766237,-93.16442235,44.83766237,-93.16442235,1,0,0,1
"3340 SHERMAN CT,EAGAN,MN,55121-5012",0.0,0.0,0.0,0.0,0.4,0.3333333333333333,44.83766237,-93.16442235,44.83766237,-93.16442235,1,0,0,1
"3350 N 4TH ST,MINNEAPOLIS,MN,55412-2616",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,45.01527244,-93.28490414,45.01527244,-93.28490414,1,0,0,1
"3359 W BROADWAY AVE STE B,ROBBINSDALE,MN,55422-2928",2.0,2.0,0.0,0.0,0.0,0.0,45.0161809,-93.32233909,45.0161809,-93.32233909,1,0,0,1
"3359 W BROADWAY AVE,MINNEAPOLIS,MN,55422",1.9761904761904758,2.0,0.0,0.0,0.0,0.0,45.0161809,-93.32233909,45.0161809,-93.32233909,1,0,0,1
"3359 W BROADWAY AVE,ROBBINSDALE,MN,55422-2928",21.124884099352165,21.28887477257041,0.26785714285714285,0.26785714285714285,0.0,0.0,45.0161809,-93.32233909,45.0161809,-93.32233909,1,0,0,1
"336 5TH AVE SE,SAINT CLOUD,MN,56304-1006",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,45.56278475,-94.14746677,45.56278475,-94.14746677,1,0,0,1
"3360 NORTHDALE BLVD NW,COON RAPIDS,MN,55448-1601",1.5,1.5,0.0,0.0,0.25,0.25,45.20617562,-93.35069357,45.20617562,-93.35069357,1,0,0,1
"3366 OAKDALE AVE N STE 200,ROBBINSDALE,MN,55422-2962",1.0,1.0,0.0,0.0,1.0,1.0,45.01446286,-93.32185499,45.01446286,-93.32185499,1,0,0,1
"3371 COON RAPIDS BLVD NW,COON RAPIDS,MN,55433-2624",0.5,0.5,0.0,0.0,0.0,0.0,45.17815381,-93.35315649,45.17815381,-93.35315649,1,0,0,1
"3371 COON RAPIDS BLVD NW,MINNEAPOLIS,MN,55433",0.5,0.5,0.0,0.0,0.0,0.0,45.17815381,-93.35315649,45.17815381,-93.35315649,1,0,0,1
"338 CURTIS AVE,IRONTON,MN,56455",0.4,0.3333333333333333,0.0,0.0,0.0,0.0,46.47784699,-93.9763074,46.47784699,-93.9763074,1,0,0,1
"3381 GORHAM AVE,SAINT LOUIS PARK,MN,55426-4240",0.020593359294937486,0.020593359294937486,0.0,0.0,0.0,0.0,44.93928886,-93.36587644,44.93928886,-93.36587644,1,0,0,1
"34 MAIN ST E,RICHMOND,MN,56368-8238",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,45.45403752,-94.51810349,45.45403752,-94.51810349,1,0,0,1
"3400 1ST ST N,SAINT CLOUD,MN,56303",0.5,0.5,0.0,0.0,0.0,0.0,45.55493158,-94.19965374,45.55493158,-94.19965374,1,0,0,1
"3401 HIGHWAY 169 N,PLYMOUTH,MN,55441-2413",0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,45.01874651,-93.40113218,45.01874651,-93.40113218,1,0,0,1
"3401 WOODDALE AVE S STE 1,SAINT LOUIS PARK,MN,55416-2341",1.0,1.0,0.0,0.0,0.0,0.0,44.94163775,-93.35958142,44.94163775,-93.35958142,1,0,0,1
"3401 WOODDALE AVE S,SAINT LOUIS PARK,MN,55416-2340",0.0,0.0,0.0,0.0,0.6,0.6,44.94163775,-93.35958142,44.94163775,-93.35958142,1,0,0,1
"3410 151ST ST W,ROSEMOUNT,MN,55068",0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,44.73010873,-93.13469671,44.73010873,-93.13469671,1,0,0,1
"3410 151ST ST W,ROSEMOUNT,MN,55068-1755",0.0,0.0,1.4857142857142858,1.5095238095238095,0.0,0.0,44.73010873,-93.13469671,44.73010873,-93.13469671,1,0,0,1
"3416 4TH AVE S,MINNEAPOLIS,MN,55408-4526",0.012466987727202113,0.012549173878835564,0.0,0.0,0.0,0.0,44.94043724,-93.27024078,44.94043724,-93.27024078,1,0,0,1
"342 13TH AVE NE,MINNEAPOLIS,MN,55413-1265",0.02288365439386878,0.022965840545502228,0.0,0.0,0.0,0.0,45.00086747,-93.26221199,45.00086747,-93.26221199,1,0,0,1
"3436 DENMARK AVE,EAGAN,MN,55123-1088",1.5,1.3333333333333333,0.0,0.0,0.0,0.0,44.83267394,-93.15948145,44.83267394,-93.15948145,1,0,0,1
"3436 DENMARK AVE,SAINT PAUL,MN,55123",0.25,0.3333333333333333,0.0,0.0,0.0,0.0,44.83267394,-93.15948145,44.83267394,-93.15948145,1,0,0,1
"3444 DENMARK AVE,EAGAN,MN,55123-1088",0.7,0.7,2.9333333333333336,2.833333333333333,0.0,0.0,44.83252304,-93.15951118,44.83252304,-93.15951118,1,0,0,1
"345 CENTRAL AVE S,MILACA,MN,56353-1126",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,45.75192312,-93.65072965,45.75192312,-93.65072965,1,0,0,1
"345 SMITH AVE N,SAINT PAUL,MN,55102-2346",0.0,0.0,0.2857142857142857,0.30952380952380953,0.125,0.16666666666666666,44.94258658,-93.10747072,44.94258658,-93.10747072,1,0,0,1
"3455 PLYMOUTH BLVD STE 275,PLYMOUTH,MN,55447-1480",0.0,0.0,0.0,0.0,0.4166666666666666,0.4166666666666666,45.01941686,-93.47672343,45.01941686,-93.47672343,1,0,0,1
"347 SMITH AVE N,SAINT PAUL,MN,55102-2387",0.0,0.0,0.2857142857142857,0.30952380952380953,0.125,0.16666666666666666,44.94254945,-93.10751338,44.94254945,-93.10751338,1,0,0,1
"3475 PLYMOUTH BLVD STE 200,PLYMOUTH,MN,55447-1539",0.0,0.0,0.0,0.0,0.5,0.5,45.01992264,-93.47690746,45.01992264,-93.47690746,1,0,0,1
"3475 PLYMOUTH BLVD STE 300,PLYMOUTH,MN,55447-1499",0.09090909090909093,0.09090909090909093,0.0,0.0,0.19090909090909086,0.19090909090909086,45.01992264,-93.47690746,45.01992264,-93.47690746,1,0,0,1
"348 2ND ST STE 150,EXCELSIOR,MN,55331-2607",0.0,0.0,0.0,0.0,0.16666666666666666,0.25,44.90389298,-93.56710666,44.90389298,-93.56710666,1,0,0,1
"348 2ND ST STE 200,EXCELSIOR,MN,55331-2605",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,44.90389298,-93.56710666,44.90389298,-93.56710666,1,0,0,1
"348 2ND ST,EXCELSIOR,MN,55331",1.3333333333333333,1.5,0.0,0.0,0.3333333333333333,0.25,44.90389298,-93.56710666,44.90389298,-93.56710666,1,0,0,1
"3505 VICKSBURG LN N STE 1200,PLYMOUTH,MN,55447-1356",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,45.02090508,-93.48191885,45.02090508,-93.48191885,1,0,0,1
"3505 VICKSBURG LN N,MINNEAPOLIS,MN,55447",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,45.02090508,-93.48191885,45.02090508,-93.48191885,1,0,0,1
"3507 ROUND LAKE BLVD NW STE 900,ANOKA,MN,55303-4908",0.5,0.5,0.0,0.0,0.2,0.16666666666666666,45.21761228,-93.35761184,45.21761228,-93.35761184,1,0,0,1
"3542 42ND AVE S,MINNEAPOLIS,MN,55406-2813",0.02288365439386878,0.022965840545502228,0.0,0.0,0.0,0.0,44.93888052,-93.21280982,44.93888052,-93.21280982,1,0,0,1
"3548 NOBLE AVE N,CRYSTAL,MN,55422-2866",1.5,1.5,0.0,0.0,0.0,0.0,45.020088,-93.33877511,45.020088,-93.33877511,1,0,0,1
"3548 NOBLE AVE N,MINNEAPOLIS,MN,55422",0.5,0.5,0.0,0.0,0.0,0.0,45.020088,-93.33877511,45.020088,-93.33877511,1,0,0,1
"3548 PINE RIDGE AVE NW,BEMIDJI,MN,56601-5100",0.0,0.0,0.0,0.0,0.4166666666666666,0.4166666666666666,47.50277682,-94.90129319,47.50277682,-94.90129319,1,0,0,1
"3585 124TH AVE NW STE 400,COON RAPIDS,MN,55433-1008",1.3928571428571428,1.3928571428571428,2.6166666666666667,2.6166666666666667,0.0,0.0,45.19596624,-93.35688246,45.19596624,-93.35688246,1,0,0,1
"3585 124TH AVE NW, #400,MINNEAPOLIS,MN,55433",0.25,0.25,0.0,0.0,0.0,0.0,45.19596624,-93.35688246,45.19596624,-93.35688246,1,0,0,1
"3585 124TH AVE NW,MINNEAPOLIS,MN,55433",0.0,0.0,0.7833333333333333,0.7833333333333333,0.0,0.0,45.19596624,-93.35688246,45.19596624,-93.35688246,1,0,0,1
"36 SAINT MARYS AVE SE,MINNEAPOLIS,MN,55414-3404",0.02288365439386878,0.022965840545502228,0.0,0.0,0.0,0.0,44.97034078,-93.21886664,44.97034078,-93.21886664,1,0,0,1
"360 COLBORNE ST,SAINT PAUL,MN,55102-3228",0.0071428571428571435,0.0071428571428571435,0.0,0.0,0.0,0.0,44.93050659,-93.11953516,44.93050659,-93.11953516,1,0,0,1
"360 PIERCE AVE STE 200,NORTH MANKATO,MN,56003-2211",0.5,0.5,0.0,0.0,0.0,0.0,44.1801555,-94.01067025,44.1801555,-94.01067025,1,0,0,1
"360 RAILROAD AVE,ALBANY,MN,56307",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,45.62983458,-94.5680958,45.62983458,-94.5680958,1,0,0,1
"360 RAILROAD AVE,ALBANY,MN,56307-6201",2.6666666666666665,2.5,0.0,0.0,0.14285714285714285,0.125,45.62983458,-94.5680958,45.62983458,-94.5680958,1,0,0,1
"3601 12TH AVE S,MOORHEAD,MN,56560-8100",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,46.86215849,-96.71746057,46.86215849,-96.71746057,1,0,0,1
"3611 20TH AVE S,MINNEAPOLIS,MN,55407-2901",0.012466987727202113,0.012549173878835564,0.0,0.0,0.0,0.0,44.93682041,-93.2435152,44.93682041,-93.2435152,1,0,0,1
"3617 W ARROWHEAD RD STE 200,DULUTH,MN,55811-4133",0.0,0.0,0.0,0.0,1.3666666666666665,1.3666666666666665,46.82211448,-92.14461102,46.82211448,-92.14461102,1,0,0,1
"3617 W ARROWHEAD RD,DULUTH,MN,55811",0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,46.82212445,-92.14461102,46.82212445,-92.14461102,1,0,0,1
"3617 W ARROWHEAD RD,DULUTH,MN,55811-4132",0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,46.82212445,-92.14461102,46.82212445,-92.14461102,1,0,0,1
"3622 MOBERG DR NW,BEMIDJI,MN,56601",1.0,1.0,0.0,0.0,0.0,0.0,47.50420401,-94.93469761,47.50420401,-94.93469761,1,0,0,1
"3622 MOBERG DR NW,BEMIDJI,MN,56601-5644",1.0,1.0,0.0,0.0,0.0,0.0,47.50420401,-94.93469761,47.50420401,-94.93469761,1,0,0,1
"3624 E LAKE ST,MINNEAPOLIS,MN,55406-2152",1.0,1.0,0.0,0.0,0.0,0.0,44.94839453,-93.2193,44.94839453,-93.2193,1,0,0,1
"363 5TH AVE N STE 1,BAYPORT,MN,55003-1232",3.0,3.0,0.0,0.0,0.0,0.0,45.02147549,-92.781891,45.02147549,-92.781891,1,0,0,1
"3632 10TH LN NW,ROCHESTER,MN,55901",0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,44.06130417,-92.47709755,44.06130417,-92.47709755,1,0,0,1
"3632 10TH LN NW,ROCHESTER,MN,55901-7032",0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,44.06130417,-92.47709755,44.06130417,-92.47709755,1,0,0,1
"3645 RHODE ISLAND AVE S,MINNEAPOLIS,MN,55426",0.25,0.3333333333333333,0.0,0.0,0.0,0.0,44.93710744,-93.3782222,44.93710744,-93.3782222,1,0,0,1
"3645 RHODE ISLAND AVE S,SAINT LOUIS PARK,MN,55426-4030",0.5,0.3333333333333333,0.0,0.0,0.0,0.0,44.93710744,-93.3782222,44.93710744,-93.3782222,1,0,0,1
"3645 RHODE ISLAND AVE S,ST LOUIS PARK,MN,55426-4030",0.25,0.3333333333333333,0.0,0.0,0.0,0.0,44.93710744,-93.3782222,44.93710744,-93.3782222,1,0,0,1
"36666 STATE HIGHWAY 65,MCGREGOR,MN,55760-5710",0.4666666666666667,0.43333333333333335,0.0,0.0,0.0,0.0,46.54287252,-93.28368291,46.54287252,-93.28368291,1,0,0,1
"3690 COUNTY ROAD 140,BARNUM,MN,55707-9696",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,46.50567666,-92.67011964,46.50567666,-92.67011964,1,0,0,1
"3737 BRYANT AVE S,MINNEAPOLIS,MN,55409",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,44.93480455,-93.29073415,44.93480455,-93.29073415,1,0,0,1
"3737 BRYANT AVE S,MINNEAPOLIS,MN,55409-1019",1.3333333333333333,1.5,0.0,0.0,0.0,0.0,44.93480455,-93.29073415,44.93480455,-93.29073415,1,0,0,1
"374 ANNAPOLIS ST W,WEST SAINT PAUL,MN,55118-1107",1.0,1.0,0.0,0.0,0.0,0.0,44.91959454,-93.10085388,44.91959454,-93.10085388,1,0,0,1
"374 ANNAPOLIS ST W,WEST ST PAUL,MN,55118-1107",1.0,1.0,0.0,0.0,0.0,0.0,44.91959454,-93.10085388,44.91959454,-93.10085388,1,0,0,1
"375 JACKSON ST STE 200,SAINT PAUL,MN,55101-1806",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,44.94844082,-93.08992706,44.94844082,-93.08992706,1,0,0,1
"375 JACKSON ST,SAINT PAUL,MN,55101",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.94844082,-93.08992706,44.94844082,-93.08992706,1,0,0,1
