IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,Y_med,X_med,Y_chip,X_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"1717 E 66TH ST,MINNEAPOLIS,MN,55423",0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,44.88344252,-93.24952154,44.88344252,-93.24952154,1,0,0,1
"1717 E 66TH ST,RICHFIELD,MN,55423-2722",1.0833333333333333,1.0833333333333333,0.0,0.0,0.0,0.0,44.88344252,-93.24952154,44.88344252,-93.24952154,1,0,0,1
"1736 COPE AVE E,MAPLEWOOD,MN,55109-2610",1.9,1.6666666666666663,0.0,0.0,0.0,0.0,45.00998948,-93.02731191,45.00998948,-93.02731191,1,0,0,1
"1736 COPE AVE E,SAINT PAUL,MN,55109",0.75,0.8333333333333333,0.0,0.0,0.0,0.0,45.00998948,-93.02731191,45.00998948,-93.02731191,1,0,0,1
"1736 COPE AVE E,SAINT PAUL,MN,55109-2610",1.45,1.8333333333333333,0.0,0.0,0.0,0.0,45.00998948,-93.02731191,45.00998948,-93.02731191,1,0,0,1
"17436 KENWOOD TRL,LAKEVILLE,MN,55044",0.07404946474713918,0.07404946474713918,0.0,0.0,0.0,0.0,44.69625089,-93.28618841,44.69625089,-93.28618841,1,0,0,1
"17436 KENWOOD TRL,LAKEVILLE,MN,55044-9219",2.655532647235936,2.674187264999607,0.0,0.0,0.04651162790697674,0.04651162790697674,44.69625089,-93.28618841,44.69625089,-93.28618841,1,0,0,1
"1751 TOWER DR W STE 220,STILLWATER,MN,55082-7595",0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,45.03871848,-92.83021407,45.03871848,-92.83021407,1,0,0,1
"1759 17TH AVE E,SHAKOPEE,MN,55379-3372",1.4,1.3333333333333333,0.0,0.0,0.0,0.0,44.77387448,-93.50071817,44.77387448,-93.50071817,1,0,0,1
"17597 CEDAR AVE,LAKEVILLE,MN,55044-5269",2.0,2.0,0.0,0.0,0.0,0.0,44.69372208,-93.21763547,44.69372208,-93.21763547,1,0,0,1
"1762 IOWA AVE E,SAINT PAUL,MN,55106-1342",2.0,2.0,0.0,0.0,0.0,0.0,44.98921748,-93.02593058,44.98921748,-93.02593058,1,0,0,1
"17705 HUTCHINS DR STE 201,MINNETONKA,MN,55345-4103",0.8333333333333333,1.0,0.0,0.0,0.0,0.0,44.91095975,-93.50490476,44.91095975,-93.50490476,1,0,0,1
"17705 HUTCHINS DR STE 209,MINNETONKA,MN,55345-4103",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,44.91095975,-93.50490476,44.91095975,-93.50490476,1,0,0,1
"17705 HUTCHINS DR,MINNETONKA,MN,55345",0.5,0.5,0.0,0.0,0.0,0.0,44.91095975,-93.50490476,44.91095975,-93.50490476,1,0,0,1
"17705 HUTCHINS DR,MINNETONKA,MN,55345-4145",3.6666666666666665,3.5,0.0,0.0,0.0,0.0,44.91095975,-93.50490476,44.91095975,-93.50490476,1,0,0,1
"17746 KENWOOD TRL,LAKEVILLE,MN,55044",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.69224555,-93.28346088,44.69224555,-93.28346088,1,0,0,1
"17746 KENWOOD TRL,LAKEVILLE,MN,55044-9454",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.69224555,-93.28346088,44.69224555,-93.28346088,1,0,0,1
"17809 HUTCHINS DR STE 101,MINNETONKA,MN,55345-4101",0.0,0.0,0.0,0.0,0.6666666666666666,0.5,44.91118247,-93.50604033,44.91118247,-93.50604033,1,0,0,1
"17809 HUTCHINS DR,MINNETONKA,MN,55345",0.5,0.5,0.0,0.0,0.3333333333333333,0.5,44.91118247,-93.50604033,44.91118247,-93.50604033,1,0,0,1
"17809 HUTCHINS DR,MINNETONKA,MN,55345-4100",1.0,1.0,0.0,0.0,0.0,0.0,44.91118247,-93.50604033,44.91118247,-93.50604033,1,0,0,1
"17821 HIGHWAY 7 # 2F,MINNETONKA,MN,55345-4123",2.7058789145956674,2.7344019534119703,0.02325581395348837,0.02325581395348837,0.0,0.0,44.91218747,-93.50712292,44.91218747,-93.50712292,1,0,0,1
"17821 HIGHWAY 7 STE 2F,MINNETONKA,MN,55345-4123",3.0444444444444443,3.0227272727272725,0.0,0.0,0.0,0.0,44.91218747,-93.50712292,44.91218747,-93.50712292,1,0,0,1
"17821 HIGHWAY 7,MINNETONKA,MN,55345",1.0555555555555556,1.056060606060606,0.0,0.0,0.0,0.0,44.91218747,-93.50712292,44.91218747,-93.50712292,1,0,0,1
"179 LAKE ST S,FOREST LAKE,MN,55025-2642",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,45.27702516,-92.98469699,45.27702516,-92.98469699,1,0,0,1
"1790 11TH ST SE,FOREST LAKE,MN,55025-1968",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.262197,-92.96814007,45.262197,-92.96814007,1,0,0,1
"1790 7TH ST E,SAINT PAUL,MN,55119",2.1916666666666664,2.458333333333333,0.0,0.0,0.0,0.0,44.96666647,-93.02503058,44.96666647,-93.02503058,1,0,0,1
"1790 7TH ST E,SAINT PAUL,MN,55119-3419",38.53769841269842,38.868290043290045,0.0,0.0,0.0,0.0,44.96666647,-93.02503058,44.96666647,-93.02503058,1,0,0,1
"18 3RD ST SW,AITKIN,MN,56431-1642",0.0,0.0,0.0,0.0,0.5,0.5,46.52719032,-93.70750515,46.52719032,-93.70750515,1,0,0,1
"18 OAK AVE N,ANNANDALE,MN,55302-1199",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,45.26290786,-94.12448002,45.26290786,-94.12448002,1,0,0,1
"1800 34TH AVE NE,MINNEAPOLIS,MN,55418-1423",0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,45.03037446,-93.23419122,45.03037446,-93.23419122,1,0,0,1
"1800 AMES AVE,SAINT PAUL,MN,55119-4830",0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,44.97207448,-93.02401358,44.97207448,-93.02401358,1,0,0,1
"1801 TECHNOLOGY DR NE,WILLMAR,MN,56201",0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,45.14338962,-95.01612929,45.14338962,-95.01612929,1,0,0,1
"1801 TECHNOLOGY DR NE,WILLMAR,MN,56201-2276",1.925,2.05,0.125,0.0,0.0,0.0,45.14338962,-95.01612929,45.14338962,-95.01612929,1,0,0,1
"1815 SUBURBAN AVE STE 200,SAINT PAUL,MN,55119-4380",1.4166666666666663,1.8333333333333333,0.0,0.0,0.0,0.0,44.94968451,-93.02351399,44.94968451,-93.02351399,1,0,0,1
"1815 SUBURBAN AVE,SAINT PAUL,MN,55119",0.75,0.8333333333333333,0.0,0.0,0.0,0.0,44.94968451,-93.02351399,44.94968451,-93.02351399,1,0,0,1
"1815 SUBURBAN AVE,SAINT PAUL,MN,55119-4302",2.7333333333333334,2.1666666666666665,0.0,0.0,0.0,0.0,44.94968451,-93.02351399,44.94968451,-93.02351399,1,0,0,1
"18223 CARSON CT NW STE 216,ELK RIVER,MN,55330-2733",2.0,2.0,0.0,0.0,0.0,0.0,45.30168766,-93.55574465,45.30168766,-93.55574465,1,0,0,1
"18230 ZANE ST NW,ELK RIVER,MN,55330-4501",1.927891922134991,1.9424761920783136,0.0,0.0,0.02325581395348837,0.02325581395348837,45.30109760000001,-93.55221118,45.30109760000001,-93.55221118,1,0,0,1
"1829 5TH AVE,ANOKA,MN,55303",1.0,1.0,0.0,0.0,0.0,0.0,45.19636199,-93.38365099,45.19636199,-93.38365099,1,0,0,1
"1829 5TH AVE,ANOKA,MN,55303-2566",2.833333333333333,2.833333333333333,0.0,0.0,0.0,0.0,45.19636199,-93.38365099,45.19636199,-93.38365099,1,0,0,1
"1829 PORTLAND AVE,MINNEAPOLIS,MN,55404-1812",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.964369,-93.26763217,44.964369,-93.26763217,1,0,0,1
"18315 CASCADE DR STE 120,EDEN PRAIRIE,MN,55347-1190",10.04,9.855072463768117,0.0,0.0,1.0,1.0,44.86037912,-93.51038799,44.86037912,-93.51038799,1,0,0,1
"18315 CASCADE DR,EDEN PRAIRIE,MN,55347",1.2927272727272727,1.3777997364953891,0.0,0.0,0.0,0.0,44.86037912,-93.51038799,44.86037912,-93.51038799,1,0,0,1
"18341 ORCHARD TRL,LAKEVILLE,MN,55044",0.0,0.0,0.0,0.0,0.14285714285714285,0.25,44.68385272,-93.28776461,44.68385272,-93.28776461,1,0,0,1
"1835 COUNTY ROAD C W STE 200,ROSEVILLE,MN,55113-1353",1.0526315789473684,1.0526315789473684,0.0,0.0,1.4,1.4,45.02142044,-93.17835233,45.02142044,-93.17835233,1,0,0,1
"1835 COUNTY ROAD C W STE 220,ROSEVILLE,MN,55113-1343",9.989606712705351,9.669383103432901,0.0,0.0,0.0,0.0,45.02142044,-93.17835233,45.02142044,-93.17835233,1,0,0,1
"1835 COUNTY ROAD C W STE 290,ROSEVILLE,MN,55113-1343",0.4692982456140351,0.4692982456140351,0.0,0.0,0.0,0.0,45.02142044,-93.17835233,45.02142044,-93.17835233,1,0,0,1
"1835 COUNTY ROAD C W,SAINT PAUL,MN,55113",2.024390243902439,2.357723577235772,0.0,0.0,0.0,0.0,45.02142044,-93.17835233,45.02142044,-93.17835233,1,0,0,1
"1845 GRAND AVE,SAINT PAUL,MN,55105-1404",1.0,1.0,0.0,0.0,0.0,0.0,44.94010947,-93.17825074,44.94010947,-93.17825074,1,0,0,1
"1863 CLEAR AVE,SAINT PAUL,MN,55119-4501",0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,44.98204652,-93.02147091,44.98204652,-93.02147091,1,0,0,1
"1866 BEAM AVE STE 105,MAPLEWOOD,MN,55109-1162",2.0,2.0,0.0,0.0,0.0,0.0,45.02786473,-93.02168208,45.02786473,-93.02168208,1,0,0,1
"1866 BEAM AVE,MAPLEWOOD,MN,55109-1162",0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,45.02786474,-93.02168208,45.02786474,-93.02168208,1,0,0,1
"1871 OLD HUDSON RD,SAINT PAUL,MN,55119-4308",1.0,1.0,0.0,0.0,0.0,0.0,44.95275349,-93.02128194,44.95275349,-93.02128194,1,0,0,1
"1895 PLAZA DR STE 130,EAGAN,MN,55122-4601",3.181073007409898,3.2059558381237494,0.2,0.2,0.3565891472868217,0.33277962347729784,44.78729347,-93.201723,44.78729347,-93.201723,1,0,0,1
"1895 PLAZA DR,SAINT PAUL,MN,55122",0.048538011695906436,0.048538011695906436,0.0,0.0,0.0,0.0,44.78729347,-93.201723,44.78729347,-93.201723,1,0,0,1
"1900 28TH AVE S,MOORHEAD,MN,56560",0.5,0.5,0.0,0.0,0.0,0.0,46.84775049,-96.7506426,46.84775049,-96.7506426,1,0,0,1
"1900 28TH AVE S,MOORHEAD,MN,56560-4830",0.5,0.5,0.0,0.0,0.0,0.0,46.84775049,-96.7506426,46.84775049,-96.7506426,1,0,0,1
"1900 CENTRACARE CIR # 350,SAINT CLOUD,MN,56303-5000",0.0,0.0,0.8333333333333333,0.8333333333333333,0.0,0.0,45.58551519,-94.20566679,45.58551519,-94.20566679,1,0,0,1
"1900 CENTRACARE CIR STE 0350,SAINT CLOUD,MN,56303-5000",0.0,0.0,1.4333333333333331,1.4333333333333331,0.0,0.0,45.58551519,-94.20566679,45.58551519,-94.20566679,1,0,0,1
"1900 CENTRACARE CIR,SAINT CLOUD,MN,56303",0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,45.58551519,-94.20566679,45.58551519,-94.20566679,1,0,0,1
"1900 KRUCHTEN CT S,SARTELL,MN,56377",0.0,0.0,0.0,0.0,1.0,1.0,45.59479889,-94.19804592,45.59479889,-94.19804592,1,0,0,1
"1900 KRUTCHEN CT S STE 100,SARTELL,MN,56377",0.0,0.0,0.0,0.0,0.75,0.75,45.6193751,-94.21016279,45.6193751,-94.21016279,1,0,0,1
"1901 1ST AVE NE,STEWARTVILLE,MN,55976-9318",1.9,1.5833333333333333,0.0,0.0,0.0,0.0,43.86922059,-92.48733696,43.86922059,-92.48733696,1,0,0,1
"1901 6TH ST SW,WILLMAR,MN,56201-5104",1.0,1.0,0.0,0.0,0.0,0.0,45.102879,-95.04785404,45.102879,-95.04785404,1,0,0,1
"1903 S 6TH ST STE 4,BRAINERD,MN,56401-4599",0.0,0.0,0.0,0.0,1.4166666666666663,1.4166666666666663,46.336023,-94.20069266,46.336023,-94.20069266,1,0,0,1
"1903 S 6TH ST,BRAINERD,MN,56401",0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,46.336023,-94.20069266,46.336023,-94.20069266,1,0,0,1
"1903 S 6TH ST,BRAINERD,MN,56401-4599",0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,46.336023,-94.20069266,46.336023,-94.20069266,1,0,0,1
"19033 US 71,PARK RAPIDS,MN,56470-3202",3.75,3.75,0.0,0.0,0.0,0.0,46.93683269,-95.06437789,46.93683269,-95.06437789,1,0,0,1
"19033 US-71,PARK RAPIDS,MN,56470",1.0,1.0,0.0,0.0,0.0,0.0,46.93683269,-95.06437789,46.93683269,-95.06437789,1,0,0,1
"1912 LEXINGTON AVE N STE 200,ROSEVILLE,MN,55113-6112",0.14285714285714285,0.14285714285714285,0.0,0.0,0.9999999999999998,0.9999999999999998,44.99882941,-93.14635161,44.99882941,-93.14635161,1,0,0,1
"1915 COUNTY ROAD D E,MAPLEWOOD,MN,55109-5309",2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0,45.03585346,-93.021444,45.03585346,-93.021444,1,0,0,1
"1915 COUNTY ROAD D E,SAINT PAUL,MN,55109",0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,45.03585346,-93.021444,45.03585346,-93.021444,1,0,0,1
"1919 MAINSTREET,HOPKINS,MN,55343-7401",1.0,1.0,0.0,0.0,0.0,0.0,44.92434051,-93.4250535,44.92434051,-93.4250535,1,0,0,1
"1919 UNIVERSITY AVE W,SAINT PAUL,MN,55104-3453",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.95732341,-93.18069082,44.95732341,-93.18069082,1,0,0,1
"192 WASHINGTON AVE,ALDEN,MN,56009-1004",0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,43.67429161,-93.57799809,43.67429161,-93.57799809,1,0,0,1
"1926 COLLEGE VIEW RD E RM HC116,ROCHESTER,MN,55904-8201",8.123693623161714,8.442446201141857,0.14285714285714285,0.14285714285714285,0.0,0.0,44.02149050000001,-92.43723198,44.02149050000001,-92.43723198,1,0,0,1
"1926 COLLEGE VIEW RD E,ROCHESTER,MN,55904-8201",8.605158730158731,8.704365079365083,0.125,0.125,0.16666666666666666,0.16666666666666666,44.02149050000001,-92.43723198,44.02149050000001,-92.43723198,1,0,0,1
"1932 LONDON RD,DULUTH,MN,55812",0.8333333333333333,1.0,0.0,0.0,0.0,0.0,46.80363025,-92.07086947,46.80363025,-92.07086947,1,0,0,1
"1932 LONDON RD,DULUTH,MN,55812-2162",2.1666666666666665,2.0,0.0,0.0,0.0,0.0,46.80363026,-92.07086947,46.80363026,-92.07086947,1,0,0,1
"1937 WOODLANE DR,WOODBURY,MN,55125-3926",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.92074307,-92.96632322,44.92074307,-92.96632322,1,0,0,1
"1960 CLIFF LAKE RD STE 127,EAGAN,MN,55122-2439",1.0,1.0,0.0,0.0,0.0,0.0,44.79419356,-93.2062036,44.79419356,-93.2062036,1,0,0,1
"1964 RAHNCLIFF CT,SAINT PAUL,MN,55122",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,44.7888439,-93.20573159,44.7888439,-93.20573159,1,0,0,1
"19645 PILOT KNOB RD,FARMINGTON,MN,55024",1.0,1.0,0.0,0.0,0.0,0.0,44.66631707,-93.17679154,44.66631707,-93.17679154,1,0,0,1
"19645 PILOT KNOB RD,FARMINGTON,MN,55024-7239",1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,44.66631707,-93.17679154,44.66631707,-93.17679154,1,0,0,1
"1965 CLIFF LAKE RD STE 102,EAGAN,MN,55122-2591",5.0,5.0,0.0,0.0,0.0,0.0,44.79323396,-93.20648942,44.79323396,-93.20648942,1,0,0,1
"197 N TYLER ST,TYLER,MN,56178",1.0,1.0,0.0,0.0,0.0,0.0,44.27834056,-96.13480856,44.27834056,-96.13480856,1,0,0,1
"197 N TYLER ST,TYLER,MN,56178-1160",1.0,1.0,0.0,0.0,0.0,0.0,44.27834056,-96.13480856,44.27834056,-96.13480856,1,0,0,1
"1975 11TH AVE E,MAPLEWOOD,MN,55109-5148",1.0,1.0,0.0,0.0,0.0,0.0,45.01559437,-93.01752788,45.01559437,-93.01752788,1,0,0,1
"1975 11TH AVE E,SAINT PAUL,MN,55109",1.0,1.0,0.0,0.0,0.0,0.0,45.01559437,-93.01752788,45.01559437,-93.01752788,1,0,0,1
"1990 PREMIER DR,MANKATO,MN,56001",0.0,0.0,0.0,0.0,1.0,1.0,44.17996851,-93.94394128,44.17996851,-93.94394128,1,0,0,1
"19950 DODD BLVD STE 103,LAKEVILLE,MN,55044-6342",0.5,0.5,0.0,0.0,0.0,0.0,44.66011452,-93.25264435,44.66011452,-93.25264435,1,0,0,1
"19950 DODD BLVD, #103,LAKEVILLE,MN,55044",0.5,0.5,0.0,0.0,0.0,0.0,44.66011452,-93.25264435,44.66011452,-93.25264435,1,0,0,1
"19955 FOREST RD N,FOREST LAKE,MN,55025-9733",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.23934256,-92.98788092,45.23934256,-92.98788092,1,0,0,1
"2 E 5TH ST,MORRIS,MN,56267-1344",4.65,4.5,0.0,0.0,0.0,0.0,45.58598982,-95.91395327,45.58598982,-95.91395327,1,0,0,1
"2 SHOPPING CTR,SILVER BAY,MN,55614-1135",0.4,0.3333333333333333,0.0,0.0,0.0,0.0,47.29320217,-91.26933341,47.29320217,-91.26933341,1,0,0,1
"20 16TH AVE SW,RICE,MN,56367",1.0,1.0,0.0,0.0,0.0,0.0,45.74939374,-94.23749061,45.74939374,-94.23749061,1,0,0,1
"20 16TH AVE SW,RICE,MN,56367-9832",3.0,3.0,0.0,0.0,0.0,0.0,45.74939374,-94.23749061,45.74939374,-94.23749061,1,0,0,1
"20 1ST AVE S,BUFFALO,MN,55313-1409",0.8333333333333333,0.8333333333333333,1.9177350427350424,1.8527777777777776,0.0,0.0,45.171126,-93.87481099,45.171126,-93.87481099,1,0,0,1
"20 5TH ST SE,COOK,MN,55723",1.9333333333333331,1.9333333333333331,0.0,0.0,0.0,0.0,47.8533357,-92.67996621,47.8533357,-92.67996621,1,0,0,1
"20 5TH ST SE,COOK,MN,55723-9702",6.919047619047619,6.916666666666668,0.0,0.0,0.0,0.0,47.8533357,-92.67996621,47.8533357,-92.67996621,1,0,0,1
"20 LAKE ST N STE 205,FOREST LAKE,MN,55025-2511",1.5,1.5,0.0,0.0,0.0,0.0,45.27958953,-92.98504902,45.27958953,-92.98504902,1,0,0,1
"20 S MINNESOTA ST,NEW ULM,MN,56073-3002",0.25,0.25,0.0,0.0,0.0,0.0,44.31254292,-94.45827494,44.31254292,-94.45827494,1,0,0,1
"200 1ST AVE S STE 1,PERHAM,MN,56573-1445",1.0,1.0,0.0,0.0,0.0,0.0,46.59328364,-95.57411288,46.59328364,-95.57411288,1,0,0,1
"200 1ST AVE S,PERHAM,MN,56573",1.0,1.0,0.0,0.0,0.0,0.0,46.59328364,-95.57411288,46.59328364,-95.57411288,1,0,0,1
"200 1ST AVE S,PERHAM,MN,56573-1445",3.0,3.0,0.0,0.0,0.0,0.0,46.59328364,-95.57411288,46.59328364,-95.57411288,1,0,0,1
"200 1ST ST SW,ROCHESTER,MN,55902",7.5,7.583333333333332,0.75,0.8333333333333333,3.5,3.5,44.02237994,-92.46699997,44.02237994,-92.46699997,1,0,0,1
"200 1ST ST SW,ROCHESTER,MN,55905-0001",6.833333333333332,6.833333333333332,0.25,0.3333333333333333,4.699999999999998,4.833333333333333,44.02248769,-92.46732511,44.02248769,-92.46732511,1,0,0,1
"200 ATLANTIC AVE,MORRIS,MN,56267-1321",0.0,0.0,0.0,0.0,0.4,0.4,45.57800415,-95.906707,45.57800415,-95.906707,1,0,0,1
"200 COON RAPIDS BLVD NW STE 220,COON RAPIDS,MN,55433-5875",0.0,0.0,0.0,0.0,1.5,1.5,45.13752472,-93.2727123,45.13752472,-93.2727123,1,0,0,1
"200 E MAIN ST,ADA,MN,56510-1354",1.5,1.5,0.0,0.0,0.0,0.0,47.29777181,-96.51460016,47.29777181,-96.51460016,1,0,0,1
"200 FIRST ST SW,ROCHESTER,MN,55905-0001",0.5,0.5,0.0,0.0,0.0,0.0,44.02248769,-92.46732511,44.02248769,-92.46732511,1,0,0,1
"200 UNIVERSITY AVE E,SAINT PAUL,MN,55101",0.6666666666666666,0.7,0.07692307692307693,0.1111111111111111,0.2,0.2,44.95665793,-93.09539183,44.95665793,-93.09539183,1,0,0,1
"200 UNIVERSITY AVE E,SAINT PAUL,MN,55101-2507",2.0,2.0,0.40384615384615385,0.3611111111111111,2.0,2.0,44.95665793,-93.09539183,44.95665793,-93.09539183,1,0,0,1
"200 W BURNSVILLE PKWY STE 100,BURNSVILLE,MN,55337-4294",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.77182356,-93.28033309,44.77182356,-93.28033309,1,0,0,1
"2000 PLYMOUTH RD STE 357,MINNETONKA,MN,55305-2335",2.0,2.0,0.0,0.0,0.0,0.0,44.96451626,-93.4423591,44.96451626,-93.4423591,1,0,0,1
"2000 RICE LAKE RD,DULUTH,MN,55811-4822",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,46.81341214,-92.12334215,46.81341214,-92.12334215,1,0,0,1
"2000 S BROADWAY ST,NEW ULM,MN,56073",2.0,2.0,0.0,0.0,0.0,0.0,44.29293839,-94.44135606,44.29293839,-94.44135606,1,0,0,1
"2000 S BROADWAY ST,NEW ULM,MN,56073-3910",1.0,1.0,0.0,0.0,0.0,0.0,44.29293839,-94.44135606,44.29293839,-94.44135606,1,0,0,1
"2001 BLOOMINGTON AVE S,MINNEAPOLIS,MN,55404",1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,44.96242513,-93.25226168,44.96242513,-93.25226168,1,0,0,1
"2001 BLOOMINGTON AVE,MINNEAPOLIS,MN,55404",0.5,0.5,0.0,0.0,0.0,0.0,44.96242513,-93.25226168,44.96242513,-93.25226168,1,0,0,1
"2001 BLOOMINGTON AVE,MINNEAPOLIS,MN,55404-3074",18.333333333333336,18.116666666666667,0.2,0.2,0.0,0.0,44.96242513,-93.25226168,44.96242513,-93.25226168,1,0,0,1
"2001 ELEANOR AVE,SAINT PAUL,MN,55116-1353",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.92072249,-93.18533399,44.92072249,-93.18533399,1,0,0,1
"2001 MARGARET ST,SAINT PAUL,MN,55119-3921",0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,44.96130451,-93.01625099,44.96130451,-93.01625099,1,0,0,1
"2001 W LINCOLN AVE STE 33,FERGUS FALLS,MN,56537-1010",11.814682539682536,11.52900432900433,0.0,0.0,0.0,0.0,46.28695589,-96.10868347,46.28695589,-96.10868347,1,0,0,1
"2001 W LINCOLN AVE,FERGUS FALLS,MN,56537",1.75,1.8333333333333333,0.0,0.0,0.0,0.0,46.28695589,-96.10868347,46.28695589,-96.10868347,1,0,0,1
"2005 8TH AVE E,HIBBING,MN,55746",1.0,1.0,0.0,0.0,0.0,0.0,47.42732227,-92.93251972,47.42732227,-92.93251972,1,0,0,1
"2006 1ST AVE STE 202,ANOKA,MN,55303-2255",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,45.19828566,-93.38993204,45.19828566,-93.38993204,1,0,0,1
"2009 OLD COUNTY ROAD 34 PL,BURNSVILLE,MN,55337-4857",1.0,1.0,0.0,0.0,0.0,0.0,44.77199073,-93.3066076,44.77199073,-93.3066076,1,0,0,1
"201 4TH AVE NW,ROSEAU,MN,56751",1.0,1.0,0.0,0.0,0.0,0.0,48.84722596,-95.76758859,48.84722596,-95.76758859,1,0,0,1
"201 4TH AVE NW,ROSEAU,MN,56751-1033",1.0,1.0,0.0,0.0,0.0,0.0,48.84722596,-95.76758859,48.84722596,-95.76758859,1,0,0,1
"201 HILLESTAD AVE N,FOSSTON,MN,56542-1339",0.9,0.75,0.0,0.0,0.0,0.0,47.5759441,-95.74808308,47.5759441,-95.74808308,1,0,0,1
"201 MISSISSIPPI ST NE,FRIDLEY,MN,55432-4322",2.0,2.0,0.0,0.0,0.0,0.0,45.08622953,-93.26682157,45.08622953,-93.26682157,1,0,0,1
"201 S MERIDIAN ST,BELLE PLAINE,MN,56011-1917",1.0,1.0,0.0,0.0,0.0,0.0,44.62065849,-93.76826136,44.62065849,-93.76826136,1,0,0,1
"201 SANDBERG RD,MONTICELLO,MN,55362-8906",0.0,0.0,0.0,0.0,0.14285714285714285,0.125,45.29462878,-93.8028574,45.29462878,-93.8028574,1,0,0,1
"201 W 49TH ST,MINNEAPOLIS,MN,55419-5530",0.020593359294937486,0.020593359294937486,0.0,0.0,0.0,0.0,44.91414252,-93.28192332,44.91414252,-93.28192332,1,0,0,1
"201 W BROADWAY ST,MONTICELLO,MN,55362-9354",3.0,3.0,0.0,0.0,0.0,0.0,45.30632308,-93.79568123,45.30632308,-93.79568123,1,0,0,1
"201 W RAVEN ST,BELLE PLAINE,MN,56011",0.5833333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,44.61666752,-93.77026233,44.61666752,-93.77026233,1,0,0,1
"201 W RAVEN ST,BELLE PLAINE,MN,56011-1704",1.5833333333333333,1.6666666666666663,0.0,0.0,0.2,0.25,44.61666752,-93.77026233,44.61666752,-93.77026233,1,0,0,1
"2010 27TH AVE S,MINNEAPOLIS,MN,55406",0.8333333333333333,1.0,0.0,0.0,0.0,0.0,44.96234377,-93.23303935,44.96234377,-93.23303935,1,0,0,1
"2010 27TH AVE S,MINNEAPOLIS,MN,55406-1108",4.166666666666666,4.0,0.0,0.0,0.0,0.0,44.96234377,-93.23303935,44.96234377,-93.23303935,1,0,0,1
"2010 W 66TH ST,RICHFIELD,MN,55423-2127",3.0,3.0,0.0,0.0,0.0,0.0,44.88353248,-93.30571349,44.88353248,-93.30571349,1,0,0,1
"2011 JEFFERSON RD,NORTHFIELD,MN,55057",1.5,1.5,0.0,0.0,0.0,0.0,44.43789534,-93.18223336,44.43789534,-93.18223336,1,0,0,1
"2011 JEFFERSON RD,NORTHFIELD,MN,55057-3159",1.5,1.5,0.0,0.0,0.0,0.0,44.43789534,-93.18223335,44.43789534,-93.18223335,1,0,0,1
"20143 IDEALIC AVE STE 105,LAKEVILLE,MN,55044-6343",1.0,1.0,0.0,0.0,0.0,0.0,44.65766301,-93.24984299,44.65766301,-93.24984299,1,0,0,1
"2019 JEFFERSON RD STE C,NORTHFIELD,MN,55057-3258",0.14545454545454545,0.19090909090909086,0.0,0.0,1.2363636363636363,1.1909090909090907,44.43727338,-93.18299431,44.43727338,-93.18299431,1,0,0,1
"202 WALNUT ST,SAINT PETER,MN,56082-1468",1.0,1.0,0.0,0.0,0.2,0.2,44.32075138,-93.96029299,44.32075138,-93.96029299,1,0,0,1
"2020 11TH ST S,MOORHEAD,MN,56560-3676",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,46.85405358,-96.76273335,46.85405358,-96.76273335,1,0,0,1
