id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US31039972700,,"Census Tract 9727, Cuming County, Nebraska",0,24,4,0,8,3,4,18,84,86,25,22,229,0,0,0,0,16,16,13,0,60,74,18,32,265,0,3,0,15,6,73,7,0,16,71,44,30,61,181,359,171,772,
1400000US31039972800,,"Census Tract 9728, Cuming County, Nebraska",9,0,44,15,0,0,10,0,84,49,0,23,247,0,0,45,29,0,0,11,0,62,63,0,37,417,8,0,22,38,92,25,0,0,85,117,0,30,256,138.2,413.8,90,898,
1400000US31039972900,,"Census Tract 9729, Cuming County, Nebraska",5,2,0,15,2,27,14,11,23,17,5,21,202,2,2,5,6,6,16,30,18,37,23,20,37,179,0,2,6,2,5,2,12,27,37,32,17,37,53.5,182.9,149.6,137,523,
1400000US31041971700,,"Census Tract 9717, Custer County, Nebraska",9,7,29,23,6,14,0,3,31,28,7,4,224,16,7,23,58,30,15,6,6,22,19,8,14,176,14,4,7,19,18,2,9,6,29,25,22,21,243,104.4,137.6,76,561,
1400000US31041971800,,"Census Tract 9718, Custer County, Nebraska",28,4,3,32,4,22,35,0,41,9,5,28,228,7,16,10,16,28,41,1,8,53,13,18,17,232,9,6,10,9,13,29,1,16,62,29,14,34,172.5,206.7,175.8,116,671,
1400000US31041971900,,"Census Tract 9719, Custer County, Nebraska",24,0,0,80,0,48,0,18,25,30,21,0,267,55,28,0,0,8,49,0,0,52,37,5,33,390,16,19,9,0,0,49,5,59,120,62,9,42,235,271.4,286.6,110,903,
1400000US31041972000,,"Census Tract 9720, Custer County, Nebraska",0,0,0,0,3,11,4,2,24,35,5,35,74,0,0,13,7,0,8,10,0,21,13,0,2,86,0,0,6,0,6,5,7,8,18,27,1,8,30.5,72.1,125.4,51,279,
1400000US31043010100,,"Census Tract 101, Dakota County, Nebraska",282,15,9,0,34,73,55,74,240,35,76,56,878,186,19,61,43,0,168,0,74,232,13,82,0,631,153,45,0,0,0,172,42,10,178,9,22,0,830,815,577,236,2458,
1400000US31043010200,,"Census Tract 102, Dakota County, Nebraska",133,0,23,0,12,0,0,0,162,78,37,37,445,3,42,0,0,30,32,0,34,130,34,91,49,445,0,0,0,0,31,56,0,73,51,164,53,17,237.5,300.1,550.4,284,1372,
1400000US31043010300,,"Census Tract 103, Dakota County, Nebraska",147,22,22,22,50,25,6,33,25,11,11,37,376,47,15,21,75,16,10,0,20,34,54,24,60,455,14,12,32,62,39,46,0,10,45,98,49,48,543.5,223.3,246.2,229,1242,
1400000US31043010400,,"Census Tract 104, Dakota County, Nebraska",35,0,0,20,4,10,1,23,22,72,13,40,161,8,0,1,36,27,6,1,4,20,27,14,17,298,4,45,3,7,30,8,0,7,43,58,36,57,189.5,107.5,225,177,699,
1400000US31045950600,,"Census Tract 9506, Dawes County, Nebraska",0,0,25,7,2,30,0,0,5,18,21,54,131,7,1,43,0,5,26,4,0,4,22,11,8,219,7,2,38,10,0,20,9,0,38,54,26,15,143.5,101.9,131.6,135,512,
