,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
822,1400000US40109106914,"Census Tract 1069.14, Oklahoma County, Oklahoma",35,30,36,53,226,58,10,92,0,0,0,0,522,9,60,133,91,119,63,0,0,0,24,23,0,387,29,22,148,15,20,44,7,56,23,11,12,0,1026,332.3,55.7,35,1449,
823,1400000US40109106915,"Census Tract 1069.15, Oklahoma County, Oklahoma",122,257,53,0,69,15,23,0,28,0,0,13,504,218,203,15,0,0,25,0,0,9,34,0,0,479,80,89,172,0,0,0,29,0,0,109,0,0,1278,95.7,176.3,13,1563,
747,1400000US40109107001,"Census Tract 1070.01, Oklahoma County, Oklahoma",181,85,152,96,8,178,0,0,84,66,0,0,875,230,87,155,209,0,26,0,0,87,47,0,34,729,164,93,87,141,28,56,0,25,135,0,0,0,1716,315.6,388.4,34,2454,
770,1400000US40109107002,"Census Tract 1070.02, Oklahoma County, Oklahoma",48,0,39,0,23,0,0,0,77,54,0,0,117,41,0,18,0,44,3,0,0,11,0,0,0,237,57,0,36,18,50,2,0,0,70,4,0,0,374,20.8,200.2,0,595,
769,1400000US40109107101,"Census Tract 1071.01, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
547,1400000US40109107103,"Census Tract 1071.03, Oklahoma County, Oklahoma",42,27,9,11,32,0,0,55,26,8,0,0,308,6,49,116,9,30,0,0,48,34,16,0,0,169,6,34,8,15,30,0,26,42,0,8,0,0,424,177,86,0,687,
768,1400000US40109107104,"Census Tract 1071.04, Oklahoma County, Oklahoma",66,218,56,25,10,33,0,0,8,13,0,0,429,145,56,81,46,5,33,0,0,40,23,0,0,325,42,42,30,0,0,110,0,30,60,11,0,0,822,216.8,144.2,0,1183,
115,1400000US40109107206,"Census Tract 1072.06, Oklahoma County, Oklahoma",0,47,11,7,105,60,0,64,15,0,17,0,400,0,90,35,0,41,55,0,54,93,16,0,16,475,0,86,95,0,31,62,0,0,95,52,54,0,548,315.3,250.7,87,1201,
804,1400000US40109107207,"Census Tract 1072.07, Oklahoma County, Oklahoma",28,75,29,25,49,0,0,0,34,32,9,0,247,23,8,126,0,10,0,7,0,49,24,0,0,119,23,8,40,0,33,0,0,0,15,0,0,0,477,16.8,144.2,9,647,
502,1400000US40109107209,"Census Tract 1072.09, Oklahoma County, Oklahoma",352,355,0,93,0,0,79,0,172,0,0,0,683,178,126,0,32,0,218,0,0,108,21,0,0,321,10,85,0,77,0,0,0,9,81,22,37,0,1308,342.1,367.9,37,2055,
503,1400000US40109107210,"Census Tract 1072.10, Oklahoma County, Oklahoma",10,8,0,0,21,0,0,0,34,0,0,0,156,6,14,0,0,24,5,0,0,99,4,0,4,106,0,0,0,0,9,0,0,0,88,4,5,0,92,27.1,206.9,9,335,
805,1400000US40109107211,"Census Tract 1072.11, Oklahoma County, Oklahoma",5,0,0,76,20,0,0,0,83,0,12,45,97,0,0,0,41,6,0,0,0,20,12,0,18,178,4,0,0,34,12,6,0,19,70,6,4,23,198,42.3,173.7,102,516,
933,1400000US40109107212,"Census Tract 1072.12, Oklahoma County, Oklahoma",33,0,106,20,104,6,0,0,60,27,0,74,362,27,0,18,15,45,156,0,0,67,0,34,0,599,41,49,18,19,0,76,0,51,313,19,13,0,495,333,442,121,1391,
748,1400000US40109107213,"Census Tract 1072.13, Oklahoma County, Oklahoma",43,0,62,19,10,64,0,0,107,19,16,4,532,122,38,14,29,119,0,22,0,77,107,0,4,842,140,0,30,78,108,149,0,9,74,200,54,0,812,269.8,558.2,78,1718,
824,1400000US40109107214,"Census Tract 1072.14, Oklahoma County, Oklahoma",9,57,23,0,0,86,13,45,32,0,39,0,308,10,11,66,0,0,104,0,22,32,0,60,3,269,15,26,20,0,0,93,0,22,43,16,27,7,237,395.7,112.3,136,881,
681,1400000US40109107215,"Census Tract 1072.15, Oklahoma County, Oklahoma",184,123,56,0,67,20,20,0,61,75,0,0,567,72,69,121,0,104,68,0,0,102,0,0,31,439,69,54,56,24,40,79,47,0,61,9,0,0,1039,256.4,285.6,31,1612,
771,1400000US40109107216,"Census Tract 1072.16, Oklahoma County, Oklahoma",28,55,21,0,33,30,0,0,133,18,0,0,375,0,201,61,0,11,0,0,0,57,45,0,0,366,0,54,106,0,73,0,0,0,102,31,0,0,643,59.2,356.8,0,1059,
825,1400000US40109107217,"Census Tract 1072.17, Oklahoma County, Oklahoma",91,21,21,63,28,14,0,17,66,4,0,0,185,28,0,32,26,40,27,0,15,17,0,0,0,141,0,15,82,6,0,20,14,0,0,0,0,4,453,115.3,78.7,4,651,
552,1400000US40109107218,"Census Tract 1072.18, Oklahoma County, Oklahoma",0,69,25,19,34,0,94,62,49,27,0,0,210,0,65,23,18,0,0,0,0,94,10,0,0,436,0,31,0,75,90,16,0,57,110,57,0,0,449,254.3,321.7,0,1025,
750,1400000US40109107219,"Census Tract 1072.19, Oklahoma County, Oklahoma",13,19,40,92,225,88,0,47,93,11,0,0,542,39,33,19,81,131,89,0,0,150,0,0,0,433,58,17,0,125,103,47,0,0,76,7,0,0,995,302.9,305.1,0,1603,
826,1400000US40109107220,"Census Tract 1072.20, Oklahoma County, Oklahoma",20,0,22,261,21,33,0,0,56,11,0,0,655,87,81,0,326,37,16,0,50,28,0,0,30,472,23,40,37,167,0,48,0,51,28,45,24,9,1122,209.2,156.8,63,1551,
553,1400000US40109107221,"Census Tract 1072.21, Oklahoma County, Oklahoma",36,11,0,0,25,22,0,32,31,15,0,0,215,35,20,8,7,0,18,0,0,116,8,3,0,197,11,0,8,7,0,30,0,29,80,0,7,25,168,153.7,227.3,35,584,
772,1400000US40109107222,"Census Tract 1072.22, Oklahoma County, Oklahoma",0,0,50,33,5,0,11,22,31,0,0,0,159,15,19,67,39,0,2,0,6,5,0,0,6,174,7,36,15,34,0,53,6,0,16,7,0,0,320,105.2,53.8,6,485,
773,1400000US40109107223,"Census Tract 1072.23, Oklahoma County, Oklahoma",14,39,40,32,0,0,0,0,0,15,0,0,354,39,43,101,7,0,38,34,0,24,68,0,0,206,0,44,40,1,10,19,35,0,57,0,0,0,410,134.1,155.9,0,700,
827,1400000US40109107302,"Census Tract 1073.02, Oklahoma County, Oklahoma",114,0,7,60,78,22,6,19,51,0,0,0,224,81,0,6,22,59,21,0,9,19,7,0,0,148,13,0,12,13,24,0,6,9,27,44,0,0,489,101.7,138.3,0,729,
506,1400000US40109107303,"Census Tract 1073.03, Oklahoma County, Oklahoma",21,35,41,20,0,11,0,0,10,31,0,0,96,0,4,15,56,3,0,0,4,7,7,0,0,114,4,4,8,59,24,9,0,0,2,4,0,0,294,25.9,59.1,0,379,
507,1400000US40109107305,"Census Tract 1073.05, Oklahoma County, Oklahoma",117,34,0,9,0,9,0,0,22,0,0,3,91,31,0,6,20,0,16,0,0,18,0,0,0,71,49,0,0,0,0,15,7,0,0,0,0,0,266,51,36,3,356,
810,1400000US40109107306,"Census Tract 1073.06, Oklahoma County, Oklahoma",138,116,75,183,12,42,0,7,20,63,0,0,524,151,187,82,0,55,14,0,0,35,0,0,0,254,58,70,15,11,25,0,0,57,18,0,0,0,1178,127.3,128.7,0,1434,
774,1400000US40109107401,"Census Tract 1074.01, Oklahoma County, Oklahoma",244,0,34,106,15,71,0,0,0,34,16,119,784,195,80,148,112,0,33,65,0,75,25,0,51,493,136,0,71,68,14,18,65,0,14,58,49,0,1223,260.9,197.1,235,1916,
548,1400000US40109107403,"Census Tract 1074.03, Oklahoma County, Oklahoma",0,0,31,72,223,0,0,0,121,61,129,0,367,0,0,24,38,52,0,0,23,105,94,0,31,361,0,0,0,77,0,11,0,48,21,124,0,80,517,106.7,501.3,240,1365,
712,1400000US40109107404,"Census Tract 1074.04, Oklahoma County, Oklahoma",0,0,95,71,21,0,0,0,42,18,34,10,299,19,0,51,0,23,33,0,0,63,110,0,0,326,19,62,11,0,0,0,0,0,19,215,0,0,372,45.4,454.6,44,916,
713,1400000US40109107405,"Census Tract 1074.05, Oklahoma County, Oklahoma",0,0,17,50,34,10,0,0,181,53,0,29,393,21,119,15,0,0,27,0,0,122,0,25,64,621,57,97,0,0,0,42,0,0,128,171,102,24,410,122.1,611.9,244,1388,
554,1400000US40109107500,"Census Tract 1075, Oklahoma County, Oklahoma",0,0,13,60,66,116,37,40,114,19,7,19,258,0,0,0,19,13,33,16,0,86,31,11,49,157,0,0,0,23,16,21,0,0,97,0,0,0,210,292.7,317.3,86,906,
555,1400000US40109107601,"Census Tract 1076.01, Oklahoma County, Oklahoma",0,20,0,46,78,7,0,0,0,0,50,0,300,15,0,115,28,61,0,20,0,42,19,0,0,149,0,0,29,18,0,0,67,28,7,0,0,0,410,126.9,63.1,50,650,
806,1400000US40109107604,"Census Tract 1076.04, Oklahoma County, Oklahoma",68,7,20,7,12,16,9,0,51,21,7,0,228,77,3,32,42,0,36,0,0,21,10,7,0,148,15,0,0,20,0,12,0,4,56,0,19,22,303,89.8,146.2,55,594,
803,1400000US40109107605,"Census Tract 1076.05, Oklahoma County, Oklahoma",6,0,88,17,5,14,0,0,48,34,0,0,218,30,26,5,6,9,78,0,9,45,10,0,0,167,5,0,15,0,17,56,0,5,22,14,20,13,229,173.5,161.5,33,597,
505,1400000US40109107606,"Census Tract 1076.06, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,2.2,19.8,0,22,
775,1400000US40109107607,"Census Tract 1076.07, Oklahoma County, Oklahoma",29,0,19,22,0,0,8,0,140,19,5,13,271,52,0,6,0,0,9,9,10,132,39,14,0,319,0,14,10,37,0,35,43,10,98,38,34,0,189,161,429,66,845,
776,1400000US40109107703,"Census Tract 1077.03, Oklahoma County, Oklahoma",77,0,0,0,0,0,0,0,106,114,11,33,259,68,0,10,0,26,0,0,0,69,53,0,33,246,85,0,0,0,0,0,0,0,79,42,7,33,266,25.4,437.6,117,846,
777,1400000US40109107704,"Census Tract 1077.04, Oklahoma County, Oklahoma",23,0,0,18,0,31,0,11,39,10,0,0,89,19,0,0,0,6,15,0,0,32,0,0,17,115,0,0,11,25,7,5,0,0,33,12,0,22,109,72.4,115.6,39,336,
778,1400000US40109107705,"Census Tract 1077.05, Oklahoma County, Oklahoma",0,0,7,0,44,21,34,9,18,46,33,0,60,13,0,0,4,16,0,6,2,13,6,0,0,106,0,0,0,15,7,4,6,4,30,20,15,5,106,92.1,126.9,53,378,
556,1400000US40109107706,"Census Tract 1077.06, Oklahoma County, Oklahoma",18,75,0,36,17,47,10,0,119,15,0,14,358,24,0,0,134,16,64,0,0,97,12,11,0,38,0,0,0,0,8,0,0,0,18,12,0,0,328,144.4,249.6,25,747,
528,1400000US40109107707,"Census Tract 1077.07, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,13,20,30,9,0,157,37,0,0,8,0,0,0,83,18,0,11,0,54,4,0,0,5,0,5,0,30,6,4,0,0,54,135.4,73.6,20,283,
935,1400000US40109107801,"Census Tract 1078.01, Oklahoma County, Oklahoma",111,0,124,32,0,47,6,0,92,36,35,0,319,250,0,0,9,19,0,0,0,26,15,0,0,256,98,0,0,2,11,0,16,0,83,11,35,0,656,89.1,242.9,70,1058,
529,1400000US40109107804,"Census Tract 1078.04, Oklahoma County, Oklahoma",68,114,0,72,0,22,10,0,32,0,0,0,230,46,70,0,30,30,0,0,11,0,11,32,0,153,65,0,0,0,22,29,0,11,0,11,15,0,517,86.2,50.8,47,701,
752,1400000US40109107805,"Census Tract 1078.05, Oklahoma County, Oklahoma",23,39,39,29,8,29,13,0,22,26,0,0,276,58,21,18,35,30,35,0,6,70,0,3,0,180,23,6,9,0,7,0,0,7,92,36,0,0,345,108.4,227.6,3,684,
811,1400000US40109107806,"Census Tract 1078.06, Oklahoma County, Oklahoma",9,0,13,49,45,62,42,76,6,122,25,36,349,30,0,45,28,16,0,72,39,44,13,23,39,153,0,0,0,42,0,0,0,0,30,59,12,10,277,299,266,145,987,
557,1400000US40109107807,"Census Tract 1078.07, Oklahoma County, Oklahoma",0,0,0,0,0,0,90,14,25,0,0,9,172,0,14,0,0,17,12,8,31,29,61,0,0,202,0,0,0,0,0,0,0,0,88,82,32,0,31,169.2,270.8,41,512,
558,1400000US40109107808,"Census Tract 1078.08, Oklahoma County, Oklahoma",43,15,15,0,5,7,6,0,49,0,0,0,154,0,0,16,30,19,0,5,3,71,10,0,0,104,0,0,0,0,11,0,0,13,56,12,12,0,154,51.6,180.4,12,398,
100,1400000US40109107809,"Census Tract 1078.09, Oklahoma County, Oklahoma",0,0,13,0,31,35,0,14,7,15,0,0,169,0,0,41,8,14,20,19,0,46,21,0,0,188,4,0,11,9,20,25,19,0,44,32,24,0,151,141.7,155.3,24,472,
753,1400000US40109107810,"Census Tract 1078.10, Oklahoma County, Oklahoma",153,28,22,0,23,29,0,0,0,40,0,0,291,87,13,20,0,28,78,0,0,13,34,18,0,132,20,0,0,27,0,39,0,0,20,7,19,0,421,149.3,110.7,37,718,
936,1400000US40109107900,"Census Tract 1079, Oklahoma County, Oklahoma",32,59,34,0,0,0,0,0,16,0,5,0,101,24,36,0,0,7,0,0,0,29,0,5,0,140,21,21,32,0,0,0,0,0,55,6,5,0,266,10,96,15,387,
749,1400000US40109108003,"Census Tract 1080.03, Oklahoma County, Oklahoma",72,13,55,15,55,22,0,0,23,35,59,32,318,79,22,38,63,45,5,0,5,36,0,25,0,355,33,71,95,6,83,21,0,0,31,15,0,0,745,62,131,116,1054,
937,1400000US40109108005,"Census Tract 1080.05, Oklahoma County, Oklahoma",17,41,0,18,9,0,0,0,46,0,16,23,271,8,0,0,134,54,33,0,0,29,5,8,0,192,7,20,0,25,0,0,0,0,38,9,14,79,333,44.3,115.7,140,633,
530,1400000US40109108006,"Census Tract 1080.06, Oklahoma County, Oklahoma",95,62,71,0,32,0,0,63,117,23,23,7,372,84,51,20,0,36,32,0,0,105,14,21,9,263,0,14,31,0,14,19,0,47,31,47,16,44,510,186.3,311.7,120,1128,
527,1400000US40109108007,"Census Tract 1080.07, Oklahoma County, Oklahoma",0,0,22,0,11,0,0,14,87,0,0,9,220,0,0,9,7,8,63,0,12,29,24,0,68,325,0,0,11,7,0,19,0,12,142,46,29,59,75,145.8,302.2,165,688,
559,1400000US40109108008,"Census Tract 1080.08, Oklahoma County, Oklahoma",31,120,9,14,19,0,42,0,66,79,0,34,220,34,42,14,13,59,0,0,10,23,10,15,0,240,0,10,94,0,66,0,0,11,0,44,15,0,525,71.9,213.1,64,874,
829,1400000US40109108009,"Census Tract 1080.09, Oklahoma County, Oklahoma",0,0,0,0,4,15,22,0,14,14,20,0,202,0,0,36,0,3,7,40,18,32,31,31,4,116,24,0,0,0,0,0,0,9,42,38,0,3,67,119.8,162.2,58,407,
830,1400000US40109108010,"Census Tract 1080.10, Oklahoma County, Oklahoma",39,11,85,0,49,15,24,0,104,13,0,0,210,32,0,13,29,50,0,7,0,62,17,0,0,174,17,0,33,14,0,0,26,0,84,0,0,0,372,97,255,0,724,
934,1400000US40109108011,"Census Tract 1080.11, Oklahoma County, Oklahoma",36,0,77,27,0,0,0,0,0,0,0,0,380,0,0,118,93,85,29,27,0,28,0,0,0,244,10,12,0,0,45,28,43,0,57,10,0,39,503,135.5,86.5,39,764,
754,1400000US40109108101,"Census Tract 1081.01, Oklahoma County, Oklahoma",0,17,0,0,17,0,0,0,58,25,9,238,524,0,7,12,24,15,0,0,0,13,173,33,247,414,3,7,0,32,7,0,0,0,16,13,68,268,141,8.7,289.3,863,1302,
779,1400000US40109108106,"Census Tract 1081.06, Oklahoma County, Oklahoma",0,0,0,0,0,7,37,0,8,55,13,452,511,36,0,9,0,47,0,0,0,29,29,71,290,495,0,0,8,0,0,0,0,0,40,34,62,351,100,51.7,187.3,1239,1578,
831,1400000US40109108107,"Census Tract 1081.07, Oklahoma County, Oklahoma",0,0,0,0,0,27,0,0,53,29,17,67,146,0,0,0,0,0,0,0,0,35,11,54,46,226,0,0,0,0,0,0,0,0,17,31,47,131,0,37.5,165.5,362,565,
107,1400000US40109108109,"Census Tract 1081.09, Oklahoma County, Oklahoma",0,0,22,0,0,0,0,0,98,81,29,162,607,22,0,22,0,0,0,0,0,84,122,60,297,669,59,0,21,40,25,0,0,0,62,92,98,272,211,24.4,514.6,918,1668,
531,1400000US40109108110,"Census Tract 1081.10, Oklahoma County, Oklahoma",0,0,0,0,0,14,0,8,27,54,55,82,362,0,0,0,0,13,0,0,15,50,71,29,184,517,0,27,0,7,0,18,0,18,102,73,62,210,47,90.9,359.1,622,1119,
714,1400000US40109108113,"Census Tract 1081.13, Oklahoma County, Oklahoma",0,13,66,41,0,0,56,0,76,48,19,78,428,0,18,12,97,9,0,9,0,74,133,0,76,368,27,6,27,65,9,0,64,0,31,17,0,122,390,147.1,360.9,295,1193,
715,1400000US40109108114,"Census Tract 1081.14, Oklahoma County, Oklahoma",0,79,0,0,49,0,0,118,33,0,19,130,252,0,0,0,0,49,33,20,0,13,34,16,87,326,37,0,0,0,0,99,0,0,72,10,46,62,214,281.8,150.2,360,1006,
791,1400000US40109108201,"Census Tract 1082.01, Oklahoma County, Oklahoma",30,0,5,22,0,19,0,66,10,22,0,35,169,0,0,5,20,0,0,0,14,36,11,10,73,210,0,0,6,0,0,0,0,0,112,46,8,38,88,114.8,221.2,164,588,
828,1400000US40109108203,"Census Tract 1082.03, Oklahoma County, Oklahoma",39,15,28,16,55,76,6,14,115,36,6,21,203,0,0,28,44,0,79,6,24,11,5,6,0,283,35,0,0,51,0,102,27,10,33,17,8,0,311,359.9,201.1,41,913,
780,1400000US40109108204,"Census Tract 1082.04, Oklahoma County, Oklahoma",11,137,34,0,0,40,0,0,37,0,13,30,453,78,53,82,0,159,0,0,0,20,30,0,31,240,70,0,34,0,53,0,0,0,33,0,10,40,711,49,111,124,995,
532,1400000US40109108206,"Census Tract 1082.06, Oklahoma County, Oklahoma",35,0,0,24,0,0,0,0,83,10,50,158,571,37,0,0,22,0,0,0,9,112,62,65,264,494,29,0,0,24,0,0,0,0,81,41,50,269,171,36.6,361.4,856,1425,
781,1400000US40109108207,"Census Tract 1082.07, Oklahoma County, Oklahoma",38,0,0,0,0,0,0,0,0,15,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,47,0,15,10,72,
49,1400000US40109108208,"Census Tract 1082.08, Oklahoma County, Oklahoma",132,69,32,0,0,84,24,0,27,10,0,15,176,74,0,29,0,0,48,0,0,0,0,9,16,153,26,0,15,0,0,47,0,0,10,38,0,17,377,206.7,81.3,57,722,
560,1400000US40109108213,"Census Tract 1082.13, Oklahoma County, Oklahoma",0,0,27,0,0,0,0,0,77,115,49,353,1228,0,20,26,15,0,0,0,28,133,130,236,640,1008,0,39,0,47,0,8,0,0,85,165,86,578,174,65.5,675.5,1942,2857,
533,1400000US40109108215,"Census Tract 1082.15, Oklahoma County, Oklahoma",0,0,16,0,0,0,0,8,173,51,19,0,351,33,0,15,0,0,26,0,0,168,54,33,22,220,0,0,0,7,0,0,0,0,115,38,16,44,71,79.6,553.4,134,838,
549,1400000US40109108216,"Census Tract 1082.16, Oklahoma County, Oklahoma",36,0,15,0,0,0,29,0,64,31,58,39,206,30,0,0,0,0,0,14,0,52,37,0,73,302,9,0,0,0,0,0,16,0,194,38,18,27,90,90,385,215,780,
534,1400000US40109108217,"Census Tract 1082.17, Oklahoma County, Oklahoma",0,53,50,52,0,0,13,10,128,112,23,75,376,60,0,40,0,0,0,23,0,102,97,45,9,346,0,0,70,27,0,21,0,0,70,87,24,47,352,97,566,223,1238,
716,1400000US40109108218,"Census Tract 1082.18, Oklahoma County, Oklahoma",0,0,0,67,72,0,0,25,178,359,21,650,1102,0,0,73,98,0,0,0,21,209,170,101,430,759,30,0,0,38,45,0,0,0,193,40,47,366,423,104,1091,1615,3233,
717,1400000US40109108219,"Census Tract 1082.19, Oklahoma County, Oklahoma",17,0,18,0,18,0,0,0,90,278,208,321,891,10,0,0,0,0,0,0,60,135,209,256,221,680,12,0,0,0,0,0,0,15,134,75,106,338,75,110.9,885.1,1450,2521,
718,1400000US40109108220,"Census Tract 1082.20, Oklahoma County, Oklahoma",58,0,37,31,0,0,21,0,69,126,147,53,826,58,11,46,56,0,0,0,19,111,200,205,120,617,47,11,10,0,0,0,0,13,136,169,54,177,365,84.6,779.4,756,1985,
719,1400000US40109108221,"Census Tract 1082.21, Oklahoma County, Oklahoma",24,0,0,101,0,15,0,19,143,253,82,443,1180,20,0,0,121,29,28,0,40,190,125,80,547,1018,34,0,0,0,0,0,0,0,187,162,181,454,329,154,1008,1787,3278,
101,1400000US40109108301,"Census Tract 1083.01, Oklahoma County, Oklahoma",61,0,68,33,22,0,0,0,32,0,0,6,258,81,0,0,98,19,0,13,17,24,0,0,6,200,44,0,0,57,15,11,17,0,34,11,0,11,498,67,92,23,680,
116,1400000US40109108302,"Census Tract 1083.02, Oklahoma County, Oklahoma",0,0,33,0,22,0,0,25,67,75,17,81,113,0,16,0,39,19,0,0,7,0,14,0,18,450,85,31,10,38,17,62,19,39,12,10,16,111,310,159.9,170.1,243,883,
792,1400000US40109108303,"Census Tract 1083.03, Oklahoma County, Oklahoma",76,0,0,19,0,0,0,0,15,112,39,127,537,83,50,0,0,0,0,0,20,126,49,97,112,288,30,0,0,0,14,11,21,0,44,34,78,56,272,70.5,361.5,509,1213,
807,1400000US40109108304,"Census Tract 1083.04, Oklahoma County, Oklahoma",37,75,0,13,59,43,25,0,143,32,12,83,434,8,0,0,12,81,50,0,0,163,18,69,33,222,11,0,0,12,0,21,11,0,78,12,67,10,308,188.4,407.6,274,1178,
535,1400000US40109108307,"Census Tract 1083.07, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,12,82,19,0,55,276,0,0,0,0,10,88,0,79,10,48,0,41,280,0,0,0,0,26,45,13,81,0,108,7,0,36,327.2,257.8,103,724,
782,1400000US40109108309,"Census Tract 1083.09, Oklahoma County, Oklahoma",100,64,24,24,34,47,0,7,10,26,6,0,402,151,67,61,29,37,23,0,0,9,20,5,0,171,57,0,13,24,16,0,0,7,44,10,0,0,701,90.3,112.7,11,915,
119,1400000US40109108310,"Census Tract 1083.10, Oklahoma County, Oklahoma",42,0,9,0,11,48,0,23,77,0,0,28,103,22,0,71,0,0,0,0,0,10,0,0,0,131,13,0,36,0,7,35,0,0,10,10,10,10,211,115.7,97.3,48,472,
720,1400000US40109108313,"Census Tract 1083.13, Oklahoma County, Oklahoma",15,0,16,96,57,137,27,0,73,125,0,0,303,0,0,48,0,100,0,0,0,18,137,0,0,502,0,70,46,35,124,0,0,0,147,66,0,14,607,187.8,542.2,14,1351,
721,1400000US40109108314,"Census Tract 1083.14, Oklahoma County, Oklahoma",0,14,80,0,11,35,15,0,82,57,0,22,315,105,0,23,0,49,30,25,0,74,0,9,0,192,0,8,0,0,0,34,0,0,29,95,26,0,290,157.5,318.5,57,823,
722,1400000US40109108315,"Census Tract 1083.15, Oklahoma County, Oklahoma",0,0,0,16,22,55,0,0,206,58,104,76,230,0,0,0,0,21,94,0,0,16,99,0,0,502,50,0,24,0,24,45,0,0,36,57,39,227,157,219.8,446.2,446,1269,
723,1400000US40109108316,"Census Tract 1083.16, Oklahoma County, Oklahoma",0,0,0,0,42,0,0,0,0,63,122,271,579,0,0,0,12,0,102,0,0,116,62,157,130,619,0,0,0,10,0,67,55,0,96,108,104,179,64,245.2,423.8,963,1696,
724,1400000US40109108317,"Census Tract 1083.17, Oklahoma County, Oklahoma",11,0,0,49,0,0,16,52,59,108,30,199,290,0,0,0,11,26,0,40,48,83,63,9,10,141,0,0,0,6,0,0,0,19,62,11,36,7,103,195.4,365.6,291,955,
725,1400000US40109108318,"Census Tract 1083.18, Oklahoma County, Oklahoma",0,0,0,0,0,35,15,24,65,94,87,66,389,0,0,0,0,0,0,0,0,57,133,51,148,566,16,0,10,0,0,0,0,0,127,130,45,238,26,98.9,581.1,635,1341,
50,1400000US40109108402,"Census Tract 1084.02, Oklahoma County, Oklahoma",8,0,0,0,0,6,0,0,12,21,15,33,89,0,0,0,0,0,5,0,0,13,35,1,35,40,0,0,0,0,0,0,0,0,10,8,0,22,8,14.5,95.5,106,224,
938,1400000US40109108403,"Census Tract 1084.03, Oklahoma County, Oklahoma",0,0,0,0,35,0,0,0,7,23,0,10,126,0,0,0,0,0,0,0,0,0,8,98,20,32,0,0,0,0,32,0,0,0,0,0,0,0,67,0.7,37.3,128,233,
808,1400000US40109108404,"Census Tract 1084.04, Oklahoma County, Oklahoma",0,7,0,0,24,0,0,52,47,21,19,24,189,5,0,27,0,12,0,0,47,89,0,9,0,103,12,20,10,0,0,0,0,0,39,0,13,9,117,116.5,178.5,74,486,
941,1400000US40109108504,"Census Tract 1085.04, Oklahoma County, Oklahoma",0,0,13,103,87,17,26,0,0,24,0,92,350,0,0,13,53,0,15,0,0,18,133,0,118,303,14,13,13,0,0,0,40,0,50,54,16,103,309,104.8,272.2,329,1015,
51,1400000US40109108506,"Census Tract 1085.06, Oklahoma County, Oklahoma",38,0,0,11,10,0,0,35,7,50,10,138,300,0,0,0,10,0,0,8,57,69,45,9,102,205,0,0,0,0,0,0,9,0,29,65,8,94,69,119.5,254.5,361,804,
809,1400000US40109108507,"Census Tract 1085.07, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,22,5,12,13,45,0,0,0,0,0,0,0,0,8,4,0,33,31,0,0,0,0,0,0,0,0,0,4,0,27,0,3,40,85,128,
