,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
108,1400000US40109108508,"Census Tract 1085.08, Oklahoma County, Oklahoma",37,0,0,9,0,0,0,0,8,50,24,11,208,55,0,6,0,0,24,7,0,34,35,11,36,188,35,0,0,8,0,0,8,43,31,10,20,33,150,89.3,160.7,135,535,
678,1400000US40109108511,"Census Tract 1085.11, Oklahoma County, Oklahoma",0,0,36,0,0,0,0,0,220,72,151,958,1426,65,0,74,45,30,0,0,0,378,27,314,493,1131,14,0,19,0,0,0,0,0,320,202,109,467,283,91.8,1127.2,2492,3994,
783,1400000US40109108512,"Census Tract 1085.12, Oklahoma County, Oklahoma",0,0,0,0,46,9,0,0,59,54,130,304,922,0,0,0,15,42,53,0,0,137,129,238,308,769,0,0,0,0,0,27,54,0,106,119,119,344,103,173.2,573.8,1443,2293,
942,1400000US40109108513,"Census Tract 1085.13, Oklahoma County, Oklahoma",16,21,25,0,0,0,0,0,37,72,50,120,177,0,0,24,0,0,0,0,0,59,68,18,8,334,26,0,11,18,0,0,0,0,76,42,45,116,141,17.2,336.8,357,852,
52,1400000US40109108514,"Census Tract 1085.14, Oklahoma County, Oklahoma",94,47,63,62,22,42,0,0,66,35,38,69,455,12,7,207,0,0,28,0,0,29,61,62,49,399,9,0,27,103,19,37,33,0,49,8,34,80,672,154.4,233.6,332,1392,
679,1400000US40109108515,"Census Tract 1085.15, Oklahoma County, Oklahoma",0,0,0,46,0,0,35,0,109,254,0,25,279,0,0,69,45,0,0,15,0,97,44,0,9,242,0,0,23,10,0,0,0,0,30,63,94,22,193,73.6,573.4,150,990,
751,1400000US40109108519,"Census Tract 1085.19, Oklahoma County, Oklahoma",9,0,0,0,0,14,0,0,21,0,22,68,94,31,0,0,0,0,0,0,0,35,0,0,28,81,0,0,0,0,0,10,0,0,0,0,0,71,40,29.6,50.4,189,309,
561,1400000US40109108520,"Census Tract 1085.20, Oklahoma County, Oklahoma",0,0,0,0,0,14,4,0,15,41,21,67,113,0,0,0,0,0,0,7,0,0,16,21,69,136,0,0,0,0,0,0,0,0,7,16,12,101,0,27.2,92.8,291,411,
939,1400000US40109108521,"Census Tract 1085.21, Oklahoma County, Oklahoma",0,7,8,8,0,25,0,0,8,0,18,0,95,0,0,51,7,0,0,0,7,21,0,0,9,137,0,0,53,0,0,0,0,22,31,6,8,17,134,60,60,52,306,
726,1400000US40109108523,"Census Tract 1085.23, Oklahoma County, Oklahoma",42,6,23,0,0,0,0,0,164,69,31,167,626,22,0,0,0,147,28,0,0,138,173,71,47,379,35,16,0,0,29,36,0,0,92,0,91,80,320,103.4,596.6,487,1507,
727,1400000US40109108524,"Census Tract 1085.24, Oklahoma County, Oklahoma",0,0,0,0,0,0,16,0,50,24,94,43,345,0,13,0,0,0,0,0,0,51,68,137,76,350,17,24,0,0,0,21,14,0,64,58,29,123,54,67.5,298.5,502,922,
728,1400000US40109108525,"Census Tract 1085.25, Oklahoma County, Oklahoma",0,0,0,0,0,18,36,0,58,18,26,6,115,0,0,14,6,13,0,0,0,41,28,9,4,197,0,0,5,0,16,52,6,5,45,40,23,5,54,131.4,215.6,73,474,
729,1400000US40109108526,"Census Tract 1085.26, Oklahoma County, Oklahoma",21,54,32,37,87,0,0,0,107,123,0,36,439,0,103,25,21,27,35,21,39,40,93,0,35,672,11,90,59,29,27,95,0,0,92,168,62,39,623,213.9,599.1,172,1608,
730,1400000US40109108527,"Census Tract 1085.27, Oklahoma County, Oklahoma",9,0,0,16,0,0,0,0,54,143,25,22,369,0,66,0,19,65,0,0,0,0,108,10,101,521,17,61,0,0,0,0,0,0,137,154,67,85,253,19.1,576.9,310,1159,
731,1400000US40109108528,"Census Tract 1085.28, Oklahoma County, Oklahoma",118,31,26,0,0,6,0,0,36,17,36,76,275,9,28,23,0,0,7,12,0,38,40,22,96,197,7,20,0,0,0,0,0,0,12,18,4,136,262,33.6,152.4,370,818,
732,1400000US40109108529,"Census Tract 1085.29, Oklahoma County, Oklahoma",0,0,0,7,0,0,0,0,0,5,0,27,96,0,0,0,0,0,0,0,0,36,4,0,56,367,14,0,0,0,0,0,0,0,90,23,32,208,21,12.6,145.4,323,502,
733,1400000US40109108530,"Census Tract 1085.30, Oklahoma County, Oklahoma",0,45,11,0,29,14,0,0,82,26,42,81,294,0,31,20,0,0,11,10,7,166,20,11,18,416,0,79,19,83,0,0,10,9,110,42,30,34,317,96.8,410.2,216,1040,
784,1400000US40109108601,"Census Tract 1086.01, Oklahoma County, Oklahoma",40,0,0,0,10,27,0,6,40,124,3,0,260,26,0,6,0,12,26,0,0,65,65,35,25,94,0,0,9,2,0,5,0,12,47,0,19,0,105,91.2,325.8,82,604,
785,1400000US40109108602,"Census Tract 1086.02, Oklahoma County, Oklahoma",13,5,0,0,0,0,0,0,34,6,5,0,58,12,10,0,10,0,4,0,0,9,10,3,0,104,0,0,0,0,22,9,0,25,30,18,0,0,72,45.3,99.7,8,225,
940,1400000US40109108603,"Census Tract 1086.03, Oklahoma County, Oklahoma",15,0,34,98,9,76,8,0,70,58,73,48,391,0,0,8,47,27,39,0,0,122,46,78,24,428,7,0,0,62,8,0,7,0,184,57,64,39,315,167.6,499.4,326,1308,
786,1400000US40109108701,"Census Tract 1087.01, Oklahoma County, Oklahoma",6,0,0,10,0,0,0,6,34,58,35,24,167,18,0,10,14,0,0,0,0,33,26,32,34,254,10,10,5,10,0,6,0,0,86,48,10,69,93,27.3,269.7,204,594,
98,1400000US40109108703,"Census Tract 1087.03, Oklahoma County, Oklahoma",0,0,0,0,18,0,0,0,215,146,59,148,635,0,75,0,0,30,0,0,17,145,68,60,240,566,0,0,0,0,35,26,0,53,66,137,15,234,158,138.6,734.4,756,1787,
755,1400000US40109108704,"Census Tract 1087.04, Oklahoma County, Oklahoma",21,0,22,14,17,25,8,0,46,148,40,116,415,25,0,46,0,9,52,0,0,28,55,50,150,345,12,16,27,0,9,53,6,0,99,12,33,78,218,161.3,370.7,467,1217,
114,1400000US40109108706,"Census Tract 1087.06, Oklahoma County, Oklahoma",28,0,0,0,0,26,13,0,62,0,18,0,184,14,0,11,0,0,18,27,0,53,8,36,17,129,0,0,0,0,8,0,11,10,12,20,32,36,61,117.7,142.3,139,460,
756,1400000US40109108707,"Census Tract 1087.07, Oklahoma County, Oklahoma",0,0,50,14,33,34,32,19,151,31,32,57,355,15,0,24,13,19,28,0,58,104,54,0,40,285,28,0,0,0,0,17,0,0,46,30,39,125,196,218.1,385.9,293,1093,
734,1400000US40109108708,"Census Tract 1087.08, Oklahoma County, Oklahoma",12,0,0,38,18,21,0,16,72,70,15,75,274,32,17,0,8,0,18,0,0,82,81,6,30,355,23,16,0,0,36,0,20,33,85,91,6,45,200,131.9,457.1,177,966,
735,1400000US40109108709,"Census Tract 1087.09, Oklahoma County, Oklahoma",36,0,0,0,0,0,0,0,39,30,12,51,261,17,0,0,21,0,0,0,0,55,47,15,106,315,0,30,0,0,8,0,0,0,63,80,48,86,112,15.7,298.3,318,744,
536,1400000US40109108801,"Census Tract 1088.01, Oklahoma County, Oklahoma",104,19,0,13,41,7,0,20,94,28,35,90,598,32,15,10,86,49,21,0,14,126,112,55,78,764,34,31,53,34,50,66,0,4,56,180,103,153,571,159.6,568.4,514,1813,
945,1400000US40109108802,"Census Tract 1088.02, Oklahoma County, Oklahoma",0,0,0,15,47,18,13,9,96,71,12,59,530,10,0,16,20,76,46,22,7,117,108,49,59,435,27,0,8,9,27,32,10,0,93,91,9,129,255,187.6,545.4,317,1305,
680,1400000US40109108803,"Census Tract 1088.03, Oklahoma County, Oklahoma",12,16,0,0,0,15,0,0,0,0,0,5,75,11,20,18,0,0,6,0,0,20,0,0,0,83,0,23,40,0,0,15,0,0,0,0,0,5,140,38,18,10,206,
946,1400000US40109108804,"Census Tract 1088.04, Oklahoma County, Oklahoma",62,23,0,0,46,0,0,0,65,27,0,23,277,47,31,64,0,0,10,9,0,71,23,0,22,247,12,20,0,0,36,20,12,0,73,23,8,43,341,71.9,261.1,96,770,
943,1400000US40109108900,"Census Tract 1089, Oklahoma County, Oklahoma",27,12,4,39,0,12,15,7,116,34,12,16,324,16,10,0,41,10,22,21,12,84,80,21,7,373,17,15,5,31,5,13,13,22,106,56,30,60,232,167.6,445.4,146,991,
944,1400000US40109109001,"Census Tract 1090.01, Oklahoma County, Oklahoma",0,0,0,15,16,0,0,0,35,0,6,26,202,0,28,0,21,0,45,0,0,0,40,68,0,172,0,29,0,34,8,17,0,0,18,0,34,32,151,67.3,87.7,166,472,
736,1400000US40109109003,"Census Tract 1090.03, Oklahoma County, Oklahoma",17,11,22,13,0,26,44,34,76,38,22,43,400,19,9,24,33,0,0,46,60,53,112,11,33,476,16,9,28,46,10,9,9,19,80,162,33,55,257,267.9,500.1,197,1222,
737,1400000US40109109004,"Census Tract 1090.04, Oklahoma County, Oklahoma",25,0,14,11,58,11,0,0,0,34,0,25,251,20,0,0,18,73,11,0,0,51,20,47,11,361,23,0,23,10,15,0,0,12,124,21,90,43,290,51.5,232.5,216,790,
738,1400000US40109109100,"Census Tract 1091, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,
853,1400000US40109109201,"Census Tract 1092.01, Oklahoma County, Oklahoma",0,0,32,1,0,2,0,0,93,51,14,433,571,0,0,13,0,0,0,0,0,17,43,21,477,755,127,30,0,16,0,19,0,0,44,0,21,498,219,36.4,232.6,1464,1952,
854,1400000US40109109202,"Census Tract 1092.02, Oklahoma County, Oklahoma",15,4,12,0,25,0,0,10,77,23,21,43,234,0,11,0,29,17,23,0,13,56,38,9,38,313,36,17,0,29,19,35,0,12,21,45,23,76,214,108.4,244.6,210,777,
617,1400000US40111000100,"Census Tract 1, Okmulgee County, Oklahoma",46,0,7,13,0,6,0,29,30,0,30,9,85,7,17,8,25,0,10,0,9,9,0,0,0,212,19,16,22,31,13,0,0,88,23,0,0,0,224,148.2,55.8,39,467,
625,1400000US40111000200,"Census Tract 2, Okmulgee County, Oklahoma",16,111,16,30,18,7,57,0,7,0,0,0,186,0,57,33,16,33,23,24,0,0,0,0,0,314,12,54,46,91,29,20,13,0,12,35,0,2,562,145.9,52.1,2,762,
624,1400000US40111000300,"Census Tract 3, Okmulgee County, Oklahoma",33,58,4,32,37,0,0,0,23,15,0,0,242,17,49,30,98,0,0,8,0,9,31,0,0,118,26,0,9,45,19,0,0,0,12,7,0,0,457,12.4,92.6,0,562,
626,1400000US40111000400,"Census Tract 4, Okmulgee County, Oklahoma",131,34,55,49,32,0,0,41,47,17,0,52,290,101,0,16,29,16,0,0,49,79,0,0,0,317,19,0,0,13,18,70,0,49,67,16,21,44,513,228.3,206.7,117,1065,
623,1400000US40111000500,"Census Tract 5, Okmulgee County, Oklahoma",8,25,20,0,19,27,0,0,27,85,7,26,369,0,13,64,0,42,54,9,6,90,25,19,47,309,0,22,11,19,50,0,0,0,86,50,3,68,293,116.3,342.7,170,922,
622,1400000US40111000600,"Census Tract 6, Okmulgee County, Oklahoma",10,14,67,63,45,15,13,3,69,92,4,91,538,100,38,9,25,17,12,6,17,158,56,27,73,739,49,37,24,64,8,28,12,67,199,136,29,86,570,215.6,667.4,310,1763,
621,1400000US40111000700,"Census Tract 7, Okmulgee County, Oklahoma",9,17,21,25,23,12,2,10,56,62,12,7,286,31,10,20,38,28,22,9,3,45,70,8,2,426,37,14,31,32,17,19,10,7,80,115,17,47,353,112.1,409.9,93,968,
586,1400000US40111000800,"Census Tract 8, Okmulgee County, Oklahoma",38,15,26,20,10,3,1,6,66,21,20,5,259,43,27,21,22,32,6,12,4,53,26,4,9,272,26,13,26,21,13,19,7,4,42,46,33,22,353,78.1,237.9,93,762,
142,1400000US40111000901,"Census Tract 9.01, Okmulgee County, Oklahoma",0,28,0,19,5,2,0,0,24,33,21,24,180,13,9,10,17,6,0,0,0,20,72,31,2,276,10,22,35,15,22,0,0,14,19,79,40,20,211,22.3,240.7,138,612,
143,1400000US40111000902,"Census Tract 9.02, Okmulgee County, Oklahoma",38,115,0,30,75,4,6,0,75,11,0,0,339,22,37,19,37,58,5,0,9,82,10,0,60,353,37,0,54,51,22,5,0,8,96,19,0,61,595,62.3,267.7,121,1046,
144,1400000US40113940001,"Census Tract 9400.01, Osage County, Oklahoma",114,21,30,21,39,5,4,17,58,34,2,0,378,55,6,32,14,53,15,2,37,138,9,9,8,254,25,1,1,46,33,19,2,27,55,19,14,12,491,153.1,287.9,45,977,
145,1400000US40113940002,"Census Tract 9400.02, Osage County, Oklahoma",96,16,46,0,32,27,0,7,28,30,9,0,289,83,15,39,0,54,10,13,6,27,42,0,0,321,14,14,29,37,0,66,0,0,94,51,0,16,475,143.9,257.1,25,901,
146,1400000US40113940003,"Census Tract 9400.03, Osage County, Oklahoma",40,26,14,11,21,12,4,11,41,49,25,62,393,21,21,48,15,27,56,0,3,40,91,14,57,354,18,21,21,34,8,18,12,8,71,75,36,32,346,139.2,351.8,226,1063,
147,1400000US40113940004,"Census Tract 9400.04, Osage County, Oklahoma",5,0,0,19,0,5,7,22,9,23,22,12,152,14,2,2,9,10,17,0,4,16,26,16,36,226,6,4,0,21,9,0,15,0,14,24,26,107,101,73.9,108.1,219,502,
148,1400000US40113940005,"Census Tract 9400.05, Osage County, Oklahoma",0,15,0,0,28,7,0,0,97,26,8,0,276,16,28,21,5,24,0,6,26,74,29,23,24,360,7,14,41,23,6,15,0,9,130,44,14,57,228,93.1,369.9,126,817,
149,1400000US40113940006,"Census Tract 9400.06, Osage County, Oklahoma",43,61,87,0,47,0,36,0,134,0,0,0,479,104,51,36,31,60,37,46,15,77,13,0,9,478,86,71,97,0,25,0,0,11,154,24,0,10,799,181.5,365.5,19,1365,
150,1400000US40113940007,"Census Tract 9400.07, Osage County, Oklahoma",14,8,4,16,5,2,20,8,49,62,9,30,343,25,10,31,57,10,12,5,8,48,65,43,29,431,30,4,1,16,33,13,5,5,82,120,63,59,264,95.9,408.1,233,1001,
151,1400000US40113940008,"Census Tract 9400.08, Osage County, Oklahoma",19,22,36,11,28,16,15,9,20,26,0,4,172,21,10,11,22,21,8,12,0,28,17,13,9,219,17,7,0,15,12,13,2,10,34,50,17,42,252,93.2,166.8,85,597,
152,1400000US40113940009,"Census Tract 9400.09, Osage County, Oklahoma",0,16,1,8,10,3,20,13,43,15,70,26,262,0,28,1,7,6,10,16,0,89,20,47,38,341,4,14,2,0,56,0,43,0,53,36,92,41,153,123.5,237.5,314,828,
153,1400000US40113940010,"Census Tract 9400.10, Osage County, Oklahoma",91,0,86,18,114,10,43,15,82,25,41,76,685,165,13,104,66,89,44,0,0,74,47,63,20,739,162,0,41,17,10,14,0,0,274,132,63,26,976,169,591,289,2025,
154,1400000US40113940011,"Census Tract 9400.11, Osage County, Oklahoma",3,0,16,26,10,1,0,6,2,12,1,2,99,5,8,2,19,25,3,2,1,14,12,4,4,83,3,2,5,0,11,3,3,3,15,9,13,16,135,25.1,60.9,40,261,
155,1400000US40115574100,"Census Tract 5741, Ottawa County, Oklahoma",52,27,21,25,17,14,1,11,49,34,9,24,353,51,19,23,8,19,8,5,15,107,74,15,9,379,46,8,18,26,13,21,4,4,82,74,30,53,373,106.8,396.2,140,1016,
156,1400000US40115574200,"Census Tract 5742, Ottawa County, Oklahoma",54,14,52,21,15,21,10,0,26,6,15,2,217,26,21,37,25,12,10,20,3,39,15,5,4,277,36,14,45,32,61,12,9,0,39,11,6,12,465,95.4,125.6,44,730,
157,1400000US40115574300,"Census Tract 5743, Ottawa County, Oklahoma",55,21,2,37,5,3,9,9,47,32,4,0,226,29,20,33,39,16,11,2,3,55,15,3,0,205,22,17,27,22,4,20,15,12,50,13,3,0,349,99.2,196.8,10,655,
158,1400000US40115574400,"Census Tract 5744, Ottawa County, Oklahoma",26,34,41,57,30,25,14,12,73,12,13,0,202,33,29,22,13,12,13,0,15,40,18,0,7,179,23,9,27,5,4,22,0,11,44,31,3,0,365,127.7,202.3,23,718,
159,1400000US40115574500,"Census Tract 5745, Ottawa County, Oklahoma",26,23,22,32,16,20,13,0,25,8,6,5,175,38,33,14,19,30,7,4,0,23,7,0,0,183,28,10,32,29,14,22,6,7,19,6,0,10,366,85.7,81.3,21,554,
160,1400000US40115574600,"Census Tract 5746, Ottawa County, Oklahoma",69,46,13,5,44,36,35,13,40,16,4,18,360,90,31,52,26,40,16,7,4,46,27,9,12,309,38,39,36,17,34,17,3,7,66,29,10,13,580,153.2,208.8,66,1008,
161,1400000US40115574700,"Census Tract 5747, Ottawa County, Oklahoma",16,8,15,19,17,18,3,14,52,48,32,38,317,11,0,44,26,2,17,13,12,84,71,2,35,424,4,8,14,14,21,73,11,4,139,66,53,17,219,192.5,432.5,177,1021,
162,1400000US40115574800,"Census Tract 5748, Ottawa County, Oklahoma",66,42,48,29,38,24,6,0,58,20,27,0,398,117,30,33,38,27,29,5,5,60,29,11,14,423,69,25,33,35,25,29,17,21,70,41,25,33,655,154.8,259.2,110,1179,
163,1400000US40115574900,"Census Tract 5749, Ottawa County, Oklahoma",27,17,33,36,18,15,11,4,34,31,16,6,281,34,26,21,20,24,24,4,16,42,42,15,13,275,38,31,7,40,20,21,3,7,46,46,6,10,392,117.2,228.8,66,804,
673,1400000US40117957100,"Census Tract 9571, Pawnee County, Oklahoma",5,3,5,16,17,31,10,17,126,23,3,23,278,18,11,18,43,18,13,7,46,65,24,6,9,349,18,20,7,24,7,25,10,22,109,60,28,19,230,211,377,88,906,
675,1400000US40117957200,"Census Tract 9572, Pawnee County, Oklahoma",27,0,21,17,24,13,6,5,38,35,33,9,341,20,19,31,11,55,28,20,27,28,27,53,22,352,17,5,28,9,60,10,0,15,80,46,38,44,344,138.6,239.4,199,921,
676,1400000US40117957300,"Census Tract 9573, Pawnee County, Oklahoma",25,15,26,20,41,5,0,5,15,23,7,33,271,26,38,31,16,44,7,0,2,68,27,12,0,288,11,17,23,27,28,37,1,23,35,38,3,45,388,91.8,194.2,100,774,
674,1400000US40117957400,"Census Tract 9574, Pawnee County, Oklahoma",6,5,12,3,5,14,0,8,28,29,29,43,234,15,11,3,20,6,27,4,7,40,55,24,22,224,12,11,6,12,9,19,9,7,60,26,26,27,136,107.8,225.2,171,640,
677,1400000US40117957500,"Census Tract 9575, Pawnee County, Oklahoma",37,26,24,4,40,12,18,3,51,10,4,5,185,39,20,0,32,20,5,13,0,22,16,11,7,180,11,15,16,14,17,16,4,0,38,17,19,13,315,82.1,142.9,59,599,
164,1400000US40119010101,"Census Tract 101.01, Payne County, Oklahoma",36,17,16,20,26,53,11,3,25,86,23,72,260,9,0,0,0,0,71,5,0,19,22,54,80,267,0,7,6,19,0,0,0,9,119,15,51,41,156,168.3,269.7,321,915,
166,1400000US40119010102,"Census Tract 101.02, Payne County, Oklahoma",0,0,63,96,0,0,0,0,21,0,0,16,305,46,0,40,52,0,22,40,0,81,11,0,13,360,0,72,53,15,61,22,0,0,137,0,0,0,498,107.9,226.1,29,861,
911,1400000US40119010200,"Census Tract 102, Payne County, Oklahoma",127,0,27,15,0,0,0,0,14,101,24,0,277,73,46,0,13,0,0,0,16,43,54,32,0,330,57,45,0,15,0,0,0,0,36,100,0,77,418,25.3,338.7,133,915,
905,1400000US40119010300,"Census Tract 103, Payne County, Oklahoma",0,0,0,0,0,0,0,0,0,7,16,9,32,0,0,0,0,0,0,0,0,0,8,0,24,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,15,71,86,
909,1400000US40119010400,"Census Tract 104, Payne County, Oklahoma",9,0,0,0,0,3,3,0,0,5,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,4,0,0,0,33,6.4,8.6,0,48,
906,1400000US40119010500,"Census Tract 105, Payne County, Oklahoma",0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,11,0,23,0,0,0,0,57,0,0,0,0,0,3,0,54,0,0,0,0,0,91,0,0,91,
915,1400000US40119010600,"Census Tract 106, Payne County, Oklahoma",24,42,18,25,0,22,0,0,15,17,0,20,339,86,41,125,14,0,16,0,0,0,43,0,14,347,0,41,69,38,0,0,0,0,34,145,0,20,523,42.9,249.1,54,869,
910,1400000US40119010700,"Census Tract 107, Payne County, Oklahoma",72,32,5,29,0,0,6,0,8,8,7,25,234,124,0,0,0,24,0,24,0,29,27,6,0,177,66,0,19,44,0,17,0,0,31,0,0,0,415,53.8,96.2,38,603,
908,1400000US40119010800,"Census Tract 108, Payne County, Oklahoma",11,0,0,0,0,75,0,0,7,0,7,0,128,0,0,0,0,6,14,0,61,30,0,7,10,91,0,0,0,0,6,0,0,0,37,0,0,48,23,157.4,66.6,72,319,
914,1400000US40119010900,"Census Tract 109, Payne County, Oklahoma",25,106,0,0,0,87,0,0,154,206,231,271,1011,0,0,0,0,0,168,0,0,124,182,164,373,879,0,0,0,58,0,172,0,0,177,103,47,322,189,472.5,900.5,1408,2970,
912,1400000US40119011000,"Census Tract 110, Payne County, Oklahoma",0,32,0,39,37,71,126,24,92,83,37,97,715,85,46,0,7,52,19,45,45,95,74,39,208,353,0,36,0,7,17,6,27,14,56,33,17,140,358,401.3,408.7,538,1706,
167,1400000US40119011101,"Census Tract 111.01, Payne County, Oklahoma",71,0,11,0,3,11,0,28,192,85,5,9,347,27,0,31,0,17,0,0,12,149,86,20,5,361,21,0,64,0,2,9,2,35,71,115,19,23,247,138.2,656.8,81,1123,
168,1400000US40119011102,"Census Tract 111.02, Payne County, Oklahoma",0,107,32,15,77,80,0,10,79,108,0,0,600,62,37,0,25,177,15,0,20,74,164,26,0,634,29,61,18,6,96,42,109,54,126,56,0,37,742,357.9,579.1,63,1742,
913,1400000US40119011200,"Census Tract 112, Payne County, Oklahoma",12,2,48,64,5,11,32,77,29,0,0,0,137,12,14,5,4,0,0,0,29,54,19,0,0,156,5,10,44,22,4,12,0,0,27,11,12,9,251,172,129,21,573,
165,1400000US40119011301,"Census Tract 113.01, Payne County, Oklahoma",30,7,20,40,12,0,10,0,69,35,14,42,276,4,12,27,34,11,25,0,10,91,9,17,36,285,3,9,29,35,22,0,2,9,90,37,2,47,295,81,306,158,840,
169,1400000US40119011302,"Census Tract 113.02, Payne County, Oklahoma",8,45,36,11,22,17,74,0,170,35,21,19,303,21,25,0,17,17,17,19,0,80,71,19,17,303,24,47,27,17,0,17,12,0,76,53,20,10,317,188.6,452.4,106,1064,
907,1400000US40119011400,"Census Tract 114, Payne County, Oklahoma",56,0,23,39,33,3,24,7,51,25,2,27,234,32,30,8,23,60,25,0,3,16,14,1,22,301,39,15,0,49,22,15,2,2,60,43,12,42,429,93.7,196.3,106,825,
170,1400000US40121485600,"Census Tract 4856, Pittsburg County, Oklahoma",0,50,15,15,0,25,0,0,61,0,0,0,102,0,0,22,12,0,8,23,0,22,0,0,15,174,0,7,33,33,22,0,0,0,12,46,0,21,209,65.5,131.5,36,442,
171,1400000US40121485700,"Census Tract 4857, Pittsburg County, Oklahoma",14,8,16,28,7,0,0,36,39,14,12,18,133,21,0,14,13,4,16,8,3,33,8,0,13,158,27,2,11,0,0,3,0,26,48,26,15,0,165,104,156,58,483,
172,1400000US40121485800,"Census Tract 4858, Pittsburg County, Oklahoma",51,13,12,27,14,2,1,0,47,13,11,6,322,36,23,6,45,8,2,24,4,122,23,16,13,312,16,16,8,33,5,0,16,9,81,55,28,45,313,83,316,119,831,
173,1400000US40121485900,"Census Tract 4859, Pittsburg County, Oklahoma",19,2,4,5,15,23,0,4,36,13,12,9,189,18,7,0,7,3,17,0,12,52,23,16,34,160,8,13,9,21,20,2,4,0,20,15,29,19,151,72.8,148.2,119,491,
174,1400000US40121486000,"Census Tract 4860, Pittsburg County, Oklahoma",12,9,39,22,16,26,3,0,88,75,36,0,329,15,23,11,14,24,26,0,32,72,52,22,38,346,30,8,5,19,14,24,4,7,52,49,78,56,261,143.2,366.8,230,1001,
175,1400000US40121486100,"Census Tract 4861, Pittsburg County, Oklahoma",47,37,0,13,0,24,30,9,189,14,0,0,441,31,27,35,48,0,58,8,0,175,19,24,16,180,21,29,10,19,0,0,17,0,53,0,31,0,317,187.7,408.3,71,984,
176,1400000US40121486200,"Census Tract 4862, Pittsburg County, Oklahoma",32,17,25,42,0,6,24,0,38,34,20,0,416,89,29,28,72,11,37,39,8,48,31,18,6,244,27,30,0,41,15,32,19,6,36,15,19,4,458,183.2,189.8,67,898,
177,1400000US40121486300,"Census Tract 4863, Pittsburg County, Oklahoma",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,
178,1400000US40121486400,"Census Tract 4864, Pittsburg County, Oklahoma",0,38,24,0,69,25,32,0,31,8,31,3,164,0,36,0,14,6,33,0,4,60,0,11,0,155,8,30,0,18,0,22,0,5,45,0,19,8,243,134.6,130.4,72,580,
179,1400000US40121486500,"Census Tract 4865, Pittsburg County, Oklahoma",131,25,0,39,31,21,28,0,60,57,56,49,653,101,21,80,25,0,53,0,0,134,87,86,66,553,80,31,15,41,0,84,16,13,62,73,45,93,620,240.6,447.4,395,1703,
180,1400000US40121486600,"Census Tract 4866, Pittsburg County, Oklahoma",3,12,3,9,5,2,12,3,35,24,43,38,213,9,9,3,3,6,10,4,4,63,37,50,15,253,7,4,8,20,8,5,3,5,27,43,27,96,109,60.5,216.5,269,655,
181,1400000US40121486700,"Census Tract 4867, Pittsburg County, Oklahoma",74,16,0,51,12,25,15,7,73,40,28,71,329,32,25,10,50,7,20,12,9,45,42,20,57,319,19,34,12,9,31,41,0,32,46,25,21,49,382,177.4,254.6,246,1060,
