idx,IKN_addr,general,hygienist,pediatric,specialist,X,Y,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
507,"2525 N 8TH ST STE 105,GRAND JUNCTION,CO,81501-8808",3.0,0.0,0.8333333333333333,0.0,39.09113986,-108.5579459,1,0,6.0,1.6666666666666665
508,"2525 N 8TH ST STE 107,GRAND JCT,CO,81501-8808",1.0,0.0,0.0,0.0,39.09125775,-108.55794740000002,1,0,2.0,0.0
509,"2530 COLORADO AVE STE A,DURANGO,CO,81301-4760",1.5,1.0,0.0,0.0,37.2901998,-107.8648511,1,0,3.0,0.0
511,"2530 N 8TH ST STE 101,GRAND JCT,CO,81501-8856",0.8333333333333333,0.0,0.0,0.0,39.09115724,-108.55787609999999,1,0,1.6666666666666665,0.0
512,"2532 PATTERSON RD STE 1,GRAND JUNCTION,CO,81505-3607",0.5,0.0,0.0,0.0,39.09192048,-108.583721,1,0,1.0,0.0
513,"2532 PATTERSON RD STE 10,GRAND JUNCTION,CO,81505-3607",0.0,0.0,0.0,2.0,39.0919195,-108.583082,1,0,0.0,0.0
514,"255 UNION BLVD STE 495,LAKEWOOD,CO,80228-1834",1.0,0.0,0.0,0.0,39.71990162,-105.13254760000001,1,0,2.0,0.0
515,"255 UNION BLVD,LAKEWOOD,CO,80228-1810",0.5,0.0,0.0,0.0,39.71990162,-105.13254760000001,1,0,1.0,0.0
516,"2550 ABARR DR,LOVELAND,CO,80538-3156",1.0,0.0,0.0,0.0,40.41755401,-105.09830790000001,1,0,2.0,0.0
517,"2551 W 84TH AVE,WESTMINSTER,CO,80031-3807",0.0,1.0,0.0,0.0,39.8490535,-105.0182632,1,0,0.0,0.0
518,"2552 PATTERSON RD,GRAND JUNCTION,CO,81505-1423",1.0,0.0,0.0,0.0,39.0919105,-108.5797691,1,0,2.0,0.0
519,"25521 E SMOKY HILL RD UNIT 100,AURORA,CO,80016-1346",0.0,0.0,0.0,0.6666666666666666,39.58905077,-104.69077370000001,1,0,0.0,0.0
520,"25521 E SMOKY HILL RD UNIT 200,AURORA,CO,80016-1346",0.0,0.0,0.0,0.3333333333333333,39.58905077,-104.69077370000001,1,0,0.0,0.0
521,"25521 E SMOKY HILL RD UNIT 210,AURORA,CO,80016-1346",0.0,0.0,1.0,0.0,39.58905077,-104.69077370000001,1,0,0.0,2.0
522,"25597 CONIFER RD UNIT 100,CONIFER,CO,80433-9066",1.5,0.0,0.0,0.0,39.54341549,-105.2887531,1,0,3.0,0.0
523,"257 JOHNSTOWN CENTER DR UNIT 211,JOHNSTOWN,CO,80534-7848",0.0,0.5,0.0,0.0,40.33315976,-104.9073043,1,0,0.0,0.0
524,"2575 MONTEBELLO DR W STE 101,COLORADO SPRINGS,CO,80918-6959",0.0,0.0,0.0,0.5,38.90804766,-104.7811082,1,0,0.0,0.0
525,"25997 CONIFER RD STE C,CONIFER,CO,80433-9057",0.0,1.0,0.0,0.0,39.54163209,-105.2970192,1,0,0.0,0.0
526,"26 W DRY CREEK CIR STE 430,LITTLETON,CO,80120-4475",1.0,0.0,0.0,0.0,39.58069136,-104.99036940000002,1,0,2.0,0.0
527,"2603 VINEWOOD LN,PUEBLO,CO,81005-3370",1.4166666666666663,0.0,0.2,0.6344827586206897,38.22342505,-104.65960600000001,1,0,2.8333333333333326,0.4
528,"2604 FLINTRIDGE DR,COLORADO SPRINGS,CO,80918-4408",2.083333333333333,0.0,0.0,0.5,38.89059732,-104.7784582,1,0,4.166666666666666,0.0
529,"2620 TENDERFOOT HILL ST STE 210,COLORADO SPRINGS,CO,80906-8356",1.0,0.0,0.0,0.0,38.79576924,-104.81309859999999,1,0,2.0,0.0
530,"2624 GRAND AVE STE 200,GLENWOOD SPRINGS,CO,81601-4676",0.25,0.0,0.5,0.0,39.52561231,-107.32511090000001,1,0,0.5,1.0
532,"2635 N 7TH ST,GRAND JCT,CO,81501-8209",0.0,0.0,0.14285714285714285,0.0,39.09050337,-108.5614534,1,0,0.0,0.2857142857142857
533,"2640 PATTERSON RD,GRAND JCT,CO,81506-1900",0.0,0.0,0.0,1.0,39.09186349,-108.56436399999998,1,0,0.0,0.0
534,"2643 PATTERSON RD STE 501,GRAND JUNCTION,CO,81506-1937",0.0,0.0,0.0,1.0,39.09175935,-108.56455290000001,1,0,0.0,0.0
535,"2650 NORTH AVE UNIT 101,GRAND JCT,CO,81501-6403",2.7,0.0,0.0,1.1333333333333333,39.07745053,-108.5344028,1,0,5.4,0.0
536,"2656 WALNUT ST,DENVER,CO,80205-2231",0.6666666666666666,0.0,0.0,0.08333333333333333,39.75995949,-104.985193,1,0,1.3333333333333333,0.0
537,"2675 S ABILENE ST STE 135,AURORA,CO,80014-2363",1.8888888888888888,0.0,0.0,0.0,39.66887683,-104.8284762,1,0,3.7777777777777777,0.0
538,"2695 NORTHPARK DR STE 104,LAFAYETTE,CO,80026-3177",2.0595238095238093,0.0,0.0,0.0,40.01277646,-105.1301044,1,0,4.119047619047619,0.0
539,"27 S 18TH AVE,BRIGHTON,CO,80601-2401",0.0,0.0,0.0,0.5,39.98635174,-104.8005893,1,0,0.0,0.0
540,"2700 E BRIDGE ST STE 201,BRIGHTON,CO,80601-2561",0.0,0.0,0.14285714285714285,0.0,39.98675852,-104.7913422,1,0,0.0,0.2857142857142857
541,"2700 MADISON SQUARE DR,LOVELAND,CO,80538-3385",0.4166666666666666,0.0,0.8333333333333333,0.03448275862068965,40.42115186,-105.05935600000001,1,0,0.8333333333333331,1.6666666666666665
542,"2709 S COLORADO BLVD,DENVER,CO,80222-6601",0.3333333333333333,1.3333333333333333,0.0,0.0,39.66717307,-104.9407487,1,0,0.6666666666666666,0.0
543,"271 S DOWNING ST,DENVER,CO,80209-2432",1.3333333333333333,0.0,0.0,0.25,39.71160883,-104.9734293,1,0,2.6666666666666665,0.0
544,"2711 S PARKER RD,AURORA,CO,80014-2701",2.0,0.0,0.0,0.0,39.66728875,-104.8620095,1,0,4.0,0.0
545,"2716 11TH AVE,GREELEY,CO,80631-8443",2.5,0.0,0.0,0.0,40.392423,-104.6968845,1,0,5.0,0.0
546,"2725 S COLORADO BLVD,DENVER,CO,80222-6601",2.5,0.0,0.0,0.0,39.66691298,-104.9407487,1,0,5.0,0.0
547,"2727 BRYANT ST STE 101,DENVER,CO,80211-4250",0.25,1.0,0.0,0.0,39.75654636,-105.0191997,1,0,0.5,0.0
548,"2731 W EVANS AVE,DENVER,CO,80219-5507",3.5666666666666664,0.0,0.0,1.8333333333333333,39.67873426,-105.02098059999999,1,0,7.133333333333333,0.0
549,"274 W 64TH ST,LOVELAND,CO,80538-1196",3.5,0.0,0.0,0.0,40.45480459,-105.0804908,1,0,7.0,0.0
550,"275 S SHERIDAN BLVD STE 114,LAKEWOOD,CO,80226-2401",2.055555555555556,0.0,0.0,0.0,39.71162634,-105.053324,1,0,4.111111111111112,0.0
551,"2750 E 136TH AVE STE 100,THORNTON,CO,80241-3530",0.0,0.0,0.6666666666666666,0.0,39.94284449,-104.9537205,1,0,0.0,1.3333333333333333
552,"2753 JANITELL RD,COLORADO SPRINGS,CO,80906-4102",1.9444444444444444,0.0,0.0,0.0,38.79159299,-104.7945,1,0,3.888888888888889,0.0
553,"2761 W 120TH AVE STE 110,WESTMINSTER,CO,80234-2980",0.0,0.0,0.0,0.6666666666666666,39.91420151,-105.01971090000002,1,0,0.0,0.0
554,"2773 B 1/2 RD STE A,GRAND JCT,CO,81503-3036",1.0,1.0,0.0,0.0,39.04108041,-108.53936840000001,1,0,2.0,0.0
556,"280 E COLFAX AVE STE 1,BENNETT,CO,80102-8825",1.4166666666666667,0.0,0.0,1.0,39.75581649,-104.4300832,1,0,2.8333333333333335,0.0
557,"2800 MADISON SQUARE DR STE 1,LOVELAND,CO,80538-3358",0.0,0.0,2.0,0.0,40.42132492,-105.0593645,1,0,0.0,4.0
