IKN_addr,general,pediatric,specialist,X,Y,med_indicator,chip_indicator
"11225 TALLMADGE WOODS DR NW,GRAND RAPIDS,MI,49534-6306",1.0,0.0,0.0,-85.80195005,42.97304674,0,1
"1124 28TH ST SW,WYOMING,MI,49509-2855",5.82420242496202,0.0,0.07142857142857142,-85.69086471,42.91330429999999,0,1
"1125 MICHIGAN AVE E STE 7,BATTLE CREEK,MI,49014-6832",1.0,0.0,0.0,-85.12871383,42.31050145,0,1
"1125 S LINDEN RD STE 800,FLINT,MI,48532-4069",0.0,1.0,0.0,-83.77292245,43.01340286,0,1
"1125 THOMAS EDISON DR,PORT HURON,MI,48060-8500",2.2,0.0,0.0,-82.42869228,42.99511339,0,1
"11270 E 13 MILE RD STE 3,WARREN,MI,48093-2599",1.0,0.0,0.0,-83.01340061,42.52132147,0,1
"11270 E 13 MILE RD,WARREN,MI,48093-2599",1.0,0.0,0.0,-83.01340061,42.52132147,0,1
"113 E 7TH ST,MANTON,MI,49663-9429",1.0,0.0,0.0,-85.39786772,44.40373713,0,1
"113 E MAIN ST,FLUSHING,MI,48433-2023",2.0,0.0,0.0,-83.85535391,43.06304647,0,1
"113 N WASHINGTON ST,OXFORD,MI,48371-4670",0.5,0.0,0.5333333333333333,-83.26856315,42.82888729,0,1
"113 S CHERRY ST,FLUSHING,MI,48433-2018",1.0,0.0,0.0,-83.85425665,43.06287181,0,1
"113 S KALAMAZOO ST,WHITE PIGEON,MI,49099-8149",1.0,0.0,0.0,-85.64316415,41.79735827,0,1
"113 WASHINGTON ST,HART,MI,49420-1198",1.0,0.0,0.0,-86.36414738,43.70180458,0,1
"11300 E 13 MILE RD,WARREN,MI,48093-2500",1.0,0.0,1.5,-83.01277961,42.52133047,0,1
"11301 COMMERCE DR STE A,ALLENDALE,MI,49401-8200",4.0,0.0,0.0,-85.92082199,42.97556599,0,1
"1132 VOORHEIS RD,WATERFORD,MI,48328-3944",1.3333333333333333,0.0,0.0,-83.33427155,42.63031442,0,1
"11329 JOSEPH CAMPAU ST,HAMTRAMCK,MI,48212-3038",0.3333333333333333,0.0,0.0,-83.06020034,42.40019055,0,1
