BOD_addr,general,pediatric,specialist,Latitude,Longitude
"35253 VALLEY FORGE,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.50401881,-83.40854124
"35305 VALLEY FORGE,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.50401881,-83.40854124
"3538 SANDHILL LN,PORTAGE,MI,49024",1.0,0.0,0.0,42.24394119,-85.63086589
"354 N COLONY DR,APT 1C,SAGINAW,MI,48638",1.0,0.0,0.0,43.41708309,-84.0223766
"35409 SCHOENHERR RD,STERLING HEIGHTS,MI,48312",1.0,0.0,0.0,42.5553653,-82.9893089
"35450 DEQUINDRE RD,SUITE 101,STERLING HEIGHTS,MI,483101828",1.0,0.0,0.0,42.553375700000004,-83.0874775
"3547 BENT TRAIL DR.,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.23569539,-83.77099152
"3551 DAYLILY DR SW,GRAND RAPIDS,MI,49534",1.0,0.0,0.0,42.9623358,-85.7553855
"3554 E HIAWATHA DR,OKEMOS,MI,48864",1.0,0.0,0.0,42.6864223,-84.40376795
"3559 CAUSEWAY DR,LOWELL,MI,49331",1.0,0.0,0.0,43.0285989,-85.3819223
"35663 SIX MILE ROAD,LIVONIA,MI,48152",1.0,0.0,0.0,42.41082064,-83.39864317
"35685 VALLEY CREEK,FARMINGTON HILLS,MI,48335",1.0,0.0,0.0,42.458791399999996,-83.4005086
"35701 MARINA DRIVE,STERLING HEIGHTS,MI,48312",1.0,0.0,0.0,42.5573665,-82.9956595
"3572 WOODLAWN,SPRUCE,MI,48762",1.0,0.0,0.0,44.75850634,-83.55052976
"3574 WABEEK LAKE DRIVE W,BLOOMFIELD HILLS,MI,48302",1.0,0.0,0.0,42.589019799999996,-83.3119916
"3574 WABEEK LK DR WEST,BLOOMFIELD HILLS,MI,48302",1.0,0.0,0.0,42.589019799999996,-83.3119916
"3575 LAKE EASTBROOK BLVD SE,GRAND RAPIDS,MI,495465934",1.0,0.0,0.0,42.91857496,-85.58110428
"3575 LAKE EASTBROOK,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.91857496,-85.58110428
"3578 E FELICIA DRIVE,MIDLAND,MI,486428615",1.0,0.0,0.0,43.67189072,-84.22301416
"3578 EAST FELICIA COURT,MIDLAND,MI,48642",1.0,0.0,0.0,43.67189072,-84.22301416
"3585 W ARBUTUS,OKEMOS,MI,48864",1.0,0.0,0.0,42.68646261,-84.40703157
"35877 DELIA DR,STERLING HEIGHTS,MI,48310",1.0,0.0,0.0,42.5560749,-83.08157800000002
"360 GROVELAND DRIVE,FRANKENMUTH,MI,487341085",1.0,0.0,0.0,43.33846399,-83.74567577
"360 S HARVEY,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.3709613,-83.4718003
"36051 FIVE MILE RD,LIVONIA,MI,48154",3.0,0.0,0.0,42.39712451,-83.37290204
"3610 CAPITAL AVE SW,BATTLE CREEK,MI,49015",0.0,0.0,1.0,42.24928565,-85.19863669
"3610 CAPITAL AVE SW,BATTLE CREEK,MI,490159354",0.0,0.0,1.0,42.24928565,-85.19863669
"3614 COACHMANS RIDGE DR.,SAGINAW,MI,48603",1.0,0.0,0.0,43.46312721,-84.02965587
"3614 MIDDLEBURY LANE,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5408641,-83.2608993
"3620 CAPITAL AVE SW #A,BATTLE CREEK,MI,490159354",1.0,0.0,0.0,42.24915979,-85.19863734
"36212 CROMPTON CIRCLE,FARMINGTON HILLS,MI,48335",1.0,0.0,0.0,42.477382299999995,-83.40792579999999
"3622 HERON RIDGE DR,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.6487169,-83.2036499
"3625 BENT TRAIL DR.,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.23473318,-83.7699925
"3625 WALDENWOOD,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.287384100000004,-83.6835428
"3630 POWDERHORN DRIVE,OKEMOS,MI,48864",1.0,0.0,0.0,42.68917835,-84.42294921
"3630 SHATTUCK ROAD,SAGINAW,MI,48603",1.0,0.0,0.0,43.45110865,-83.98873047
"36333 ST. ANDREWS DR.,LIVONIA,MI,48152",1.0,0.0,0.0,42.4378041,-83.4048219
"3650 ADAMS ST.,HUDSONVILLE,MI,49426",1.0,0.0,0.0,42.78210501,-85.87503833
"3650 WILLOUGHBY RD,HOLT,MI,48842",1.0,0.0,0.0,42.65481065,-84.48980874
"36560 GREENSPRING,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.5181174,-83.4102968
"36590 HERITAGE DRIVE,RICHMOND,MI,48062",0.0,0.0,1.0,42.84900855,-82.79990338
"366 RIVARD BLVD,GROSSE POINTE,MI,48230",0.0,0.0,1.0,42.3874528,-82.90643730000002
"3665 11 MILE RD,WARREN,MI,48092",1.0,0.0,0.0,42.49162026,-83.07023027
"3670 WOODWARD AVE,APT 313,DETROIT,MI,48201",1.0,0.0,0.0,42.3486908,-83.0582514
"3677 BEECH TREE LANE,OKEMOS,MI,48864",1.0,0.0,0.0,42.68806959,-84.41723101
"3684 MAPLE,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.54541541,-83.26336021
"3684 W MAPLE RD,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5461646,-83.262487
"3684 WARWICK DRIVE,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.626012700000004,-83.20062850000002
"3697 S LUCE,FREMONT,MI,49412",1.0,0.0,0.0,43.49090581,-85.92017593
"3699 S AIRPORT RD W,TRAVERSE CITY,MI,49684",1.0,0.0,0.0,44.721987299999995,-85.6502349
"37 CAPERCAILLIE LANE,BATTLE CREEK,MI,490148349",1.0,0.0,0.0,42.23860292,-85.17289343
"37 N WASHINGTON,OXFORD,MI,483714673",1.0,0.0,0.0,42.825676200000004,-83.26624699999998
"37040 GARFIELD ROAD,CLINTON TOWNSHIP,MI,48036",1.0,0.0,0.0,42.5691079,-82.9504227
"3706 CREEKSIDE COURT,ANN ARBOR,MI,48105",2.0,0.0,0.0,42.32371702,-83.64882896
"371 DONEGAL DR.,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.6850431,-83.2015882
"37125 RIVIERA DR,WESTLAND,MI,48185",1.0,0.0,0.0,42.348957399999996,-83.4076377
"37211 EISENHOWER CT,APT 560,FARMINGTON HILLS,MI,48335",1.0,0.0,0.0,42.47444820000001,-83.4138716
"37211 HARPER AVE,CLINTON TOWNSHIP,MI,48036",1.0,0.0,0.0,42.5709856,-82.8720373
"3723 THORNVILLE ROAD,METAMORA,MI,48455",1.0,0.0,0.0,42.95108798,-83.22417385
"3726 ROSEWOOD LANE,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.6934989,-83.2077022
"3729 CREEKSIDE CT,ANN ARBOR,MI,48105",0.0,0.0,1.0,42.32342856,-83.64895649
"37300 SCHOENHERR RD,STERLING HEIGHTS,MI,48312",1.0,0.0,0.0,42.5696572,-82.988238
"3733 S TELEGRAPH,DEARBORN,MI,48124",2.0,0.0,0.0,42.2829358,-83.27038409999999
"3733 S. TELEGRAPH,DEARBORN,MI,48124",1.0,0.0,0.0,42.2829358,-83.27038409999999
"3733 S. TELEGRAPH,DEARBORN,MI,48322",1.0,0.0,0.0,42.2829358,-83.27038409999999
"3749 N DIXIE HWY,MONROE,MI,48162",1.0,0.0,0.0,41.94605067,-83.3140426
"3760 MOUNTAIN LAUREL BLVD.,OAKLAND,MI,48363",1.0,0.0,0.0,42.7430745,-83.2031198
"37619 PEMBROKE,LIVONIA,MI,48152",0.0,0.0,1.0,42.43238255,-83.42184590000002
"37641 PEMBROKE AVE,LIVONIA,MI,48152",1.0,0.0,0.0,42.43236088,-83.4219527
"37645 DORCHESTER DR,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.5129023,-83.4236091
"37667 PEMBROKE AVE,LIVONIA,MI,48152",0.0,0.0,1.0,42.43233528,-83.42207891
"3768 BROOKFIELD DR,HUDSONVILLE,MI,49426",1.0,0.0,0.0,42.88318658,-85.87580974
"3773 HIGHLANDER WAY W,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.23292398,-83.77280686
"37799 PROFESSIONAL CTR DR,STE 101,LIVONIA,MI,48154",1.0,0.0,0.0,42.40961228,-83.41737348
"3785 GREENBRIER BLVD APT 274C,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.29812035,-83.68759389
"379 TRAILWOODS COURT,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.25992577,-83.84323520000002
"3790 GRATIOT AVE,PORT HURON,MI,48060",1.0,0.0,0.0,43.02250973,-82.43327407
"37956 RHONSWOOD,NORTHVILLE,MI,48167",1.0,0.0,0.0,42.4428727,-83.4216888
"3796 ROCHESTER RD,TROY,MI,48083",1.0,0.0,0.0,42.5741809,-83.12729709999998
"3799 THATCHER DR,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.65536229999999,-83.2091946
"3800 WOODWARD AVE,APT 705,DETROIT,MI,48201",0.0,0.0,1.0,42.349579399999996,-83.0585149
"3800 WOODWARD AVENUE,APT 805,DETROIT,MI,48201",1.0,0.0,0.0,42.349472799999994,-83.0579177
"38000 ANN ARBOR TRAIL,LIVONIA,MI,48150",1.0,0.0,0.0,42.3626364,-83.4164481
"3801 GLENKERRY COURT,PORTAGE,MI,49024",0.0,0.0,1.0,42.20369475,-85.63456544
"381 MAIN ST,BELLEVILLE,MI,48111",1.0,0.0,0.0,42.20801104,-83.49036876
"381 N SAGINAW STREET,LAPEER,MI,48446",1.0,0.0,0.0,43.05517274,-83.30857151
"3830 FORT,LINCOLN PARK,MI,48146",1.0,0.0,0.0,42.22936301,-83.18112474
"3851 WEST RD,SUITE 3,TRENTON,MI,48183",1.0,0.0,0.0,42.14085369,-83.21533748
"3858 MOUNTAIN LAUREL BLVD,OAKLAND,MI,48363",1.0,0.0,0.0,42.7411245,-83.20335909999999
"3863 DELHI OVERLOOK,ANN ARBOR,MI,48103",2.0,0.0,0.0,42.3350931,-83.8083089
"3875 BURTON ST SE,GRAND RAPIDS,MI,495465816",0.0,0.0,1.0,42.92706752,-85.57237824
"38868 COUNTRY CIRCLE,FARMINGTON HILLS,MI,48331",0.0,0.0,1.0,42.524237,-83.43335970000003
"38912 DEQUINDRE,STERLING HGTS,MI,48310",1.0,0.0,0.0,42.5773283,-83.0883502
"38934 N POINTE PKWY,HARRISON TOWNSHIP,MI,48045",1.0,0.0,0.0,42.5851922,-82.83342840000002
"38951 RYAN RD,STERLING HEIGHTS,MI,48310",2.0,0.0,0.0,42.57887771,-83.07039305
"3896 PRESERVE DR NE,BELMONT,MI,49306",1.0,0.0,0.0,43.07326002,-85.56775401
"390 RIVER ST,MANISTEE,MI,49660",1.0,0.0,0.0,44.24808445,-86.32174226
"3908 CUSTER AVE,ROYAL OAK,MI,48073",1.0,0.0,0.0,42.5236271,-83.15223509999998
"3911 LAKE FOREST,STERLING HEIGHTS,MI,48314",1.0,0.0,0.0,42.60989489,-83.05432856
"3915 STONEGATE PARK DR,SAINT JOSEPH,MI,49085",1.0,0.0,0.0,42.05037198,-86.45293484
"3923 MERRIMACK WAY SE,GRAND RAPIDS,MI,49508",1.0,0.0,0.0,42.89260554,-85.61082141
"39242 DEQUINDRE RD #102,STERLING HEIGHTS,MI,48310",0.0,0.0,1.0,42.5804719,-83.0878838
"39246 PLUMBROOK DR.,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.5016776,-83.43597120000003
"3925 BAY ROAD,SAGINAW,MI,48603",1.0,0.0,0.0,43.46444068,-83.97562773
"3925 STONE VALLEY LANE,TWIN LAKE,MI,49457",1.0,0.0,0.0,43.33744514,-86.14459575
"3935 LK MICHIGAN DR NW,GRAND RAPIDS,MI,49544",1.0,0.0,0.0,42.97227418,-85.76589392
"3940 FLEMING RIDGE DR,ANN ARBOR,MI,48105",2.0,0.0,0.0,42.33113575,-83.65346367
"39400 GARFIELD ROAD,SUITE 200,CLINTON TOWNSHIP,MI,480384096",1.0,0.0,0.0,42.585937200000004,-82.95109709999998
"39400 GARFIELD,SUITE 200,CLINTON TOWNSHIP,MI,48038",0.0,0.0,1.0,42.585937200000004,-82.95109709999998
"3941 ALGONAC DR.,GRANDVILLE,MI,49418",0.0,0.0,1.0,42.87798844,-85.77137671
"3945 OKEMOS RD SUITE A-2,OKEMOS,MI,48864",0.0,0.0,1.0,42.69473031,-84.43247693
"39475 LEWIS DR  SUITE-100,NOVI,MI,48377",2.0,0.0,0.0,42.5076515,-83.43777779999998
"3950 S ROCHESTER RD,STE 2200,ROCHESTER HILLS,MI,48307",0.0,0.0,1.0,42.62421370000001,-83.1320941
"39520 WOODWARD AVE #208,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.582886,-83.2432608
"39520 WOODWARD AVE,STE 204,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.582886,-83.2432608
"39520 WOODWARD AVENUE,SUITE 105,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.582886,-83.2432608
"39525 W. 14 MILE RD,SUITE# 111,NOVI,MI,48377",1.0,0.0,0.0,42.526278999999995,-83.4398554
"39525 W. 14 MILE ROAD,SUITE 201,NOVI,MI,48377",1.0,0.0,0.0,42.526278999999995,-83.4398554
"39525 WEST 14 MILE,SUITE 202,NOVI,MI,48377",0.0,0.0,1.0,42.526278999999995,-83.4398554
"39543 VILLAGE RUN,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.40628182,-83.54015329
"39615 GREENVIEW PLACE,APT 7,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.36214714,-83.43401267
"39647 SPRINGWATER DR.,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.40951225,-83.43627184
"3985 OKEMOS ROAD,OKEMOS,MI,48864",1.0,0.0,0.0,42.69619774,-84.43248241
"3987 OAKHILLS DR,BLOOMFIELD TOWNSHIP,MI,48301",1.0,0.0,0.0,42.5378321,-83.2787103
"39885 GRAND RIVER AVE,SUITE 100,NOVI,MI,48375",1.0,0.0,0.0,42.47192860000001,-83.4389014
"399 E. 32ND ST.,SUITE 10,HOLLAND,MI,49423",1.0,0.0,0.0,42.768714,-86.08968274
"3991 WING DR,PINCKNEY,MI,48169",1.0,0.0,0.0,42.47006266,-83.86834304
"40 SAYAN DR,40 SAYAN DR.,HARBOR SPRINGS,MI,49740",1.0,0.0,0.0,45.525116499999996,-85.00618893
"400 LAKES EDGE DR,OXFORD,MI,48371",1.0,0.0,0.0,42.8174112,-83.2450032
"400 SUPERIOR AVE 206,CRYSTAL FALLS,MI,49920",1.0,0.0,0.0,46.09688147,-88.33392964
"400 W CLARKSTON RD,LAKE ORION,MI,48362",1.0,0.0,0.0,42.767596999999995,-83.2480402
"4005 HIGHLAND RD,WATERFORD,MI,48328",1.0,0.0,0.0,42.64929587,-83.36635226
"4007 W COURT,SUITE H,FLINT,MI,48532",0.0,0.0,1.0,43.01237497,-83.79086439
"401 S. DRAKE ROAD,KALAMAZOO,MI,49009",1.0,0.0,1.0,42.29541991,-85.64825368
"401 THOMPSON ST APT #709,ANN ARBOR,MI,48104",1.0,0.0,0.0,42.277541299999996,-83.7428902
"4013 STONERIDGE DR,TRAVERSE CITY,MI,49684",1.0,0.0,0.0,44.7267169,-85.65674609999998
"4014 S RIVER RD #3A,EAST CHINA,MI,48054",0.0,0.0,1.0,42.7873852,-82.47855305
"4015 KIMBERLY WOODS DR,FLINT,MI,48504",1.0,0.0,0.0,43.083660200000004,-83.754195
"4017 W MAIN ST  STE 300,KALAMAZOO,MI,49006",1.0,0.0,0.0,42.29616105,-85.64021373
"4018 LAPEER RD,PORT HURON,MI,48060",1.0,0.0,0.0,42.98048073,-82.48372798
"4019 W MAIN STE 100,KALAMAZOO,MI,49006",0.0,0.0,1.0,42.29616179,-85.64034794
"4020 COPPER VIEW  SUITE 200,TRAVERSE CITY,MI,49684",1.0,0.0,0.0,44.7450005,-85.65462409999998
"40255 GRAND RIVER AVE,# 200,NOVI,MI,483752119",1.0,0.0,0.0,42.473058200000004,-83.44370529999998
"40255 GRAND RIVER AVE,#200,NOVI,MI,483752119",1.0,0.0,0.0,42.473058200000004,-83.44370529999998
"403 BORTON AVE,ESSEXVILLE,MI,48732",1.0,0.0,0.0,43.6088982,-83.85411702
"4030 W LOCH ALPINE DR,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.336541600000004,-83.8279765
"4032 10TH STREET,MENOMINEE,MI,49858",1.0,0.0,0.0,45.13618511,-87.61231962
"4032 COVENTRY DRIVE,AUBURN HILLS,MI,48326",1.0,0.0,0.0,42.701164299999995,-83.21623890000002
"4036 HIGHLAND TERRACE,OKEMOS,MI,48864",1.0,0.0,0.0,42.69840595,-84.44191277
"40377 WINFIELD RD,CANTON,MI,48188",1.0,0.0,0.0,42.3040951,-83.4375069
"404 COLUMBUS DRIVE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.28777229,-83.79523314
"404 E GRAND RIVER AVE,HOWELL,MI,48843",0.0,0.0,1.0,42.60582762,-83.92570634
"4044 24TH AVE,FORT GRATIOT,MI,48059",1.0,0.0,0.0,43.02623423,-82.45588655
"40453 BAY HARBOR LN,CANTON,MI,48188",1.0,0.0,0.0,42.29338021,-83.43870162
"4046 W 13 MILE ROAD,APT D,ROYAL OAK,MI,48073",1.0,0.0,0.0,42.518229299999994,-83.19946490000002
"405 E WASHINGTON,ST LOUIS,MI,48880",1.0,0.0,0.0,43.40795593,-84.6014786
"405 NORTH BLVD,KINGSFORD,MI,498024413",0.0,0.0,1.0,45.80415812,-88.08208854
"40646 N WOODWARD AVE,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.584657799999995,-83.2452912
"407 W IONIA,LANSING,MI,48933",0.0,0.0,1.0,42.73590571,-84.55708093
"4075 STONE SCHOOL,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.22867411,-83.71943221
"408 S SOPHIA,HOMER,MI,49245",1.0,0.0,0.0,42.14195313,-84.80764834
"4081 S WEST BAY SHORE DR,SUTTONS BAY,MI,49682",1.0,0.0,0.0,45.04119654,-85.59820128
"409 W LUDINGTON AVE,SUITE 101,LUDINGTON,MI,49431",1.0,0.0,0.0,43.955232,-86.4532718
"410 N 1ST ST,UNIT 301,ANN ARBOR,MI,48103",0.0,0.0,1.0,42.2846185,-83.75051490000001
"41004 WESTFIELD CIR,CANTON,MI,48188",1.0,0.0,0.0,42.3019371,-83.44555859999998
"4103 10TH ST,MENOMINEE,MI,49858",1.0,0.0,0.0,45.13692102,-87.61246352
"4103 10TH ST,MENOMINEE,MI,498580000",1.0,0.0,0.0,45.13692102,-87.61246352
"4107 OLD FIELD TRAIL,KALAMAZOO,MI,49008",1.0,0.0,0.0,42.25002123,-85.63762822
"41074 SEVEN MILE RD #B,NORTHVILLE,MI,48167",1.0,0.0,0.0,42.43527905,-83.52919392
"4111 OKEMOS RD #201,OKEMOS,MI,48864",0.0,0.0,1.0,42.699923,-84.43245965
"4111 OKEMOS RD STE 202,OKEMOS,MI,48864",1.0,0.0,0.0,42.699923,-84.43245965
"4117 HARDWOODS DR.,WEST BLOOMFIELD,MI,48323",1.0,0.0,0.0,42.5694429,-83.3657356
"4121 OKEMOS RD STE 20,OKEMOS,MI,488643220",1.0,0.0,0.0,42.7002102,-84.43245745
"4124 56TH STREET,SUITE 4,WYOMING,MI,49418",1.0,0.0,0.0,42.8628899,-85.7651254
"4124 W ST JOSEPH ST,LANSING,MI,48917",0.0,0.0,1.0,42.72667802,-84.6064835
"4124 WEST ST. JOSEPH HWY,LANSING,MI,48917",1.0,0.0,0.0,42.72667802,-84.6064835
"4131 SHRESTHA DR,BAY CITY,MI,48706",0.0,0.0,1.0,43.60054888,-83.95179736
"414 BENSON AVE. NE #1427,GRAND RAPIDS,MI,49503",0.0,0.0,1.0,42.97039976,-85.65311377
"414 BURNING BUSH LN.,MIDLAND,MI,48642",1.0,0.0,0.0,43.64905271,-84.22299792
"4144 CHARLEVOIX AVE,PETOSKEY,MI,49770",1.0,0.0,0.0,45.359621600000004,-85.0262775
"4148 ROLLING MEADOW LN,YPSILANTI,MI,48197",0.0,0.0,0.0,42.19397171,-83.69625401
"41491 MITCHELL RD,NOVI,MI,48377",1.0,0.0,0.0,42.509231899999996,-83.4594462
"415 N 5TH ST,BRIGHTON,MI,48116",1.0,0.0,0.0,42.53181093,-83.79024287
"415 N. ALLOY DRIVE,FENTON,MI,48430",0.0,0.0,1.0,42.8012751,-83.7268435
"41528 GARDEN WAY DR,STERLING HEIGHTS,MI,48314",1.0,0.0,0.0,42.596699799999996,-83.0822342
"4157 MAPLE WOODS DRIVE WEST,SAGINAW,MI,48603",1.0,0.0,0.0,43.46812652,-84.00148003
"416 SOUTH MAIN ST,NORTHVILLE,MI,48167",1.0,0.0,0.0,42.42758320000001,-83.4753997
"416 SOUTH MAIN,NORTHVILLE,MI,48167",1.0,0.0,0.0,42.42758320000001,-83.4753997
"41616 SUNNYDALE LANE,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.4033388,-83.4541822
"4163 BRECKENRIDGE DR,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5444412,-83.3645502
"4165 RAMBLEWOOD BLVD,TROY,MI,480853661",0.0,0.0,1.0,42.5806431,-83.10153009999998
"41662 KENILWORTH LANE,NOVI,MI,48377",1.0,0.0,0.0,42.5230184,-83.4604406
"417 CHICAGO DR,HOWELL,MI,48843",1.0,0.0,0.0,42.5690305,-83.92629557
"4170 LENNON ROAD #A,FLINT,MI,48507",1.0,0.0,0.0,42.9878235,-83.7589953
"4170 STATE ST,SAGINAW,MI,48603",1.0,0.0,0.0,43.43676846,-83.99873431
"4190 IVERNESS LN,WEST BLOOMFIELD,MI,48323",1.0,0.0,0.0,42.577423700000004,-83.354838
"41920 WOLFE PASS,NOVI,MI,48377",1.0,0.0,0.0,42.506106,-83.4624421
"42000 SIX MILE RD,SUITE 120,NORTHVILLE,MI,48168",0.0,0.0,1.0,42.40628182,-83.54015329
"4201 OKEMOS RD,OKEMOS,MI,48864",1.0,0.0,0.0,42.70267323,-84.43243347
"4205 BAYWOOD SE,GRAND RAPIDS,MI,49546",0.0,0.0,1.0,42.9554061,-85.5657018
"42051 MOUND RD,STERLING HEIGHTS,MI,48314",0.0,0.0,1.0,42.6018329,-83.0515919
"42063 CRESTVIEW CIR,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.4156998,-83.46044570000002
"421 ALABAMA AVE NW. APT 213,GRAND RAPIDS,MI,49504",1.0,0.0,0.0,42.971404299999996,-85.6819078
"421 RAINY CREEK RD,NEGAUNEE,MI,49866",1.0,0.0,0.0,46.57971553,-87.55244561
"42126 WOODCREEK LN,CANTON,MI,48188",1.0,0.0,0.0,42.2878291,-83.4535855
"422 W CHESTNUT,P O BOX 241,BRECKENRIDGE,MI,48615",1.0,0.0,0.0,43.40678128,-84.48799025
"4227 OLD CANTON CTR RD,CANTON,MI,48188",1.0,0.0,0.0,42.28564076,-83.48590355
"42301 CHERRY HILL STE A,CANTON,MI,48188",1.0,0.0,0.0,42.307796999999994,-83.4574028
"4234 I-75 BUSINESS SPUR BOX 460,SAULT SAINTE MARIE,MI,49783",1.0,0.0,0.0,46.41508896,-84.28542816
"424 MONROE ST,DUNDEE,MI,48131",1.0,0.0,0.0,41.95214168,-83.64349624
"424 W FIFTH STREET,SUITE 100,ROYAL OAK,MI,48067",1.0,0.0,0.0,42.4864399,-83.1488066
"42430 W 12 MILE RD,SUITE 101,NOVI,MI,48377",1.0,0.0,0.0,42.49644179999999,-83.4682147
"42430 W. 12 MILE RD.,NOVI,MI,48377",1.0,0.0,0.0,42.49644179999999,-83.4682147
"42434 BRADNER CT,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.392793,-83.4620967
"42448 CHERRY HILL,CANTON,MI,48187",1.0,0.0,0.0,42.3084079,-83.4584371
"42450 W TWELVE MILE RD,SUITE 200,NOVI,MI,48377",1.0,0.0,0.0,42.50646582,-83.47273226
"42452 HAYES #2,CLINTON TOWNSHIP,MI,48038",1.0,0.0,0.0,42.6078924,-82.97098559999998
"42490 GARFIELD #201,CLINTON TWP,MI,48038",1.0,0.0,0.0,42.609170899999995,-82.9516951
"425 E CENTRE ST,PORTAGE,MI,49002",1.0,0.0,0.0,42.20108509,-85.58494920000003
"425 W GRAND RIVER AVE,WILLIAMSTON,MI,48895",0.0,0.0,1.0,42.68774811,-84.29021031
"42518 STEEPLEVIEW ST,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.3997547,-83.46477220000001
"4252 S LINDEN RD,FLINT,MI,48507",0.0,0.0,1.0,42.96559110000001,-83.7722683
"426 E MICHIGAN ST,MARQUETTE,MI,49855",1.0,0.0,0.0,46.54712691,-87.38401452
"4275 COREY CIRCLE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.33969570000001,-83.81637059999998
"4278 FOREST BRIDGE DRIVE,CANTON,MI,48188",1.0,0.0,0.0,42.27403043,-83.51719397
"42801 SCHOOLCRAFT ROAD,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.392053999999995,-83.464182
"42801 SCHOOLCRAFT,PLYMOUTH,MI,48170",2.0,0.0,0.0,42.392053999999995,-83.464182
"42849 NORTHVILLE PL DR APT 1213,NORTHVILLE,MI,48167",0.0,0.0,1.0,42.43608953,-83.46713527
"42855 GARFIELD RD,SUITE #107,CLINTON TOWNSHIP,MI,48038",1.0,0.0,0.0,42.611627899999995,-82.95405579999998
"4289 BRANDYWYNE DRIVE,TROY,MI,48098",1.0,0.0,0.0,42.579781,-83.1928694
"429 SOUTH LINCOLN ROAD,ESCANABA,MI,49829",1.0,0.0,0.0,45.74157013,-87.07965898
"4291 STATE ST,SAGINAW,MI,48603",0.0,0.0,1.0,43.436600399999996,-83.99972629
"42927 W 7 MILE RD,NORTHVILLE,MI,48167",1.0,0.0,0.0,42.4238461,-83.46700369
"4298 CASCADE RD SE,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.945983700000006,-85.5630368
"43 BAY CIRCLE DR,HOLLAND,MI,494246609",1.0,0.0,0.0,42.80203093,-86.15413314
"43 STAFFORD DR.,TRAVERSE CITY,MI,49685",1.0,0.0,0.0,44.6860381,-85.6690888
"430 NORTH TELEGRAPH ROAD,DEARBORN,MI,48128",0.0,0.0,1.0,42.3143922,-83.2714818
"430 S MAIN,CLAWSON,MI,48017",1.0,0.0,0.0,42.5298645,-83.14645759999998
"430 W NINE MILE RD,FERNDALE,MI,48220",0.0,0.0,1.0,42.45806603,-83.13521129
"4303 E HUBBARD ST,MIDLAND,MI,48642",1.0,0.0,0.0,43.71999,-84.19273565
"4304 K RD,BARK RIVER,MI,49807",0.0,0.0,1.0,45.70322259,-87.16304325
"4305 FAIRWAY DR.,FORT GRATIOT,MI,48059",0.0,0.0,1.0,43.03383486,-82.44306077
"43050 FORD RD STE 190,CANTON,MI,48187",1.0,0.0,0.0,42.32231737,-83.47402791
"4310 BIRCH RUN DR,TROY,MI,48098",0.0,0.0,1.0,42.5809299,-83.1840032
"4310 WILLOW LANE DR NE,GRAND RAPIDS,MI,49525",1.0,0.0,0.0,43.0406646,-85.5978423
"4312 SPRUCE HILL LANE,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5374496,-83.29393759999998
"43158 DEQUINDRE RD,STERLING HEIGHTS,MI,48314",1.0,0.0,0.0,42.6085232,-83.0883923
"43158 DEQUINDRE,STERLING HEIGHTS,MI,48314",1.0,0.0,0.0,42.6085232,-83.0883923
"4316 TONAWANDA AVE,ROYAL OAK,MI,48073",1.0,0.0,0.0,42.5273535,-83.18883290000002
