BOD_addr,general,pediatric,specialist,Latitude,Longitude
"25000 JOSEPH DR,NOVI,MI,48375",0.0,0.0,1.0,42.4735632,-83.4468083
"2503 CHARLEVOIX AVE,PETOSKEY,MI,49770",1.0,0.0,0.0,45.366667799999995,-84.99120009999999
"2509 SOUTH STATE ST,ANN ARBOR,MI,48104",0.0,0.0,1.0,42.2509953,-83.7390364
"25128 TODDY LANE,FARMINGTON HILLS,MI,48335",1.0,0.0,0.0,42.47552039999999,-83.38963709999999
"2515 ALPINE NW,GRAND RAPIDS,MI,49544",1.0,0.0,0.0,43.01005470000001,-85.6900985
"2517 BROOKWOOD DR.,MIDLAND,MI,48640",1.0,0.0,0.0,43.65150189,-84.25740631
"2517 WILDER RD,MIDLAND,MI,48642",1.0,0.0,0.0,43.6262059,-84.14881198
"2519,LONDONDERRY,ANN ARBOR,MI,48104",0.0,0.0,1.0,42.2626294,-83.711516
"2524 LAKE LANSING RD,LANSING,MI,48912",1.0,0.0,0.0,42.76065478,-84.51576651
"2524 LAKE LANSING ROAD,LANSING,MI,489123620",1.0,0.0,0.0,42.76065478,-84.51576651
"2525 E LINCOLN ST,SUITE 100,BIRMINGHAM,MI,48009",0.0,0.0,1.0,42.54414579,-83.21763569
"2530 OVERHILL RD,JACKSON,MI,49203",1.0,0.0,0.0,42.22174489,-84.4036441
"2532 SPRING ARBOR RD,UNIT 4,JACKSON,MI,49203",1.0,0.0,0.0,42.2326863,-84.4451782
"2535 MILLER AVE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.29528456,-83.78192334
"2538 7TH ST. N.W.,GRAND RAPIDS,MI,49504",1.0,0.0,0.0,42.9803857,-85.70936863
"2545 CAPITAL AVENUE SW,STE 210,BATTLE CREEK,MI,49015",1.0,0.0,0.0,42.26445626,-85.19857411
"2545 SPRING ARBOR RD,SUITE 202,JACKSON,MI,49203",0.0,0.0,1.0,42.23239013,-84.44525423
"25476 ST JAMES ST,SOUTHFIELD,MI,48075",0.0,0.0,1.0,42.477140999999996,-83.24215140000003
"25476 ST JAMES,SOUTHFIELD,MI,48075",1.0,0.0,0.0,42.477140999999996,-83.24215140000003
"255 NORTH AVE,BATTLE CREEK,MI,49017",1.0,0.0,0.0,42.32902095,-85.18044395
"255 WASHINGTON SE,GRAND RAPIDS,MI,49503",1.0,0.0,0.0,42.9615146,-85.6621172
"255 WASHINGTON ST SE STE 4,GRAND RAPIDS,MI,49503",1.0,0.0,0.0,42.9615146,-85.6621172
"2550 BARFIELD DR SE,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.92253699,-85.60422283
"2552 TRAVER BLVD,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.3109506,-83.7105318
"25523 VAN DYKE AVE,CENTER LINE,MI,48015",0.0,0.0,1.0,42.4822367,-83.02783659999999
"2554 WOODMEADOW DR SE,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.915282899999994,-85.60302696
"2555 SPRING ARBOR RD,JACKSON,MI,49203",1.0,0.0,0.0,42.23226599,-84.44540469
"25560 FILMORE PL,SOUTHFIELD,MI,48075",1.0,0.0,0.0,42.4770404,-83.2190603
"25570 RANCHWOOD DR,FARMINGTON HILLS,MI,483351165",1.0,0.0,0.0,42.479975399999994,-83.4119594
"25570 RANCHWOOD DRIVE,FARMINGTON HILLS,MI,48335",0.0,1.0,0.0,42.479975399999994,-83.4119594
"256 THIRD ST,BELLEVILLE,MI,48111",1.0,0.0,0.0,42.2059711,-83.49093459999997
"256 THIRD ST.,BELLEVILLE,MI,48111",1.0,0.0,0.0,42.2059711,-83.49093459999997
"2561 BERWYCK RD SE,GRAND RAPIDS,MI,49506",1.0,0.0,0.0,42.9324793,-85.6047543
"2562 DUSTIN ROAD,OKEMOS,MI,48864",2.0,0.0,0.0,42.70870449,-84.44398283
"25630 VAN DYKE AVE,CENTER LINE,MI,48015",1.0,0.0,0.0,42.4831308,-83.02662990000002
"25631 GRATIOT AVE,ROSEVILLE,MI,48066",0.0,0.0,1.0,42.4848215,-82.94558070000002
"25650 GODDARD ROAD,SUITE A,TAYLOR,MI,48180",1.0,0.0,0.0,42.2264078,-83.28656590000001
"25650 GODDARD,SUITE A,TAYLOR,MI,48180",1.0,0.0,0.0,42.2264078,-83.28656590000001
"2566 THORNAPPLE DR,ANN ARBOR,MI,48103",0.0,0.0,1.0,42.3086039,-83.7939138
"257 LAKESHORE,BATTLE CREEK,MI,49015",1.0,0.0,0.0,42.28715652,-85.21819219
"2574 JEFFERSON DR.,STEVENSVILLE,MI,49127",1.0,0.0,0.0,42.00732398,-86.51633006
"25765 LORETTA,WARREN,MI,48091",1.0,0.0,0.0,42.4824955,-83.0590946
"25775 WEST TEN MILE RD,#104,SOUTHFIELD,MI,48033",1.0,0.0,0.0,42.46455354,-83.28867154
"2579 OAK HILLS DRIVE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.307613,-83.77333420000002
"25908 FORD RD,DEARBORN HEIGHTS,MI,48127",1.0,0.0,0.0,42.32664877,-83.29328417
"25928 ASHBY DRIVE,HARRISON TOWNSHIP,MI,48045",1.0,0.0,0.0,42.5586197,-82.8510444
"25979 KELLY RD,ROSEVILLE,MI,48066",1.0,0.0,0.0,42.48748807,-82.92765025
"260 BENJAMIN STREET,BENTON HARBOR,MI,49022",1.0,0.0,0.0,42.077124299999994,-86.45997195
"260 COVELL NW,GRAND RAPIDS,MI,495045963",1.0,0.0,0.0,42.96946469,-85.71699229
"26005 CAROL AVE,FRANKLIN,MI,48025",1.0,0.0,0.0,42.5250881,-83.3029417
"2601 LAMPLIGHTER LANE,BLOOMFIELD HILLS,MI,48304-1936",1.0,0.0,0.0,42.603739399999995,-83.2286065
"26047 M 60,CASSOPOLIS,MI,49031",1.0,0.0,0.0,41.89837279,-85.98732071
"261 DEVONSHIRE,DEARBORN,MI,48124",1.0,0.0,0.0,42.3126463,-83.2577762
"261 MIDTOWN DR,TRAVERSE CITY,MI,49684",1.0,0.0,0.0,44.759768,-85.61793490000002
"26111 WOODWARD AVE,HUNTINGTON WOODS,MI,48070",1.0,0.0,0.0,42.483788399999995,-83.1541435
"26206 W 12 MILE RD,SOUTHFIELD,MI,480341799",1.0,0.0,0.0,42.50149370000001,-83.3055991
"26206 WEST 12 MILE ROAD,STE 303,SOUTHFIELD,MI,480348501",1.0,0.0,0.0,42.50149370000001,-83.3055991
"2621 MAIN ST,MARLETTE,MI,48453",1.0,0.0,0.0,43.33553988,-83.08178000000002
"26211 CENTRAL PARK BLVD,SUITE 204,SOUTHFIELD,MI,48076",1.0,0.0,0.0,42.48232539999999,-83.2453117
"2626 BERRY DR,BLOOMFIELD HILLS,MI,483041602",1.0,0.0,0.0,42.602315399999995,-83.2586934
"2627 HAYES ROAD,CHELSEA,MI,48118",1.0,0.0,0.0,42.25504066,-84.10787874
"2628 LAKE LANSING RD,SUITE 102,LANSING,MI,48912",1.0,0.0,0.0,42.76066145,-84.51431592
"2632 LONE OAK DR,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.24690144,-83.87146994
"2632 MANORWOOD DR,GAYLORD,MI,497358224",0.0,0.0,1.0,44.99458207,-84.65633808
"2633 HAMPSHIRE BLVD,EAST GRAND RAPIDS,MI,49506",1.0,0.0,0.0,42.9334706,-85.60337750000002
"2633 SHIRLEY DRIVE,JACKSON,MI,492018633",1.0,0.0,0.0,42.28108744,-84.43016808
"2636 M35,BARK RIVER,MI,49807",1.0,0.0,0.0,45.64169078,-87.1931439
"2641 SHIRLEY DR,JACKSON,MI,49201",1.0,0.0,0.0,42.28018223,-84.42982095
"2645 COOLIDGE HWY,BERKLEY,MI,48072",1.0,0.0,0.0,42.496381400000004,-83.1839786
"26566 SENATOR BLVD,SOUTHFIELD,MI,48034",0.0,0.0,1.0,42.494392299999994,-83.3093264
"26586 DUNDEE RD,HUNTINGTON WOODS,MI,480701321",1.0,0.0,0.0,42.4859696,-83.1584068
"267 HARBOR WAY,ANN ARBOR,MI,48103",0.0,0.0,1.0,42.24820217,-83.74842653
"26709 SIMONE ST.,DEARBORN HIEGHTS,MI,48127",1.0,0.0,0.0,42.3224259,-83.30369830000002
"26720 CAPTAINS LANE,FRANKLIN,MI,48025",1.0,0.0,0.0,42.528582799999995,-83.31342579999998
"26726 LATHRUP BLVD.,LATHRUP VILLAGE,MI,48076",1.0,0.0,0.0,42.4861609,-83.217442
"26732 NORTHEASTERN HIGHWAY,MADISON HEIGHTS,MI,48071",1.0,0.0,0.0,42.489931799999994,-83.0930244
"2680 AIRPORT ROAD,JACKSON,MI,49202",1.0,0.0,0.0,42.27374554,-84.45304615
"26831 WOODWARD AVE,HUNTINGTON WOODS,MI,48070",1.0,0.0,0.0,42.488655,-83.1587108
"2689 LOCKSLEY CT,TROY,MI,48083",1.0,0.0,0.0,42.5690264,-83.0951283
"2697 DUNLEAVY,HIGHLAND,MI,48356",1.0,0.0,0.0,42.6634614,-83.6080369
"2697 MELCOMBE CIRCLE #201,TROY,MI,48084",1.0,0.0,0.0,42.55859279999999,-83.1722515
"2700 M.L.KING JR BLVD,DETROIT,MI,48208",0.0,0.0,1.0,42.34849156,-83.09193672
"2700 MARTIN LUTHER KING JR. BLVD,DETROIT,MI,48208",1.0,0.0,0.0,42.33762833,-83.08664992
"2700 MARTIN LUTHER KING JR. BLVD.,DETROIT,MI,48208",0.0,0.0,1.0,42.33762833,-83.08664992
"2700 MARTIN LUTHER KING, JR., BLVD.,DETROIT,MI,482082576",0.0,0.0,1.0,42.33762833,-83.08664992
"2700 W GRAND RIVER,HOWELL,MI,48843",1.0,0.0,0.0,42.5690305,-83.92629557
"2704 DANTON DR SW,WYOMING,MI,49519",1.0,0.0,0.0,42.8721713,-85.7311309
"27084 ARDEN PARK CIRCLE,FARMINGTON HILLS,MI,48334",1.0,0.0,0.0,42.4889879,-83.3242303
"2712 GLENCAIRIN DR. NW,GRAND RAPIDS,MI,49504",1.0,0.0,0.0,43.00472362,-85.73384155
"2715 PACKARD STE C,ANN ARBOR,MI,48108",0.0,0.0,1.0,42.245081299999995,-83.7135118
"27200 PARKVIEW BLVD,APT #901,WARREN,MI,480922820",0.0,0.0,1.0,42.51399729,-83.05941438
"27281 W WARREN AVE,DEARBORN HTS,MI,48127",1.0,0.0,0.0,42.34059035,-83.31048055
"2730 WINDWOOD DR #111,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.31859799,-83.70733608
"27315 GARDENWAY RD,FRANKLIN,MI,48025",0.0,0.0,0.0,42.5258195,-83.31945019999998
"2735 BENSTEIN RD,COMMERCE TOWNSHIP,MI,48390",1.0,0.0,0.0,42.562063,-83.50454690000002
"2735 BENSTEIN,COMMERCE TOWNSHIP,MI,48390",1.0,0.0,0.0,42.562063,-83.50454690000002
"2737 ROUNDTREE DRIVE,TROY,MI,48083",1.0,0.0,0.0,42.5612354,-83.1028364
"2740 HUBERT ROAD,BRIGHTON,MI,48114",1.0,0.0,0.0,42.56266801,-83.81422774
"27459 FIVE MILE RD,LIVONIA,MI,48154",0.0,0.0,1.0,42.39712451,-83.37290204
"275 W LAKEWOOD BLVD,HOLLAND,MI,49424",0.0,0.0,1.0,42.80496412,-86.1183801
"2750 BRETON RD SE,GRAND RAPIDS,MI,49546",2.0,0.0,0.0,42.91373502,-85.60813081
"2757 LEONARD NE,GRAND RAPIDS,MI,49525",1.0,0.0,0.0,42.98444526,-85.60129618
"2757 LEONARD ST NE STE 100,GRAND RAPIDS,MI,49525",1.0,0.0,0.0,42.98444526,-85.60129618
"27600 LITTLE MACK,SAINT CLAIR SHORES,MI,48081",1.0,0.0,0.0,42.49465770000001,-82.9072013
"27600 MIDDLEBELT RD.,FARMINGTON HILLS,MI,48334",0.0,0.0,1.0,42.4982909,-83.3379099
"2778 KAYCE LANE,CASNOVIA,MI,49318",1.0,0.0,0.0,43.16728589,-85.85741872
"278 RIDGEMONT RD,GROSSE POINTE FARMS,MI,48236",1.0,0.0,0.0,42.4108856,-82.8998177
"27941 HARPER AVE STE 101,SAINT CLAIR SHORES,MI,48081",1.0,0.0,0.0,42.498689299999995,-82.8981437
"2801 WALDON PARK DR.,LAKE ORION,MI,48359",0.0,0.0,1.0,42.7390976,-83.25357170000002
"2805 E MT HOPE AVE,LANSING,MI,48910",1.0,0.0,0.0,42.69849802,-84.52302842
"28050 HARPER,SAINT CLAIR SHORES,MI,48081",1.0,0.0,0.0,42.499842,-82.8972551
"2806 DENTON RD,CANTON,MI,48188",1.0,0.0,0.0,42.2839984,-83.52730629999998
"28090 HARWICH DR,FARMINGTON HILLS,MI,48334",1.0,0.0,0.0,42.504429200000004,-83.3249642
"28090 HARWICH,FAMINGTON HILLS,MI,48334",1.0,0.0,0.0,42.504429200000004,-83.3249642
"2812 STILL VALLEY DRIVE,EAST LANSING,MI,48823",0.0,0.0,1.0,42.75162134,-84.45459563
"2815 N GARFIELD RD,TRAVERSE CITY,MI,49686",1.0,0.0,0.0,44.7280116,-85.5958135
"2816 POINTE TREMBLE RD,PO BOX 427,ALGONAC,MI,48001",1.0,0.0,0.0,42.61721519,-82.5525162
"2817 BARCLAY WAY,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.320718,-83.7059267
"2821 WEST WACKERLY STREET,MIDLAND,MI,48640",0.0,0.0,1.0,43.65484608,-84.25978606
"28210 TRAVISTOCK TRAIL,SOUTHFIELD,MI,48034",1.0,0.0,0.0,42.4969482,-83.2910783
"2824 DOWNDERRY COURT,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.5989972,-83.2305157
"28275 ORCHARD LAKE ROAD,SUITE 100,FARMINGTON HILLS,MI,48334",1.0,0.0,0.0,42.5039992,-83.3597032
"28280 WOODWORTH WAY,LATHRUP VILLAGE,MI,48076",0.0,0.0,1.0,42.4964855,-83.23431590000001
"283 ROLLING MEADOWS DR,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.2500186,-83.7546652
"2833 CROOKS RD,TROY,MI,48084",1.0,0.0,0.0,42.5596701,-83.1679513
"2833 CROOKS ROAD,SUITE 101,TROY,MI,48084",0.0,0.0,1.0,42.5596701,-83.1679513
"2838 S. DEHMEL RD,FRANKENMUTH,MI,48734",1.0,0.0,0.0,43.38481325,-83.75877495
"2844 KRAFFT RD,FORT GRATIOT,MI,48059",1.0,0.0,0.0,43.02534246,-82.4529633
"28456 CARLTON WAY DR,NOVI,MI,48377",1.0,0.0,0.0,42.5011568,-83.4817012
"28560 WILDWOOD TRAIL,FARMINGTON HILLS,MI,48336",1.0,0.0,0.0,42.472230100000004,-83.3314984
"28576 ELBAMAR DRIVE,GROSSE ILE,MI,48138",1.0,0.0,0.0,42.098513200000006,-83.1697248
"286 COLUMBUS DRIVE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.28836955,-83.7952275
"28625 SOUTHFIELD RD,LATHRUP VILLAGE,MI,48076",0.0,0.0,1.0,42.4997855,-83.2229328
"2872 E BELTLINE AVE NE,GRAND RAPIDS,MI,495259476",1.0,0.0,0.0,43.01474147,-85.58999981
"2872 GULFSTREAM DR,SAGINAW,MI,48603",0.0,0.0,1.0,43.44950268,-84.03988532
"2875 FRANKLIN ROAD,BLOOMFIELD TOWNSHIP,MI,48302",1.0,0.0,0.0,42.5977958,-83.2867085
"2877 CROOKS ROAD STE A,TROY,MI,48084",1.0,0.0,0.0,42.56004620000001,-83.1681194
"2881 PLATT ROAD,ANN ARBOR,MI,48104",1.0,0.0,0.0,42.2461737,-83.69974559999999
"28868 LORIKAY,FARMINGTON HILLS,MI,48334",1.0,0.0,0.0,42.5083865,-83.361284
"289 E MAIN ST,HARBOR SPRINGS,MI,49740",1.0,0.0,0.0,45.4305686,-84.98634100000002
"2890 WALNUT LAKE ROAD,WEST BLOOMFIELD,MI,48323",1.0,0.0,0.0,42.557343599999996,-83.3389619
"28918 GLENBROOK DRIVE,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.5052931,-83.43157159999998
"290 BOURBON CT,ROCHESTER HILLS,MI,48307",1.0,0.0,0.0,42.6475928,-83.1393
"290 WINRY DR,ROCHESTER HILLS,MI,48307",1.0,0.0,0.0,42.69302490000001,-83.1403542
"2900 AUDREYS WAY,EAST LANSING,MI,48823",0.0,0.0,1.0,42.76734077,-84.49749990000002
"2900 GOLFSIDE RD,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.24682822,-83.66097186
"2900 NOTTINGHAM WEST,SAGINAW,MI,48603",1.0,0.0,0.0,43.44956436,-84.0241129
"2900 UNION LAKE RD #218,COMMERCE TOWNSHIP,MI,48382",1.0,0.0,0.0,42.5940988,-83.4467259
"2900 UNION LAKE RD STE 105,COMMERCE TWP,MI,48382",0.0,0.0,1.0,42.5940988,-83.4467259
"2901 S WESTNEDGE,KALAMAZOO,MI,49008",1.0,0.0,0.0,42.26237166,-85.58954892
"291 TIFFANY SHORES DR,HOLLAND,MI,49424",0.0,0.0,1.0,42.80634129,-86.18340118
"2911 WEST ROAD,TRENTON,MI,48183",1.0,0.0,0.0,42.14101119,-83.20365403
"2914 S BURDICK ST,KALAMAZOO,MI,49001",1.0,0.0,0.0,42.26189357,-85.57994917
"29201 TELEGRAPH RD #110,SOUTHFIELD,MI,48034",0.0,0.0,1.0,42.5036372,-83.28680920000002
"2922 W. PIKE LAKE LANE,GWINN,MI,49841",0.0,0.0,1.0,46.26540929,-87.58033717
"29330 W TWELVE MILE RD,FARMINGTON HILLS,MI,483343802",1.0,0.0,0.0,42.50672538,-83.34942846
"29330 W. TWELVE MILE ROAD,FARMINGTON HILLS,MI,483343802",1.0,0.0,0.0,42.50672538,-83.34942846
"29377 HOOVER,WARREN,MI,48093",1.0,0.0,0.0,42.510141,-83.0075061
"29404 HARPER,SAINT CLAIR SHORES,MI,48081",1.0,0.0,0.0,42.5096924,-82.8978537
"29421 RYAN ROAD,WARREN,MI,48093",0.0,0.0,1.0,42.50891457,-83.06766146
"295 GRAY WOODS LANE,LAKE ANGELUS,MI,48326",1.0,0.0,0.0,42.692387599999996,-83.30957
"2950 HIGHLAND RD,HIGHLAND,MI,48356",1.0,0.0,0.0,42.65341779999999,-83.5724743
"29508 SOUTHFIELD ROAD SUITE #102,SOUTHFIELD,MI,48076",1.0,0.0,0.0,42.5064229,-83.2216048
"2955 GOLFSIDE,YPSILANTI,MI,48197",1.0,0.0,0.0,42.2457166,-83.66047040000002
"29556 SOUTHFIELD RD.,SUITE 100,SOUTHFIELD,MI,48076",1.0,0.0,0.0,42.5064229,-83.2216048
"296 BELLE MEADE,TROY,MI,48098",1.0,0.0,0.0,42.6077685,-83.1555818
"2960 DUNE RIDGE PATH,STEVENSVILLE,MI,491279355",1.0,0.0,0.0,42.03315768,-86.52445015
"29623 SIERRA POINTE CIRCLE,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.513456299999994,-83.4169724
"29627 FORD RD,GARDEN CITY,MI,48135",1.0,0.0,0.0,42.32544734,-83.33314252
"29820 HARPER AVE,SAINT CLAIR SHORES,MI,48082",1.0,0.0,0.0,42.51285470000001,-82.89783670000001
"29829 TELEGRAPH RD,SUITE 111,SOUTHFIELD,MI,48034",1.0,0.0,0.0,42.5068719,-83.2869792
"29829 TELEGRAPH STE 111,SOUTHFIELD,MI,48034",0.0,0.0,1.0,42.5068719,-83.2869792
"29830 W MACKENZIE CIRCLE,WARREN,MI,48092",1.0,0.0,0.0,42.5116427,-83.0767337
"29950 FOREST DRIVE,FRANKLIN,MI,48025",1.0,0.0,0.0,42.5089433,-83.29185859999998
"30 W NORTON AVE,MUSKEGON,MI,49444",1.0,0.0,0.0,43.19077203,-86.24630969
"300 E. LONG LAKE ROAD,SUITE145,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.5848375,-83.2361782
"300 PAULSTER,CADILLAC,MI,49601",1.0,0.0,0.0,44.24083741,-85.38683697
"300 RIVERFRONT DR UNIT 8H,DETROIT,MI,48226",1.0,0.0,0.0,42.32424904,-83.05633233
"300 W WASHINGTON,SUITE 430,JACKSON,MI,49201",1.0,0.0,0.0,42.24566878,-84.4129425
"300 WEST H STREET,IRON MOUNTAIN,MI,49801",1.0,0.0,0.0,45.81153307,-88.06998328
"3000 W CENTRE,PORTAGE,MI,49024",1.0,0.0,0.0,42.20271278,-85.61903246
"30024 RAMBLING RD,SOUTHFIELD,MI,48076",1.0,0.0,0.0,42.5108435,-83.23011679999998
"3003 WEST DICKMAN RD,BATTLE CREEK,MI,49015",1.0,0.0,0.0,42.27129606,-85.22609525
"30076 HYACINTH DRIVE,SOUTHFIELD,MI,48076",0.0,0.0,1.0,42.49751743,-83.23087295
"301 APPLE TRAIL,MARQUETTE,MI,49855",0.0,0.0,1.0,46.47597169,-87.34334044
"30100 TELEGRAPH,SUITE 111,BINGHAM FARMS,MI,48025",1.0,0.0,0.0,42.509186799999995,-83.2840142
"3012 NILES ROAD,SAINT JOSEPH,MI,49085",1.0,0.0,0.0,42.06266224,-86.46385297
"30132 MIRAGE CT,WARREN,MI,480932587",1.0,0.0,0.0,42.5154521,-83.0165933
"30140 HARPER STE 100,SAINT CLAIR SHORES,MI,48082",1.0,0.0,0.0,42.516267799999994,-82.8982528
"30140 HARPER STE 200,SAINT CLAIR SHORES,MI,48082",0.0,0.0,1.0,42.516267799999994,-82.8982528
"3016 MCCABE AVE NE,ADA,MI,49301",1.0,0.0,0.0,43.020567799999995,-85.4404686
"30170 BEESON ST,DOWAGIAC,MI,49047",1.0,0.0,0.0,41.94160376,-86.15104783
"30243 PENNINGTON CT,NOVI,MI,48377",1.0,0.0,0.0,42.5142627,-83.4999775
"30300 HOOVER RD STE 400,WARREN,MI,48093",1.0,0.0,0.0,42.516037299999994,-83.0068907
"3037 GADWALL LANE,YPSILANTI,MI,48197",1.0,0.0,0.0,42.197140399999995,-83.62883173
"30385 ORLA ENGLE RD,COLON,MI,49040",1.0,0.0,0.0,41.970347499999995,-85.36362444
"30425 KNIGHTON DRIVE,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.517911,-83.4317959
"3045 WHISPERWOOD DRIVE,APT 367,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.31860038,-83.70297048
"305 BARCLAY CIRCLE,SUITE 1004,ROCHESTER HILLS,MI,48307",0.0,0.0,1.0,42.6434341,-83.1264209
"305 SUPERIOR AVENUE,CRYSTAL FALLS,MI,49920",1.0,0.0,0.0,46.09668005,-88.33146138
"30525 OLD STREAM CIR,SOUTHFIELD,MI,48076",0.0,0.0,1.0,42.51278920000001,-83.2394296
"3057 TORRY BEACH DR,FENTON,MI,48430",1.0,0.0,0.0,42.8188466,-83.72977790000002
"3058 METRO PARKWAY,SUITE #110,STERLING HEIGHTS,MI,48310",1.0,0.0,0.0,42.564355400000004,-83.06782081
"3058 METRO PARKWAY,SUITE 106,STERLING HEIGHTS,MI,48310",1.0,0.0,0.0,42.564355400000004,-83.06782081
"3058 METRO PKWY STE 203,STERLING HEIGHTS,MI,48310",0.0,0.0,1.0,42.564355400000004,-83.06782081
"306 W WASHINGTON AVE,SUITE 101,JACKSON,MI,49201",1.0,0.0,0.0,42.24566921,-84.41301285
"306 W WASHINGTON AVE,SUITE 205,JACKSON,MI,49201",1.0,0.0,0.0,42.24566921,-84.41301285
"306 W WASHINGTON STE 203,JACKSON,MI,49201",1.0,0.0,0.0,42.24566921,-84.41301285
"306 W WASHINGTON,JACKSON,MI,49201",1.0,0.0,0.0,42.24566921,-84.41301285
"306 WEST WASHINGTON AVENUE,JACKSON,MI,49201",1.0,0.0,0.0,42.24566921,-84.41301285
"3075 CAMDEN DRIVE,TROY,MI,480847021",1.0,0.0,0.0,42.5467973,-83.1891078
"3075 CLARK RD STE 209,YPSILANTI,MI,48197",1.0,0.0,0.0,42.2587677,-83.65871990000002
"3075 W. CLARK RD,SUITE 209,YPSILANTI,MI,48197",1.0,0.0,0.0,42.2587677,-83.65871990000002
"3077 W JOHN BEERS RD,STEVENSVILLE,MI,49127",1.0,0.0,0.0,42.01452249,-86.52723215
"3079 MOON LAKE DR #L,WEST BLOOMFIELD,MI,48323",1.0,0.0,0.0,42.5819734,-83.34385290000002
"308 DARTMOUTH,MIDLAND,MI,48640",1.0,0.0,0.0,43.62162643,-84.22472651
"308 STATE ST,SUITE 5,PETOSKEY,MI,49770",1.0,0.0,0.0,45.371564899999996,-84.9569047
"3086 N FOXRIDGE CT,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.3184068,-83.71272629999999
"309 WALBRIDGE,EAST LANSING,MI,48823",0.0,0.0,1.0,42.75092642,-84.47866311
"30903A W 10 MILE RD,FARMINGTON HILLS,MI,483362609",1.0,0.0,0.0,42.4701376,-83.35489607
"30920 RICHLAND ST,LIVONIA,MI,48150",1.0,0.0,0.0,42.362590000000004,-83.3486795
"30955 WOODWARD AVE STE 105,ROYAL OAK,MI,48073",1.0,0.0,0.0,42.516624900000004,-83.1876855
"310 PINE RIDGE DR.,BLOOMFIELD HILLS,MI,483042139",0.0,0.0,1.0,42.5910704,-83.26300479999998
"3100 BLOOMFIELD LN APT 1111,AUBURN HILLS,MI,48326",1.0,0.0,0.0,42.62151779999999,-83.22767040000002
"3100 E. EISENHOWER PKWY,STE 300,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.2437325,-83.7161343
"3100 EISENHOWER STE 300,ANN ARBOR,MI,48108",2.0,0.0,0.0,42.24415148,-83.71746639
"3100 W LIBERTY STE A,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.2740156,-83.7917392
"3100 W LIBERTY,ANN ARBOR,MI,48103",2.0,0.0,0.0,42.2740156,-83.7917392
"31000 TELEGRAPH ROAD,SUITE 170,BINGHAM FARMS,MI,48025",1.0,0.0,0.0,42.52034872,-83.26746367
"3101 MACATAWA DRIVE SW,GRANDVILLE,MI,49418",0.0,0.0,1.0,42.886125299999996,-85.7408144
"3103 OAKBROOK WAY,BAY CITY,MI,48706",1.0,0.0,0.0,43.58903278,-83.92722976
"3108 BAKER RD,DEXTER,MI,48130",1.0,0.0,0.0,42.33564372,-83.88717956
"311 ANDREA AVE,LINDEN,MI,48451",1.0,0.0,0.0,42.8232066,-83.7790605
"311 HAMPSHIRE CT,DEARBORN,MI,48124",1.0,0.0,0.0,42.3147102,-83.24446590000002
"31100 TELEGRAPH RD,STE 120,BINGHAM FARMS,MI,48025",0.0,0.0,1.0,42.5164633,-83.28477840000002
"31158 HAGGERTY RD,FARMINGTON HILLS,MI,48331",1.0,0.0,0.0,42.525178000000004,-83.436798
"312 E SAGINAW PO BOX D,AU GRES,MI,48703",1.0,0.0,0.0,44.06071765,-83.67169168
"31205 MACKENZIE,CHESTERFIELD,MI,48051",1.0,0.0,0.0,42.6948505,-82.79436729999998
"3124 ISHPEMING TRL,TRAVERSE CITY,MI,49686",1.0,0.0,0.0,44.8480766,-85.5127473
"3125 68TH ST SE,DUTTON,MI,49316",1.0,0.0,0.0,42.8413977,-85.5870254
"3127 DEVONDALE,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.63283610000001,-83.17824240000002
"3129 WESTLOCH CIR,YPSILANTI,MI,48198",1.0,0.0,0.0,42.30941807,-83.65018638
"31290 - 23 MILE RD,CHESTERFIELD,MI,48047",1.0,0.0,0.0,42.6745023,-82.79423929999999
"31300 LUDDEN STE A,FARMINGTON HILLS,MI,483341433",1.0,0.0,0.0,42.525659399999995,-83.3589635
"3131 44TH ST SW,GRANDVILLE,MI,49418",1.0,0.0,0.0,42.885183399999995,-85.74161629999998
"3131 44TH STREET S.W.,GRANDVILLE,MI,49418",0.0,1.0,0.0,42.87798844,-85.77137671
"3133 S TELEGRAPH RD,DEARBORN,MI,48124",2.0,0.0,0.0,42.288416299999994,-83.2705097
