idx,BOD_addr,general,hygienist,pediatric,specialist,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
3155,"5431 Copse Dr., Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3156,"5433 hwy 27, Cataula GA  31804",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3157,"5434 Sagewood Circle, Lake Park GA  31636",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3158,"5437 Bowman Road, Suite 408, Macon GA  31210",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3159,"5438 Spelman Drive, Atlanta GA  30331",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3160,"544 COUNTRY CLUB DRIVE, STOCKBRIDGE GA  30281",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3161,"5444 N Fork Dr, Lilburn GA  30047",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3162,"5445 Meridian Mark Road, Suite 275, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3163,"5448 Spalding Dr, Bldg 100, Ste A, Norcross GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3164,"5448 Spalding Dr, building 100 STE 100, Norcross GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3165,"5448 Spalding Drive, Bldg 100 Suite B, Peachtree Corners GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3166,"5450 Estate View Trace, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3167,"5450 N Powers Ferry Rd, Atlanta GA  30327",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3168,"5456 Jimmy Carter Blvd, Suite 150, Norcross GA  30093",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3169,"5461 Hillandale Drive, Suite 200, Lithonia GA  30058",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3170,"5465 Bethleview Rd. Suite 510, Cumming GA  30040",0.0,0.0,1.0,0.0,0,0,0.0,2.0
3171,"5473 North Henry Blvd., Suite 1, Stockbridge GA  30281",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3172,"5488 Chamblee Dunwoody Rd, Ste 8, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3173,"5490 Crossroads Drive, Acworth GA  30101",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3174,"5490 Crossroads Drive, Suite 1, Acworth GA  30102",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3175,"5490 Martha Berry Hwy NE, Armuchee GA  30105",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3176,"55 E Acorn Dr, Rock Spring GA  30739",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3177,"55 Glenda Trace, Newnan GA  30265",3.0,0.0,0.0,0.0,0,0,6.0,0.0
3178,"55 Greenfield Ridge, Ellijay GA  30536",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3179,"55 Lancaster Place, Douglas GA  31535",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3180,"55 Rosemont Pkwy, Covington GA  30016",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3181,"55 Towler Road, Building B, Lawrenceville GA  30045",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3182,"550 Northridge Pkwy, Sandy Springs GA  30350",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3183,"550 Northridge Pkwy, apart 3205, Atlanta GA  30350",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3184,"550 Peachtree St NE, Davis Fisher Bldg 1314-A, Atlanta GA  30308",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3185,"550 Peachtree St NE, Ste 1780, Atlanta GA  30308",4.0,0.0,0.0,1.0,0,0,8.0,0.0
3186,"550 Peachtree St. NE, Suite 1410, Atlanta GA  30308-2241",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3187,"550 Peachtree St., NE, Ste. 1410, Atlanta GA  30308-2241",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3188,"550 Peachtree Street NE, Suite #1115, Atlanta GA  30308",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3189,"550 Peachtree Street NE, Suite #1410, Atlanta GA  30308-2241",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3190,"550 Peachtree Street NE, Suite 1260, Atlanta GA  30308",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3191,"550 Peachtree Street, Suite 1160, Atlanta GA  30308",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3192,"550 Pharr Rd NE, Suite 325, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3193,"550 Pharr Rd, Suite 325, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3194,"550 Pharr Road, N.E., Suite 315, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3195,"5500 A LILBURN STONE MOUNTAIN ROAD, Stone Mountain GA  30087",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3196,"5505 Peachtree Dunwoody Rd, Suite #660, Atlanta GA  30342",9.0,0.0,0.0,0.0,0,0,18.0,0.0
3197,"5505 Peachtree Dunwoody Road, Suite #470, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3198,"5505 Peachtree dunwoody rd, suite 660, Atlanta GA  30342",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3199,"5507 Chamblee Dunwoody Road, Dunwoody GA  30338",0.0,0.0,1.0,0.0,0,0,0.0,2.0
3200,"5509 Paulsen Street, Savannah GA  31405-4902",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3201,"5525 Errol Place, Atlanta GA  30327",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3202,"5529 OLD NATIONAL HWY., SUITE 100, COLLEGE PARK GA  30349-3853",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3203,"5530 Windward Parkway, Suite 410, Alpharetta GA  30004",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3204,"5535 Connor Drive, Evans GA  30809",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3205,"554 Bothwell Dr.., Richmond Hill GA  31324",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3206,"5541 Dendy Trace, Fairburn GA  30213",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3207,"5545 Lightheart Court, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3208,"5546 Waterford Green Glen, Marietta GA  30068",1.0,0.0,0.0,1.0,0,0,2.0,0.0
3209,"5548 Chamblee Dunwoody Rd, Dunwoody GA  30338",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3210,"555 Sun Valley Drive, C-3, Roswell GA  30076",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3211,"5555 PEACHTREE DUNWOODY RD NE, STE 301, ATLANTA GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3212,"5555 Peachtree Dunwoody Rd, #145, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3213,"5555 Peachtree Dunwoody Rd, Suite #275, Sandy Springs GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3214,"5555 Peachtree Dunwoody Rd, Suite 140, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3215,"5555 Peachtree Dunwoody Rd, Suite 301, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3216,"5555 Peachtree Dunwoody Rd, Suite G56, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3217,"5555 Peachtree Dunwoody Rd,, Suite 349, Atlanta GA  30342",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3218,"5555 Peachtree Dunwoody Rd., Suite 340, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3219,"5555 Peachtree Dunwoody Road, Suite 301, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3220,"5555 Peachtree Dunwoody Road, Suite G-56, Atlanta GA  30342",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3221,"5555 Peachtree Dunwoody Road, Suite G-90, Atlanta GA  30342",2.0,0.0,0.0,0.0,0,0,4.0,0.0
3222,"5555 Peachtree-Dunwoody Rd, Suite G-73, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3223,"5575 Aven Road, Marietta GA  30068",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3224,"559 Old Norcross Road, Lawrenceville GA  30046",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3225,"56 Allison Drive, Cleveland GA  30528",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3226,"56 School Circle, Blairsville GA  30512",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3227,"56 W. Gibson St., Hartwell GA  30643",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3228,"560 Hardage Farm Dr Nw, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3229,"5605 B Princeton Ave, Columbus GA  31904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3230,"5610 Glenridge Dr, apt 226, Sandy Springs GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3231,"5620 Commerce Blvd, Suite B, Alpharetta GA  30004",2.0,0.0,0.0,0.0,0,0,4.0,0.0
3232,"5634 N Henry Blvd, Stockbridge GA  30281",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3233,"5634 N Henry Boulevard, Stockbridge GA  30281",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3234,"5635 Morton Rd, Alpharetta GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3235,"5635 Peachtree Parkway, Suite 220, Norcross GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3236,"5635 Peachtree Parkway, Suite 240, Norcross GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3237,"5635 Peachtree Pkwy., Suite 220, Peachtree Corners GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3238,"5640 Whitner Drive, Atlanta GA  30327",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3239,"565 Colonial Park Dr, Suite 100, Roswell GA  30075-3759",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3240,"565 Haynie Rd, Moreland GA  30259",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3241,"565 Old Friar Tuck Lane, Stone Mountain GA  30087",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3242,"565 Sheringham lane, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3243,"5665 Atlanta Hwy, Suite 107, Alpharetta GA  30004",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3244,"5669 Peachtree Dunwoody Road NE, Suite 375, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3245,"5671 Peachtree Dunwoody Rd, Suite 420, Atlanta GA  30342",4.0,0.0,0.0,2.0,0,0,8.0,0.0
3246,"5671 Peachtree Dunwoody Road, Suite 420, ATLANTA GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3247,"5672 Cypress Lake Trl, Lake Park GA  31636",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3248,"5673 Peachtree Dunwoody RD, Suite 430, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3249,"5673 Peachtree Dunwoody Rd, Suite 430, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3250,"5673 Peachtree Dunwoody Rd, Suite 740, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3251,"5685 Lake Placid Dr, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3252,"5685 Lake Placid Drive NE, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3253,"5685 Lake Placid Drive, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3254,"5692 Addison Woods Place, Sugar Hill GA  30518",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3255,"5693 Creekside Drive, Peachtree Corners GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3256,"570 N Jeff Davis Dr, Suite A, Fayetteville GA  30214",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3257,"570 Peachtree Battle Ave, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3258,"5705 Winterthur Lane, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3259,"5710 Winterthur Lane Nw, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3260,"5710 Winterthur lane, Atlanta GA  30328",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3261,"572 Edgewood AVE SE, Unit 312, Atlanta GA  30312",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3262,"5720 Buford Hwy, Suite 101, Norcross GA  30071",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3263,"5725 buford hwy ne, suite 204, doraville GA  30340",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3264,"573 Concord Rd, Suite B, Smyrna GA  30082",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3265,"573 Concord Rd, Suite C, Smyrna GA  30080",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3266,"573 Concord Rd., SE, Suite D, Smyrna GA  30082",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3267,"573 Concord Road, Suite A, Smyrna GA  30082",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3268,"573 Concord Road, Suite B, Smyrna GA  30082",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3269,"5745 Old Winder Highway, Suite E, Braselton GA  30517",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3270,"5755 Glenridge Drive, Apt 516, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3271,"5755 N. Point Pkwy, Ste 8, Alpharetta GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3272,"5755 North Point Parkway, Suite 102, Alpharetta GA  30022",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3273,"5755 North Point Parkway, Suite 204, Alpharetta GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3274,"5755 North Point Pkwy., Suite 8, Alpharetta GA  30022",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3275,"5775 Ridgetop Drive, Gainesville GA  30504",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3276,"578 S Enota Dr NE, Suite B, Gainesville GA  30501",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3277,"5781 Buford Hwy, Suite 103, Doraville GA  30340",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3278,"5782 Vinings Retreat Way, Mableton GA  30126",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3279,"5785 Martingdale Court, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3280,"58 Shawnee Lane, Marietta GA  30067",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3281,"58 Sosebee Dr., Dahlonega GA  30533",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3282,"5805 State Bridge Rd, Ste L, Johns Creek GA  30097",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3283,"581 Furys Ferry Rd, Martinez GA  30907",2.0,0.0,0.0,0.0,0,0,4.0,0.0
3284,"5810 Stonehaven Drive, Stone Mountain GA  30087-5718",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3285,"5815 Moon Road, Columbus GA  31909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3286,"5819 Campbellton Road, Suite 103, Atlanta GA  30331",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3287,"5820 Veterans Parkway, Suite 307, Columbus GA  31904",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3288,"5837 Roaring Branch Road, Columbus GA  31904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3289,"584 Blue Ridge Drive, Evans GA  30809",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3290,"5840 Beaver Ridge Drive, Cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3291,"5843 Pro Dr, Norcross GA  30092",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3292,"586 North Shore Road, Lithonia GA  30058",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3293,"5888 Wendy Bagwell Parkway, Suite A, Hiram GA  30141",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3294,"5888 Wendy Bagwell Pkwy, Suite A, Hiram GA  30141",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3295,"589 Auburn Ave NE, Unit A, Atlanta GA  30312",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3296,"5897 Stewart Parkway, Douglasville GA  30135",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3297,"5897 Stewart parkway, Douglasville GA  30135",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3298,"590  Brandenburgh Way, Roswell GA  30075",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3299,"590 South Enota Drive Ne, Gainesville GA  30501",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3300,"5900 River Road, Suite 302, Columbus GA  31904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3301,"5900 Spout Springs Rd, Ste. U-21, Flowery Branch GA  30542",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3302,"5900 Spout Springs Road, U-21, Flowery Branch GA  30542",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3303,"5901 Abercorn Street, Savannah GA  31405",0.0,0.0,1.0,0.0,0,0,0.0,2.0
3304,"591 cherokee st, Marietta GA  30060",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3305,"591 cherokee street, Marietta GA  30060",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3306,"5918 Jonesboro Rd, -, Morrow GA  30260",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3307,"5918 Jonesboro Rd, Hwy 54, Morrow GA  30260",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3308,"592 Town Creek Drive, Canton GA  30115",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3309,"5920 Parkway North Blvd, suite 100, Cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3310,"5920 Roswell Road, Ne, Suite A-201, Sandy Springs GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3311,"5920 parkway North Blvd, suite 100, Cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3312,"5937 Highway 42, Suite A, Ellenwood GA  30294-3800",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3313,"5938 Buford Hwy. #201-202, Doraville GA  30340",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3314,"5940 caveat ct, suwanee GA  30024",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3315,"595 N. Milledge Ave, Athens GA  30601",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3316,"597 W. Crossville Rd., Suite 100, Roswell GA  30075",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3317,"5973 Blackberry Lane, Buford GA  30518",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3318,"598 Prince Avenue, Athens GA  30601",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3319,"6 Forest Ave, Elberton GA  30635",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3320,"6 Salt Wind Circle, Savannah GA  31411",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3321,"6 Skidaway Village Walk, Suite 202, Savannah GA  31411",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3322,"60 Glen Cove Dr, Cartersville GA  30120",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3323,"60 Old Hickory Ln., Powder Springs GA  30127",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3324,"600 Chastain Road, Suite 422, Kennesaw GA  30144",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3325,"600 Galleria Parkway SE, Suite 800, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3326,"600 Galleria Parkway s.e, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3327,"600 Galleria Parkway, Ste 800, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3328,"600 Galleria Parkway, Ste.#800, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3329,"600 Galleria Parkway, Suite 800, Atlanta GA  30339",1.0,0.0,0.0,1.0,0,0,2.0,0.0
3330,"600 Garson Dr NE, Apartment # 3302, Atlanta GA  30324",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3331,"600 Houze Way Suite B/1, Roswell GA  30076",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3332,"600 Oglethorpe Ave.Suite1, Oglethorpe Professional Center, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3333,"600 Oglethorpe Avenue #3, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3334,"600 Oglethorpe Avenue, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3335,"600 Professional Drive, Warner Robins GA  31088",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3336,"600 S Garnett St NE, Suite 3, Buford GA  30518",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3337,"600 W. Lanier Ave., Fayetteville GA  30214",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3338,"600 West Lanier Ave, Suite 201, Fayetteville GA  30214",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3339,"600 West Lanier Avenue, Suite 201, Fayetteville GA  30214",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3340,"600 galleria parkway, s.e., Suite 800, Atlanta GA  30339",1.0,0.0,1.0,0.0,0,0,2.0,2.0
3341,"6000 JFH Parkway, Suite A, Adairsville GA  30103",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3342,"601 Cartecay Trace, Ellijay GA  30536",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3343,"601 Dixie St., Carrollton GA  30117",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3344,"602 Main Street, Dalton GA  30720",2.0,0.0,0.0,0.0,0,0,4.0,0.0
3345,"602 Pointe North Blvd, Albany GA  31721",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3346,"602 Pointe North Blvd., Albany GA  31721",2.0,0.0,0.0,0.0,0,0,4.0,0.0
3347,"603 Clarkesville Street, Cornelia GA  30531",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3348,"6035 Peachtree Road, Suite C-201, Atlanta GA  30360",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3349,"604 E 15th Ave, Cordele GA  31015",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3350,"604 Sugar Maple Drive, Brooklet GA  30415",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3351,"604 WILLOWGREEN COURT SE, CONYERS GA  30094",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3352,"6040 PROVIDENCE LANE, cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3353,"605 Cumberland Court, Smyrna GA  30080",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3354,"605 Glen Way NE, Atlanta GA  30319",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3355,"605 Wintergate Ct, Johns Creek GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3356,"606 Greenwood Drive, Dalton GA  30720",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3357,"606 High Hampton Drive, Martinez GA  30907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3358,"606 Inverness Place, Martinez GA  30907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3359,"606 Spring Street, P.O. Box 6216, Macon GA  31201",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3360,"6060 McDonough Drive, Suite I, Norcross GA  30093",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3361,"6069 City Walk Lane NE, Sandy Springs GA  30328-3919",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3362,"607 Bluebird Blvd, Fort Valley GA  31030",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3363,"6075 Lake Forrest Dr S-100, Sandy Springs GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3364,"6075 Pennant Lane, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3365,"608 Hwy 76 west, Clayton GA  30525",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3366,"608 Payne Ln, Woodstock GA  30188",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3367,"608 Peachtree Rd, Augusta GA  30909",0.0,0.0,1.0,0.0,0,0,0.0,2.0
3368,"608 Penhollaway Court, Loganville GA  30052",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3369,"6088 Braidwood bend, Acworth GA  30101",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3370,"609 Beaver Ruin Road, Suite E, Lilburn GA  30047",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3371,"6095 Atlanta Hwy, Suite 200, Flowery Branch GA  30542",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3372,"6095 Barfield Road, Suite 150, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3373,"610 Riverside Ave, Waycross GA  31501",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3374,"6100 Lake Forrest Dr. Suite 110, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3375,"6100 Lake Forrest Dr., Suite 310, Sandy Springs GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3376,"6105 Peachtree Dunwoody Rd, Building C, Suite 245, Atlanta GA  30328",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3377,"6105 oriole drive, cumming GA  30028",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3378,"611  Virginia Ave., Tifton GA  31794",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3379,"611 Campbell Hill Street, Suite 101, Marietta GA  30060",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3380,"6110 Pine Mountain Rd., Suite 101, Kennesaw GA  30152",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3381,"6110 Pine Mountain Road, Suite 101, Kennesaw GA  30152",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3382,"6111 Peachtree Dunwoody Rd Ne, Building A 101, Sandy Springs GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3383,"6111 Peachtree Dunwoody Rd, Suite A101, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3384,"6115 Peachtree Dunwoody Rd, #225, Sandy Springs GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3385,"6115 Peachtree Dunwoody Rd., Ste #112, Sandy Springs GA  30328",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3386,"6115 Peachtree Dunwoody Road, K225, Sandy Springs GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3387,"6115 Peachtree Dunwoody Road, Suite 225, Sandy Springs GA  30328",2.0,0.0,0.0,0.0,0,0,4.0,0.0
3388,"6118 Covington Highway, Suite E, Lithonia GA  30058",1.0,0.0,0.0,0.0,0,0,2.0,0.0
3389,"6126 Prestley Mill Rd., Suite J, Douglasville GA  30134",0.0,0.0,0.0,1.0,0,0,0.0,0.0
3390,"613 Abbington River Lane, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
