State_County_Tract_FIPS_Code,Sum_by_tract
4013216830,27
4013216816,26
4013616000,23
4013216845,22
4013216826,22
4013815400,20
4013216810,19
4013615900,19
4013615200,18
4019003002,17
4013615000,17
4025001001,16
4013816000,15
4013617700,15
4013814800,14
4013105003,14
4005001200,14
4019004614,14
4013216813,14
4013040507,14
4013217201,14
4013217203,13
4013216807,13
4013116719,13
4013319905,13
4013107602,13
4013420705,13
4013422639,12
4013107500,12
4013217600,12
4013815200,12
4005000200,12
4017961700,12
4013610900,11
4013422606,11
4013610800,11
4025000900,11
4019003102,11
4013108400,11
4025001802,10
4013812600,10
4013104226,10
4013422620,10
4013420704,10
4013319903,10
4013216840,10
4013422622,10
4019003003,10
4013216818,10
4013422638,10
4025000606,10
4019001600,10
4013216846,9
4013103216,9
4013810300,9
4013103208,9
4005001102,9
4013810100,9
4013108502,9
4019002904,9
4013030402,9
4019004642,9
4013614100,9
4013071503,9
4019002903,9
4019004619,9
4013216847,9
4025000401,9
4013216849,9
4013816400,9
4013108301,8
4019004640,8
4013105004,8
4013216842,8
4013061045,8
4013422636,8
4019004719,8
4013216809,8
4013105103,8
4013105102,8
4013420105,8
4013030401,8
4013422212,8
4013810600,8
4013216837,8
4013610300,8
4019004031,8
4013319906,8
4013815500,8
4013108200,8
4019004714,8
4013105002,8
4013612300,8
4013422510,8
4013105101,8
4013319403,7
4013103611,7
4015954900,7
4013810200,7
4013216831,7
4013980600,7
4013614200,7
4013103605,7
4013611500,7
4013812400,7
4013103209,7
4013216822,7
4019004638,7
4013061010,7
4013813600,7
4025001900,7
4013061012,7
4013061016,7
4013523002,7
4013061020,7
4013103220,7
4015951601,7
4013420402,7
4013420107,7
4013614300,7
4013216838,7
4013106702,7
4013108602,7
4013217300,7
4013610200,7
4013216843,6
4019004062,6
4013216851,6
4013216829,6
4019002905,6
4013612200,6
4013216850,6
4013319910,6
4013613700,6
4013618000,6
4013618100,6
4019004032,6
4013107700,6
4013816300,6
4021001403,6
4019001802,6
4013216836,6
4013061009,6
4013111100,6
4013420603,6
4013613300,6
