id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US23009965400,,"Census Tract 9654, Hancock County, Maine",0,0,3,0,0,14,0,11,32,0,7,0,182,24,0,0,0,6,20,0,22,46,0,37,27,151,11,0,0,0,6,27,0,12,28,3,15,49,80.5,89.28,95.22,135,400,
1400000US23009965503,,"Census Tract 9655.03, Hancock County, Maine",63,0,0,0,0,0,0,61,61,0,0,7,239,30,0,35,0,0,0,0,62,46,26,11,29,132,0,0,0,23,0,0,10,10,47,36,0,6,151,163.02,195.98,53,563,
1400000US23009965504,,"Census Tract 9655.04, Hancock County, Maine",9,40,0,9,41,26,0,0,55,83,32,23,231,0,0,0,0,0,0,0,0,138,50,16,27,344,0,0,0,10,14,13,0,0,82,56,106,63,142.5,55.25,428.25,267,893,
1400000US23009965700,,"Census Tract 9657, Hancock County, Maine",25,0,5,11,0,17,0,0,31,28,9,0,249,34,20,31,25,8,38,8,0,34,30,21,0,224,58,6,14,16,4,30,0,8,50,27,3,8,299.5,73.45,185.05,41,599,
1400000US23009965800,,"Census Tract 9658, Hancock County, Maine",3,2,5,0,0,6,0,0,34,5,3,48,150,2,18,18,0,0,39,0,0,18,33,13,9,91,0,12,29,6,0,0,0,0,15,9,7,13,117.5,31.21,105.29,93,347,
1400000US23009965900,,"Census Tract 9659, Hancock County, Maine",54,0,0,0,13,12,0,0,39,24,62,39,262,0,0,0,0,0,6,0,17,62,54,71,52,362,12,0,0,20,0,188,0,0,0,83,38,21,202,133.13,248.87,283,867,
1400000US23009966000,,"Census Tract 9660, Hancock County, Maine",0,0,0,0,0,0,0,0,13,0,17,13,129,0,0,0,17,8,0,0,0,25,19,0,60,107,16,0,0,8,0,0,0,0,23,20,14,26,49,7.93,92.07,130,279,
1400000US23009966100,,"Census Tract 9661, Hancock County, Maine",0,10,0,0,0,0,0,16,27,3,19,7,72,0,4,0,0,0,0,0,16,8,0,8,36,95,2,5,4,0,8,0,0,0,35,2,29,10,33,41.1,65.9,109,249,
1400000US23009966200,,"Census Tract 9662, Hancock County, Maine",0,6,3,3,0,7,0,0,16,17,5,18,168,0,12,4,0,1,13,18,0,40,35,41,4,134,0,7,5,0,3,0,8,0,38,34,16,23,54,48.22,167.78,107,377,
1400000US23009966300,,"Census Tract 9663, Hancock County, Maine",15,47,2,8,3,4,0,0,48,36,11,17,247,0,3,0,38,0,4,17,0,96,40,49,0,283,3,17,9,0,0,0,31,3,8,37,44,131,149,74.76,245.24,252,721,
