IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,Y_lat_med,X_long_med,Y_lat_chip,X_long_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"346 MAINE ST,LAWRENCE,KS,66044-1393",0.0,1.0,0.5,1.0,0.0,0.0,38.97778538,-95.24757619,38.97778538,-95.24757619,1.0,0.0,0.0,1.0
"361 GRANT AVE,JUNCTION CITY,KS,66441-4201",1.0,1.5,0.0,0.0,0.0,0.0,39.04347241,-96.82355089,39.04347241,-96.82355089,1.0,0.0,0.0,1.0
"400 SW 29TH ST,TOPEKA,KS,66611-1164",1.0,1.5333333333333332,0.0,0.0,0.0,0.0,39.01519353,-95.68634416,39.01519353,-95.68634416,1.0,0.0,0.0,1.0
"404 S EDGEMOOR ST STE 320,WICHITA,KS,67218-1632",1.0,1.0,0.0,0.0,0.0,0.0,37.68090942,-97.27125589,37.68090942,-97.27125589,1.0,0.0,0.0,1.0
"407 ASH ST,WAMEGO,KS,66547-1713",1.0,0.5,0.0,0.0,0.0,0.0,39.20135366,-96.30362948,39.20135366,-96.30362948,1.0,0.0,0.0,1.0
"407 S CLAIRBORNE RD,OLATHE,KS,66062-1857",0.5,0.25,0.0,0.0,0.0,0.0,38.876958,-94.78904626,38.876958,-94.78904626,1.0,0.0,0.0,1.0
"420 W 15TH AVE,EMPORIA,KS,66801-5367",0.5,2.5,0.0,0.0,0.0,0.0,38.41591046,-96.18587983,38.41591046,-96.18587983,1.0,0.0,0.0,1.0
"430 MAIN ST,SENECA,KS,66538-1926",1.5,1.0,0.0,0.0,0.0,0.0,39.83426853,-96.06248083,39.83426853,-96.06248083,1.0,0.0,0.0,1.0
"430 N WOODLAWN ST,WICHITA,KS,67208-4300",0.0,1.0,1.0,0.0,0.0,0.0,37.69311566,-97.26216575,37.69311566,-97.26216575,1.0,0.0,0.0,1.0
"431 VICTORIA RD,NEWTON,KS,67114-5653",2.0,4.0,0.0,0.0,0.0,0.0,38.01541202,-97.33807839,38.01541202,-97.33807839,1.0,0.0,0.0,1.0
"4655 STATE AVE,KANSAS CITY,KS,66102-3601",1.3333333333333333,0.9166666666666664,0.0,0.0,0.0,0.0,39.11652406,-94.68600422,39.11652406,-94.68600422,1.0,0.0,0.0,1.0
"4901 COLLEGE BLVD,LEAWOOD,KS,66211-1602",0.3333333333333333,0.25,0.0,0.0,0.0,0.0,38.92739548,-94.64353199,38.92739548,-94.64353199,1.0,0.0,0.0,1.0
"515 STATE ST,ATWOOD,KS,67730-1930",1.0,1.0,0.0,0.0,0.0,0.0,39.80661134,-101.0406194,39.80661134,-101.0406194,1.0,0.0,0.0,1.0
"5408 ROBERTS ST,SHAWNEE,KS,66226-3937",0.5,1.0,0.0,0.0,0.0,0.0,39.03071024,-94.85088259999999,39.03071024,-94.85088259999999,1.0,0.0,0.0,1.0
"550 N HILLSIDE ST,WICHITA,KS,67214-4910",0.0,0.0,0.0,0.0,0.3333333333333333,0.3818181818181817,37.69543897,-97.29902575,37.69543897,-97.29902575,1.0,0.0,0.0,1.0
"5940 LAMAR AVE,MISSION,KS,66202-3231",0.6666666666666666,0.25,0.0,0.0,0.0,0.0,39.020823,-94.65841639,39.020823,-94.65841639,1.0,0.0,0.0,1.0
"650 N CARRIAGE PKWY STE 60,WICHITA,KS,67208-4512",1.3333333333333333,0.9166666666666664,0.0,0.0,0.0,0.0,37.69667989,-97.26850731,37.69667989,-97.26850731,1.0,0.0,0.0,1.0
"651 E PRESCOTT RD,SALINA,KS,67401-7408",2.5,1.0,0.0,0.0,0.0,0.0,38.82798948,-97.60075285,38.82798948,-97.60075285,1.0,0.0,0.0,1.0
"6810 SILVERHEEL ST,SHAWNEE,KS,66226-5300",0.0,0.16666666666666666,0.2,0.3666666666666667,0.0,0.0,39.00485993,-94.8513312,39.00485993,-94.8513312,1.0,0.0,0.0,1.0
"6943 W 37TH ST N,WICHITA,KS,67205-9302",1.0,0.0,1.0,1.0,0.0,0.0,37.75218748,-97.42342033,37.75218748,-97.42342033,1.0,0.0,0.0,1.0
"707 MINNESOTA AVE STE 100,KANSAS CITY,KS,66101-2721",0.5,1.0,0.0,0.0,0.0,0.0,39.11546451,-94.62713416,39.11546451,-94.62713416,1.0,0.0,0.0,1.0
"710 N WOODCHUCK ST,WICHITA,KS,67212-3628",1.0,2.0,0.0,0.0,0.0,0.0,37.694547,-97.43528828,37.694547,-97.43528828,1.0,0.0,0.0,1.0
"7933 STATE AVE STE 101,KANSAS CITY,KS,66112-2442",1.0,1.5,0.0,0.0,0.0,0.0,39.11627147,-94.76418052,39.11627147,-94.76418052,1.0,0.0,0.0,1.0
"801 W 8TH ST,COFFEYVILLE,KS,67337-4109",0.2857142857142857,0.2,0.0,0.0,0.0,0.0,37.036139500000004,-95.62772152,37.036139500000004,-95.62772152,1.0,0.0,0.0,1.0
"8226 MISSION RD,PRAIRIE VILLAGE,KS,66208-5211",0.0,0.16666666666666666,0.2,0.7,0.0,0.0,38.98018461,-94.63039988,38.98018461,-94.63039988,1.0,0.0,0.0,1.0
"842 N MAIN ST,LANSING,KS,66043-1305",1.0,1.0,0.0,0.0,0.0,0.0,39.26292266,-94.89988603,39.26292266,-94.89988603,1.0,0.0,0.0,1.0
"8650 W 95TH ST STE 2,OVERLAND PARK,KS,66212-3246",0.6666666666666666,0.25,0.0,0.0,0.0,0.0,38.95671246,-94.6859142,38.95671246,-94.6859142,1.0,0.0,0.0,1.0
"8710 W 13TH ST N STE 104,WICHITA,KS,67212-6255",0.0,0.0,0.0,0.0,0.3333333333333333,0.4727272727272728,37.70880746,-97.44312430000001,37.70880746,-97.44312430000001,1.0,0.0,0.0,1.0
"8919 PARALLEL PKWY STE 460,KANSAS CITY,KS,66112-1655",0.0,0.16666666666666666,0.2,0.3666666666666667,0.0,0.0,39.12851532,-94.78400445,39.12851532,-94.78400445,1.0,0.0,0.0,1.0
"9000 STATE AVE,KANSAS CITY,KS,66112-1533",1.0,2.0,0.0,0.0,0.0,0.0,39.11644349,-94.78926997,39.11644349,-94.78926997,1.0,0.0,0.0,1.0
"9220 E 29TH ST N,WICHITA,KS,67226",0.0,0.0,0.0,0.0,0.3333333333333333,0.2909090909090909,37.73778052,-97.23041027,37.73778052,-97.23041027,1.0,0.0,0.0,1.0
"924 N BROADWAY ST,PITTSBURG,KS,66762-3910",0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,37.416789,-94.70483893,37.416789,-94.70483893,1.0,0.0,0.0,1.0
"9393 W 110TH ST STE 500,OVERLAND PARK,KS,66210-1464",1.0,2.833333333333333,0.0,0.0,0.0,0.0,38.92826178,-94.69417216,38.92826178,-94.69417216,1.0,0.0,0.0,1.0
"975 N MUR LEN RD STE A,OLATHE,KS,66062-1803",0.0,0.0,0.5,1.0,0.0,0.0,38.89539883,-94.77959927,38.89539883,-94.77959927,1.0,0.0,0.0,1.0
"980 S OLIVER ST,WICHITA,KS,67218-3216",1.0,0.5333333333333333,0.0,0.0,0.0,0.0,37.67139806,-97.28038363,37.67139806,-97.28038363,1.0,0.0,0.0,1.0
