,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
416,1400000US32003002982,"Census Tract 29.82, Clark County, Nevada",24,57,0,203,0,86,54,0,99,97,0,114,611,0,18,0,77,68,152,28,0,72,103,29,64,480,0,17,19,101,0,70,79,0,37,50,29,78,550,513.4,447.6,314,1825,
551,1400000US32003002983,"Census Tract 29.83, Clark County, Nevada",21,0,8,36,79,60,0,44,28,70,10,8,231,14,0,0,10,35,6,0,7,83,32,30,14,234,22,0,0,0,9,9,9,22,65,25,51,22,172.5,227.3,294.2,135,829,
552,1400000US32003002984,"Census Tract 29.84, Clark County, Nevada",0,48,95,20,23,11,0,25,365,72,190,115,603,0,0,0,38,13,29,0,12,294,26,120,71,626,26,0,127,19,25,18,14,0,168,11,154,64,403.5,180.85,894.65,714,2193,
553,1400000US32003002985,"Census Tract 29.85, Clark County, Nevada",28,0,18,0,0,15,0,0,208,100,0,88,414,0,0,11,0,19,14,0,42,215,38,8,67,477,0,0,25,0,89,0,0,82,105,40,0,136,136,233.4,679.6,299,1348,
554,1400000US32003002995,"Census Tract 29.95, Clark County, Nevada",25,0,98,14,0,21,0,50,80,0,0,0,148,0,0,0,75,12,18,0,43,0,0,0,0,111,0,0,0,21,0,33,0,0,0,25,32,0,239,175,101,32,547,
21,1400000US32003002996,"Census Tract 29.96, Clark County, Nevada",0,99,43,100,72,49,0,22,23,0,0,0,547,0,126,0,101,76,55,0,22,59,63,45,0,229,0,53,16,0,27,7,0,11,80,0,35,0,625.5,261.6,216.9,80,1184,
487,1400000US32003000301,"Census Tract 3.01, Clark County, Nevada",60,21,10,23,18,38,0,0,28,0,0,0,268,35,45,0,11,79,50,0,0,48,0,0,0,144,14,39,0,0,38,13,0,10,30,0,0,0,325.5,183.8,100.7,0,610,
488,1400000US32003000302,"Census Tract 3.02, Clark County, Nevada",115,143,12,0,67,16,0,65,110,96,0,0,629,164,61,12,83,29,76,0,23,90,76,15,0,233,141,20,0,0,0,16,0,0,37,19,0,0,799,255.85,416.15,15,1486,
516,1400000US32003003001,"Census Tract 30.01, Clark County, Nevada",0,43,18,0,37,35,0,45,81,35,0,43,268,0,29,0,9,17,64,0,35,40,68,6,0,291,11,8,9,0,16,64,0,0,59,94,0,30,162,287,368,79,896,
195,1400000US32003003003,"Census Tract 30.03, Clark County, Nevada",36,0,0,0,47,13,0,13,52,0,158,0,227,45,0,0,0,41,14,0,12,52,0,46,17,502,48,0,62,120,17,10,0,31,142,72,0,0,363.5,157.8,305.7,221,1048,
239,1400000US32003003004,"Census Tract 30.04, Clark County, Nevada",0,0,0,53,0,0,58,0,0,12,0,0,145,0,0,0,19,0,0,0,49,70,7,0,0,101,0,0,0,55,0,0,0,0,33,0,13,0,127,112.15,116.85,13,369,
8,1400000US32003003005,"Census Tract 30.05, Clark County, Nevada",0,0,24,0,0,28,0,27,48,16,0,0,89,16,0,0,7,0,8,0,0,14,15,29,0,264,0,0,58,0,0,12,8,22,115,37,12,0,105,113.85,236.15,41,496,
210,1400000US32003003006,"Census Tract 30.06, Clark County, Nevada",19,0,13,0,43,0,0,18,91,23,0,0,266,50,45,0,0,34,0,0,28,53,42,14,0,310,104,54,0,0,0,13,0,38,80,21,0,0,323.5,146.7,298.8,14,783,
547,1400000US32003003102,"Census Tract 31.02, Clark County, Nevada",108,58,106,0,73,33,44,71,64,0,17,31,608,81,60,73,0,160,30,0,0,96,38,41,29,613,48,30,149,0,125,94,0,22,124,12,9,0,892,487.2,319.8,127,1826,
22,1400000US32003003103,"Census Tract 31.03, Clark County, Nevada",59,19,10,45,22,0,33,65,36,0,0,0,336,84,9,9,27,45,26,19,0,48,40,29,0,349,136,25,0,6,39,0,18,23,83,19,0,0,482,245.35,217.65,29,974,
23,1400000US32003003104,"Census Tract 31.04, Clark County, Nevada",32,70,123,12,0,89,22,0,25,0,0,0,294,58,36,12,0,0,40,0,63,68,8,9,0,186,6,1,28,0,7,21,0,29,94,0,0,0,381.5,276.85,185.65,9,853,
346,1400000US32003003204,"Census Tract 32.04, Clark County, Nevada",0,0,0,19,0,0,0,0,47,73,72,145,253,0,0,0,0,0,0,32,0,67,0,43,111,343,0,0,0,0,0,0,0,0,24,0,0,319,19,38.9,204.1,690,952,
240,1400000US32003003208,"Census Tract 32.08, Clark County, Nevada",0,0,0,0,0,27,0,0,53,39,15,88,334,0,0,4,0,0,0,0,9,69,69,92,91,293,0,0,10,0,0,0,0,9,48,54,58,114,14,53.5,323.5,458,849,
196,1400000US32003003210,"Census Tract 32.10, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,
2,1400000US32003003211,"Census Tract 32.11, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
548,1400000US32003003213,"Census Tract 32.13, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,1400000US32003003214,"Census Tract 32.14, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,1400000US32003003215,"Census Tract 32.15, Clark County, Nevada",0,19,37,12,0,0,13,55,26,51,34,31,171,0,0,69,12,0,0,0,20,23,13,0,34,292,0,0,43,15,0,11,0,0,129,37,12,45,207,107.9,270.1,156,741,
241,1400000US32003003218,"Census Tract 32.18, Clark County, Nevada",0,0,0,0,0,0,0,0,24,95,20,84,386,0,0,0,11,0,7,0,12,41,135,33,147,494,0,0,0,23,0,13,0,11,35,76,91,245,34,48,401,620,1103,
476,1400000US32003003219,"Census Tract 32.19, Clark County, Nevada",19,18,0,0,0,0,0,0,0,23,81,60,520,110,0,0,39,0,0,0,0,0,196,76,99,308,65,0,0,16,71,44,0,0,19,18,36,39,302.5,80.45,255.05,391,1029,
270,1400000US32003003220,"Census Tract 32.20, Clark County, Nevada",54,0,0,0,28,25,0,12,93,54,44,0,236,85,0,0,77,0,0,0,0,49,0,17,8,395,79,0,0,34,17,50,0,0,72,109,17,17,351.5,120.2,366.3,103,941,
480,1400000US32003003222,"Census Tract 32.22, Clark County, Nevada",27,22,0,0,0,24,13,0,10,108,62,17,491,15,0,0,118,0,0,22,0,68,39,80,149,335,0,0,0,17,11,6,0,10,52,39,67,133,204.5,87,309.5,508,1109,
197,1400000US32003003223,"Census Tract 32.23, Clark County, Nevada",0,0,0,0,0,2,0,0,22,0,0,145,245,0,0,0,0,11,13,0,0,10,0,0,211,245,0,0,0,18,0,0,0,0,45,0,0,182,23.5,24.35,73.15,538,659,
349,1400000US32003003226,"Census Tract 32.26, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,41,240,0,0,0,0,0,0,0,0,10,27,9,194,295,31,0,0,0,0,0,0,0,22,17,72,153,31,1.6,74.4,469,576,
550,1400000US32003003227,"Census Tract 32.27, Clark County, Nevada",35,0,0,0,18,0,7,0,0,78,72,53,130,8,0,0,0,0,8,0,0,14,56,8,36,314,77,0,0,0,16,0,0,0,35,81,31,74,137,34.45,261.55,274,707,
24,1400000US32003003228,"Census Tract 32.28, Clark County, Nevada",0,0,27,31,0,0,0,0,76,83,48,62,328,14,0,0,14,8,39,0,0,13,89,94,57,447,25,34,0,43,14,36,0,42,45,130,35,43,199,134.7,429.3,339,1102,
25,1400000US32003003229,"Census Tract 32.29, Clark County, Nevada",0,12,0,0,7,17,0,0,101,46,67,100,499,0,0,0,0,6,68,0,0,56,59,0,310,257,23,0,0,0,19,11,0,0,77,0,0,127,51,123.7,327.3,604,1106,
26,1400000US32003003230,"Census Tract 32.30, Clark County, Nevada",0,52,25,0,19,36,111,75,305,272,0,163,1251,16,23,0,40,0,153,94,71,186,386,109,173,1404,69,47,0,84,0,142,0,0,302,451,132,177,365.5,731.15,1862.35,754,3713,
27,1400000US32003003231,"Census Tract 32.31, Clark County, Nevada",51,57,46,0,23,41,17,12,312,415,102,514,985,0,114,42,0,23,0,17,31,120,302,103,233,699,42,57,0,0,0,21,18,40,123,128,240,30,432,247.75,1372.25,1222,3274,
28,1400000US32003003232,"Census Tract 32.32, Clark County, Nevada",0,0,0,0,22,19,0,0,9,15,33,222,653,0,0,20,0,21,17,0,115,105,115,0,260,779,0,0,61,0,0,0,0,221,33,189,12,263,102.5,400.85,458.65,790,1752,
29,1400000US32003003233,"Census Tract 32.33, Clark County, Nevada",0,16,37,0,0,32,0,0,38,71,18,121,476,0,0,85,50,0,30,39,0,24,51,96,101,404,0,0,12,76,0,29,0,0,33,73,75,106,276,134.75,285.25,517,1213,
30,1400000US32003003234,"Census Tract 32.34, Clark County, Nevada",11,56,0,34,0,0,0,0,160,147,58,7,371,0,40,0,21,14,0,0,24,229,12,12,19,494,28,0,0,0,53,0,0,23,135,192,50,13,223.5,106.7,848.8,159,1338,
31,1400000US32003003235,"Census Tract 32.35, Clark County, Nevada",0,16,0,0,0,34,52,71,23,0,0,40,372,11,12,0,0,24,33,0,66,112,10,0,104,336,0,10,0,0,6,21,0,100,102,10,49,38,64,403.85,245.15,231,944,
32,1400000US32003003236,"Census Tract 32.36, Clark County, Nevada",0,7,0,9,0,10,7,10,19,45,4,10,160,0,7,0,16,9,0,0,0,13,40,56,19,246,0,0,0,0,0,52,10,0,46,35,58,45,43.5,97.4,194.1,192,527,
33,1400000US32003003237,"Census Tract 32.37, Clark County, Nevada",0,0,52,0,0,57,0,33,85,87,77,33,261,0,0,10,0,0,22,0,34,34,20,73,68,302,0,0,11,0,0,25,10,33,47,0,121,55,73,222.3,264.7,427,987,
34,1400000US32003003238,"Census Tract 32.38, Clark County, Nevada",59,0,0,46,106,33,61,0,46,193,10,0,522,22,0,0,28,33,51,0,0,252,33,9,94,279,0,0,47,22,0,38,0,0,25,59,23,65,293.5,268.65,591.85,201,1355,
35,1400000US32003003239,"Census Tract 32.39, Clark County, Nevada",0,0,26,0,3,0,0,0,35,50,19,20,259,8,0,0,29,0,0,12,0,76,81,33,20,243,15,0,0,61,8,0,0,0,26,44,27,62,144.5,24.35,305.15,181,655,
36,1400000US32003003240,"Census Tract 32.40, Clark County, Nevada",8,0,19,0,0,65,24,9,85,102,16,55,301,32,0,19,0,0,0,0,8,67,86,31,58,381,65,0,18,0,0,0,0,18,89,63,7,121,161,136.05,479.95,288,1065,
37,1400000US32003003241,"Census Tract 32.41, Clark County, Nevada",0,0,0,0,0,28,38,0,49,170,22,0,367,10,0,60,24,29,16,49,22,78,57,13,9,713,0,0,99,27,80,116,33,0,60,238,25,35,274.5,365.85,642.65,104,1387,
38,1400000US32003003242,"Census Tract 32.42, Clark County, Nevada",0,0,0,0,0,0,0,0,6,17,0,12,123,0,0,0,0,0,0,0,0,9,0,12,102,241,0,29,0,0,0,0,0,0,9,35,16,152,29,1.2,74.8,294,399,
39,1400000US32003003243,"Census Tract 32.43, Clark County, Nevada",0,68,0,50,0,10,22,30,16,33,64,72,497,0,83,0,52,0,0,0,26,75,114,97,50,528,40,0,0,23,10,11,0,25,49,151,85,134,321,136,431,502,1390,
40,1400000US32003003244,"Census Tract 32.44, Clark County, Nevada",0,0,0,46,26,0,0,0,45,71,0,84,282,0,0,7,55,12,62,0,0,39,93,0,14,361,20,0,8,69,24,31,28,0,106,61,14,0,236,161.5,405.5,112,915,
41,1400000US32003003245,"Census Tract 32.45, Clark County, Nevada",15,0,0,63,42,9,0,10,193,40,29,45,398,15,0,20,0,52,28,0,0,145,72,50,16,640,9,78,19,36,81,7,0,30,160,53,73,94,342.5,196.4,638.1,307,1484,
42,1400000US32003003246,"Census Tract 32.46, Clark County, Nevada",8,37,0,0,0,0,0,0,44,100,74,38,330,7,37,0,0,0,10,0,0,30,176,13,57,184,14,36,0,0,17,0,0,0,15,64,12,26,147.5,22.95,424.55,220,815,
43,1400000US32003003247,"Census Tract 32.47, Clark County, Nevada",0,0,0,0,0,0,10,0,15,34,26,61,88,0,0,11,0,0,0,0,0,36,0,32,9,261,35,0,0,0,0,0,0,0,76,0,86,64,46,16.35,154.65,278,495,
44,1400000US32003003248,"Census Tract 32.48, Clark County, Nevada",36,0,0,59,132,0,0,12,16,0,47,33,400,48,42,0,102,95,0,0,12,0,0,12,89,248,0,43,0,0,0,16,0,0,27,37,17,108,443.5,155.65,77.85,306,983,
45,1400000US32003003249,"Census Tract 32.49, Clark County, Nevada",0,0,0,0,0,15,0,11,217,41,39,36,301,9,0,0,0,0,0,0,10,144,23,33,82,346,0,0,0,0,0,5,0,10,31,60,17,223,9,70.6,496.4,430,1006,
47,1400000US32003003250,"Census Tract 32.50, Clark County, Nevada",0,46,18,0,0,0,18,0,37,37,29,44,542,0,0,18,0,18,0,18,0,38,156,146,148,757,53,35,37,24,20,18,0,0,124,163,95,188,250,82.95,545.05,650,1528,
48,1400000US32003003251,"Census Tract 32.51, Clark County, Nevada",0,0,8,0,0,0,0,9,27,18,0,98,118,0,0,0,0,8,0,0,0,0,20,11,79,282,0,10,16,0,8,0,0,0,37,4,41,166,42,20.2,102.8,395,560,
49,1400000US32003003252,"Census Tract 32.52, Clark County, Nevada",0,0,0,17,0,0,0,0,21,121,0,75,405,18,13,0,31,0,10,0,17,57,0,83,176,412,24,40,11,29,0,0,0,10,31,38,123,106,183,42.45,262.55,563,1051,
46,1400000US32003003253,"Census Tract 32.53, Clark County, Nevada",0,0,0,100,0,0,15,21,23,20,31,0,298,0,0,0,62,11,0,57,0,59,87,14,8,175,0,0,0,0,11,27,0,10,50,54,13,10,173,147.6,286.4,76,683,
50,1400000US32003003254,"Census Tract 32.54, Clark County, Nevada",16,51,15,0,32,0,0,0,46,16,42,54,124,32,0,14,0,0,0,0,0,0,23,39,16,251,13,0,0,0,0,24,0,12,27,117,13,45,157,55.65,225.35,209,647,
51,1400000US32003003260,"Census Tract 32.60, Clark County, Nevada",41,34,25,43,41,100,0,60,44,31,12,0,102,21,17,0,14,0,0,28,0,0,11,11,0,211,0,0,0,22,50,21,56,0,0,43,19,0,262.5,312.7,126.8,42,744,
52,1400000US32003003261,"Census Tract 32.61, Clark County, Nevada",0,0,0,0,0,0,0,0,12,0,42,21,173,13,0,30,0,0,0,0,0,43,8,68,11,176,36,22,0,0,0,0,0,0,43,9,66,0,101,4.9,110.1,208,424,
53,1400000US32003003262,"Census Tract 32.62, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
517,1400000US32003003303,"Census Tract 33.03, Clark County, Nevada",0,25,35,0,12,37,14,0,85,211,55,26,439,59,16,32,18,52,26,0,0,65,86,46,39,424,9,0,0,29,76,46,0,39,62,71,0,92,293,242.6,569.4,258,1363,
481,1400000US32003003305,"Census Tract 33.05, Clark County, Nevada",45,0,0,8,57,11,0,32,0,41,36,177,285,0,0,0,11,9,11,0,32,79,123,20,0,516,42,0,84,0,4,0,0,34,91,61,80,120,225,163.5,386.5,433,1208,
198,1400000US32003003306,"Census Tract 33.06, Clark County, Nevada",25,0,21,0,0,0,24,0,40,23,0,46,170,0,0,0,0,0,0,24,0,107,25,14,0,261,88,0,21,0,0,0,0,0,70,48,9,25,155,58.85,302.15,94,610,
54,1400000US32003003307,"Census Tract 33.07, Clark County, Nevada",67,0,0,43,12,79,69,0,0,0,196,48,328,67,0,0,0,60,14,0,9,106,30,19,23,641,37,15,0,0,0,193,21,44,250,36,32,13,265,482.8,404.2,331,1483,
55,1400000US32003003308,"Census Tract 33.08, Clark County, Nevada",0,0,0,0,0,58,0,0,7,19,70,78,213,0,0,0,0,0,9,0,0,66,17,39,82,223,0,0,0,0,0,13,0,0,36,68,19,87,0,85.45,207.55,375,668,
56,1400000US32003003309,"Census Tract 33.09, Clark County, Nevada",13,0,0,0,0,0,0,10,19,63,83,95,321,15,0,0,0,0,0,0,11,42,63,111,79,382,0,25,0,0,0,0,0,0,109,13,135,100,53,29.5,300.5,603,986,
57,1400000US32003003310,"Census Tract 33.10, Clark County, Nevada",15,0,0,0,0,0,0,0,11,76,6,88,372,47,0,0,21,33,0,0,0,19,41,0,211,609,32,18,0,41,24,0,26,0,78,79,41,270,202.5,59.9,298.6,616,1177,
58,1400000US32003003311,"Census Tract 33.11, Clark County, Nevada",0,0,0,0,0,35,0,0,23,56,51,51,321,0,0,35,13,0,5,13,0,38,55,9,153,286,11,0,0,26,0,21,0,0,38,47,18,125,85,78.95,252.05,407,823,
59,1400000US32003003312,"Census Tract 33.12, Clark County, Nevada",15,0,0,0,0,0,0,7,17,12,87,183,376,77,0,0,0,0,0,16,0,16,101,115,51,646,61,0,0,0,0,0,0,55,114,120,94,202,153,85.35,372.65,732,1343,
60,1400000US32003003313,"Census Tract 33.13, Clark County, Nevada",0,0,0,22,45,10,52,25,88,85,19,47,440,10,0,0,21,13,12,16,21,75,148,53,71,297,16,0,0,0,28,9,9,6,66,104,25,34,112,214.45,554.55,249,1130,
61,1400000US32003003314,"Census Tract 33.14, Clark County, Nevada",0,0,0,0,0,21,0,0,0,203,114,153,615,0,0,0,0,0,105,0,0,13,168,185,144,711,40,0,0,0,19,34,0,0,16,153,36,413,49.5,170.95,551.55,1045,1817,
62,1400000US32003003315,"Census Tract 33.15, Clark County, Nevada",27,0,16,0,0,0,9,0,316,214,0,11,474,0,0,0,0,31,0,8,0,199,150,22,64,535,9,0,0,0,16,27,0,0,127,127,86,143,75.5,99.6,1100.9,326,1602,
63,1400000US32003003316,"Census Tract 33.16, Clark County, Nevada",5,0,0,0,20,5,0,11,101,78,66,119,533,3,0,0,0,9,5,0,0,169,200,50,97,687,15,0,0,0,29,0,0,0,94,82,113,354,52,68.2,705.8,799,1625,
64,1400000US32003003317,"Census Tract 33.17, Clark County, Nevada",29,0,0,0,32,10,0,29,58,58,126,46,194,0,5,0,10,0,8,10,5,77,79,0,0,222,0,0,14,9,0,0,18,0,86,60,22,13,83,107.05,406.95,207,804,
65,1400000US32003003318,"Census Tract 33.18, Clark County, Nevada",29,0,0,25,8,19,59,17,68,239,32,38,575,30,46,22,30,23,37,28,7,151,48,37,116,398,23,0,21,7,28,17,20,0,54,142,40,46,262.5,247.15,688.35,309,1507,
66,1400000US32003003319,"Census Tract 33.19, Clark County, Nevada",0,0,22,0,0,16,0,21,141,142,145,65,578,9,0,30,0,0,44,0,18,160,203,43,71,816,11,0,29,0,0,6,0,37,207,346,42,138,101,167.4,1173.6,504,1946,
67,1400000US32003003320,"Census Tract 33.20, Clark County, Nevada",0,0,0,41,7,51,0,53,164,83,42,13,526,52,20,0,162,13,37,0,0,105,38,64,35,376,0,0,0,43,0,13,0,0,49,102,83,86,328,179.9,525.1,323,1356,
68,1400000US32003003321,"Census Tract 33.21, Clark County, Nevada",0,0,0,9,0,0,15,30,0,11,23,61,178,0,0,0,0,0,0,0,0,0,58,43,77,215,0,0,0,9,0,0,0,60,6,42,11,87,18,105.3,116.7,302,542,
272,1400000US32003003408,"Census Tract 34.08, Clark County, Nevada",9,0,8,12,81,72,0,0,57,78,21,104,362,51,0,0,0,0,8,0,0,86,70,67,80,451,53,0,0,27,0,62,0,0,137,58,0,114,200.5,196.5,472,386,1255,
199,1400000US32003003409,"Census Tract 34.09, Clark County, Nevada",45,0,0,0,42,203,0,0,321,0,0,72,123,0,0,0,0,44,25,0,0,54,0,0,0,319,0,15,30,0,0,8,0,0,234,0,32,0,133,309.45,578.55,104,1125,
200,1400000US32003003410,"Census Tract 34.10, Clark County, Nevada",0,0,0,0,0,46,0,0,145,142,55,14,224,0,0,0,0,0,63,0,0,21,51,28,61,515,20,0,30,13,0,31,0,66,132,142,15,66,63,220.9,618.1,239,1141,
201,1400000US32003003411,"Census Tract 34.11, Clark County, Nevada",83,49,7,71,0,30,0,0,105,65,0,25,306,128,57,11,10,0,30,0,0,70,0,0,0,197,51,0,0,31,9,0,0,0,65,9,9,23,502.5,76.5,302,57,938,
350,1400000US32003003412,"Census Tract 34.12, Clark County, Nevada",0,0,26,42,47,0,0,28,62,100,0,0,239,6,0,0,0,0,0,0,85,100,31,17,0,389,0,0,0,0,29,14,0,25,228,55,25,13,112,209.5,556.5,55,933,
242,1400000US32003003413,"Census Tract 34.13, Clark County, Nevada",18,24,13,24,22,52,33,0,28,0,3,0,386,41,18,67,24,0,21,29,0,56,64,3,63,278,5,49,27,10,0,9,0,0,56,28,35,59,331,162,225,163,881,
482,1400000US32003003414,"Census Tract 34.14, Clark County, Nevada",56,0,0,0,15,0,0,0,30,0,21,26,149,0,0,9,21,0,0,0,0,25,44,25,25,135,6,0,8,6,0,0,0,0,4,44,6,61,113.5,10.45,144.05,164,432,
347,1400000US32003003415,"Census Tract 34.15, Clark County, Nevada",152,28,21,72,0,64,0,93,211,0,20,14,687,145,14,162,18,14,17,0,50,166,0,68,33,503,53,40,52,0,38,17,0,71,143,14,75,0,783,364,508,210,1865,
518,1400000US32003003416,"Census Tract 34.16, Clark County, Nevada",49,38,14,26,0,0,0,0,11,87,0,14,141,12,0,14,0,0,0,20,3,58,0,0,34,194,0,0,0,15,0,0,0,6,62,82,29,0,168,35.55,293.45,77,574,
519,1400000US32003003418,"Census Tract 34.18, Clark County, Nevada",98,0,36,10,59,48,0,0,74,23,16,11,525,110,54,44,115,35,8,5,26,38,49,0,41,352,0,27,22,43,0,96,0,0,109,38,0,17,606,241.05,319.95,85,1252,
3,1400000US32003003419,"Census Tract 34.19, Clark County, Nevada",19,53,0,62,20,198,96,44,134,59,0,0,927,0,18,94,214,60,97,18,34,324,68,0,0,548,28,17,78,103,0,97,41,26,158,0,0,0,726,721.8,712.2,0,2160,
483,1400000US32003003420,"Census Tract 34.20, Clark County, Nevada",25,82,68,0,13,22,0,0,18,0,7,27,108,0,24,0,0,52,0,0,0,17,6,0,9,152,42,29,0,0,12,0,10,15,0,16,28,0,308.5,87.25,55.25,71,522,
520,1400000US32003003421,"Census Tract 34.21, Clark County, Nevada",91,0,88,26,139,12,0,0,14,17,0,0,281,41,14,0,0,84,0,0,0,92,0,11,39,359,24,15,0,48,47,23,11,41,67,51,0,32,482,230.65,232.35,82,1027,
353,1400000US32003003422,"Census Tract 34.22, Clark County, Nevada",84,141,37,52,33,44,0,30,31,16,0,25,445,49,44,23,91,0,33,0,50,139,16,0,0,507,13,47,80,106,78,40,0,21,48,74,0,0,822.5,284.4,313.1,25,1445,
521,1400000US32003003423,"Census Tract 34.23, Clark County, Nevada",152,84,350,0,18,42,6,32,38,92,46,0,551,14,44,107,31,0,37,5,0,28,239,46,0,456,76,86,0,32,16,121,0,35,53,37,0,0,993,300.95,481.05,92,1867,
69,1400000US32003003426,"Census Tract 34.26, Clark County, Nevada",48,66,17,0,14,25,0,0,5,42,0,11,252,14,105,8,0,12,12,0,0,7,14,9,71,177,0,0,0,0,0,0,0,31,0,34,45,67,271,81.6,101.4,203,657,
70,1400000US32003003427,"Census Tract 34.27, Clark County, Nevada",0,71,27,79,0,0,0,0,104,42,0,0,478,12,147,85,50,0,40,0,18,92,34,0,0,419,44,186,0,13,0,0,0,18,108,37,5,8,714,91.2,401.8,13,1220,
71,1400000US32003003428,"Census Tract 34.28, Clark County, Nevada",41,44,0,0,0,11,0,23,31,9,0,22,226,38,38,16,0,0,28,58,0,35,0,13,0,183,23,14,25,6,0,41,14,8,45,0,7,0,245,188.55,114.45,42,590,
72,1400000US32003003429,"Census Tract 34.29, Clark County, Nevada",35,43,140,49,9,68,0,0,127,0,68,25,447,13,101,20,21,0,110,0,0,158,0,24,0,425,13,38,83,32,64,21,0,12,58,27,23,54,624.5,264.65,352.85,194,1436,
73,1400000US32003003430,"Census Tract 34.30, Clark County, Nevada",24,9,0,5,10,27,0,13,92,12,0,0,218,31,12,0,30,27,28,0,21,40,23,6,0,215,36,11,0,0,8,73,0,25,29,22,11,0,180.5,217.55,209.95,17,625,
74,1400000US32003003431,"Census Tract 34.31, Clark County, Nevada",71,91,44,25,26,40,0,71,50,24,0,14,454,86,87,28,57,29,13,33,0,98,9,0,14,408,120,27,28,47,45,12,32,0,89,8,0,0,761,262.85,266.15,28,1318,
9,1400000US32003003500,"Census Tract 35, Clark County, Nevada",145,79,17,33,61,75,0,8,62,0,0,0,367,87,19,93,11,47,23,0,4,83,0,0,0,324,76,0,78,0,85,16,13,0,47,0,0,9,734.5,245.1,182.4,9,1171,
549,1400000US32003003607,"Census Tract 36.07, Clark County, Nevada",34,52,101,132,146,45,0,0,204,119,48,28,606,51,0,0,90,135,0,0,32,172,103,23,0,910,0,26,102,146,67,96,0,0,172,167,11,123,908,374.4,909.6,233,2425,
522,1400000US32003003609,"Census Tract 36.09, Clark County, Nevada",0,0,0,0,0,0,45,44,75,78,49,13,400,0,0,0,0,13,0,0,56,169,152,10,0,371,9,0,17,0,12,32,0,0,83,69,133,16,38.5,205.85,609.65,221,1075,
524,1400000US32003003610,"Census Tract 36.10, Clark County, Nevada",0,0,31,106,24,14,17,8,156,115,51,13,482,9,0,12,41,28,0,17,35,133,131,68,8,447,89,0,0,13,63,9,31,13,110,33,56,30,358.5,221.45,658.05,226,1464,
525,1400000US32003003612,"Census Tract 36.12, Clark County, Nevada",0,0,0,0,47,160,0,258,375,35,0,38,795,0,0,0,21,21,107,52,247,248,99,0,0,393,0,0,15,45,38,0,0,17,242,0,20,16,134,937.25,955.75,74,2101,
