,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
444,1400000US32003005845,"Census Tract 58.45, Clark County, Nevada",0,0,53,0,22,6,8,0,105,22,34,84,260,26,0,23,0,0,7,0,0,66,34,21,83,294,0,0,22,11,42,0,13,0,71,23,45,67,167,78.1,308.9,334,888,
445,1400000US32003005846,"Census Tract 58.46, Clark County, Nevada",0,0,0,0,0,0,0,0,28,80,13,200,248,0,0,0,0,6,0,17,0,10,59,72,84,283,41,0,0,0,10,0,6,0,40,49,32,105,49,34.9,262.1,506,852,
446,1400000US32003005847,"Census Tract 58.47, Clark County, Nevada",0,0,0,0,0,25,13,0,80,60,0,20,195,0,0,0,24,10,42,12,8,7,48,0,44,126,0,0,0,0,10,29,0,0,43,23,8,13,34,145.5,254.5,85,519,
447,1400000US32003005848,"Census Tract 58.48, Clark County, Nevada",28,48,9,9,7,11,25,0,21,8,18,88,263,0,31,4,63,14,22,9,0,75,0,16,29,233,0,0,61,19,7,0,26,0,72,23,0,25,286,115.4,190.6,176,768,
448,1400000US32003005849,"Census Tract 58.49, Clark County, Nevada",0,5,0,18,41,12,32,0,0,0,45,14,285,0,0,11,18,27,110,0,53,26,40,0,0,208,0,0,0,0,0,33,0,0,77,38,0,60,86,279.15,175.85,119,660,
449,1400000US32003005850,"Census Tract 58.50, Clark County, Nevada",0,0,34,31,9,0,0,0,0,13,22,68,350,0,0,32,0,14,0,0,0,45,67,99,93,397,0,0,20,31,8,0,0,9,12,115,56,146,163.5,27.35,249.15,484,924,
450,1400000US32003005851,"Census Tract 58.51, Clark County, Nevada",0,0,0,21,14,12,0,35,136,97,28,70,452,0,0,11,13,14,93,0,40,97,171,13,0,801,35,37,23,0,0,132,182,131,49,63,71,78,154,653.1,598.9,260,1666,
451,1400000US32003005852,"Census Tract 58.52, Clark County, Nevada",9,0,0,29,0,0,8,25,98,134,144,54,310,0,0,18,0,0,0,8,0,120,65,57,42,415,0,47,44,0,0,0,25,0,86,37,48,128,147,81.2,524.8,473,1226,
452,1400000US32003005853,"Census Tract 58.53, Clark County, Nevada",0,63,19,29,19,0,191,52,238,125,54,112,907,0,38,37,218,98,77,50,0,154,66,103,66,732,1,82,27,0,78,22,265,13,94,63,20,67,611.5,791.8,715.7,422,2541,
453,1400000US32003005854,"Census Tract 58.54, Clark County, Nevada",0,18,13,0,82,309,0,20,247,85,76,54,854,14,34,25,0,151,0,0,0,263,217,20,130,801,49,17,0,0,74,91,0,141,185,84,0,160,323.5,749.25,1046.25,440,2559,
454,1400000US32003005855,"Census Tract 58.55, Clark County, Nevada",73,0,0,0,0,23,0,0,518,12,232,134,364,98,0,12,0,0,8,0,0,125,35,16,70,535,0,0,24,0,45,22,0,0,188,147,96,13,229.5,117.05,983.45,561,1891,
455,1400000US32003005856,"Census Tract 58.56, Clark County, Nevada",7,0,7,0,82,48,0,0,67,28,71,129,461,14,0,0,0,10,79,55,0,45,61,75,122,459,24,0,7,0,12,28,26,0,140,118,19,85,111,300.6,446.4,501,1359,
501,1400000US32003005902,"Census Tract 59.02, Clark County, Nevada",5,0,0,6,0,0,35,0,9,3,0,0,183,10,2,2,4,4,5,16,3,96,9,32,0,60,3,1,0,3,5,0,1,0,26,21,0,0,40.5,71.05,157.45,32,301,
456,1400000US32003005903,"Census Tract 59.03, Clark County, Nevada",0,0,0,0,0,0,0,0,11,0,0,23,42,0,0,0,0,0,16,0,0,21,5,0,0,190,0,0,0,0,0,32,0,0,0,122,0,36,0,49.6,157.4,59,266,
457,1400000US32003005904,"Census Tract 59.04, Clark County, Nevada",0,0,0,0,38,0,0,13,0,0,6,0,84,0,0,19,17,0,0,0,15,0,0,0,33,101,0,0,29,36,0,0,0,0,0,0,16,20,120,47,0,75,242,
458,1400000US32003005905,"Census Tract 59.05, Clark County, Nevada",0,0,7,12,0,0,0,0,0,0,45,0,123,0,0,7,12,0,0,0,0,30,35,39,0,112,0,0,0,0,0,0,0,0,48,64,0,0,38,3.9,173.1,84,299,
5,1400000US32003000600,"Census Tract 6, Clark County, Nevada",19,0,26,0,0,0,0,0,17,0,0,0,228,68,25,25,9,53,12,9,27,0,0,0,0,130,0,8,0,26,0,30,15,9,18,24,0,0,232.5,130.25,57.25,0,420,
459,1400000US32003006001,"Census Tract 60.01, Clark County, Nevada",176,92,28,0,48,64,0,108,185,53,48,45,658,234,107,49,0,27,46,30,8,97,28,18,14,359,80,0,25,11,0,19,0,0,75,128,0,21,839.5,330.35,548.15,146,1864,
227,1400000US32003006103,"Census Tract 61.03, Clark County, Nevada",30,40,0,94,0,0,0,0,100,0,0,0,280,14,38,0,40,0,34,0,0,91,50,0,13,267,28,39,0,0,0,11,12,0,81,35,20,41,323,70.6,343.4,74,811,
460,1400000US32003006104,"Census Tract 61.04, Clark County, Nevada",18,0,0,0,0,69,0,134,83,45,35,43,272,18,0,0,0,0,0,13,25,10,37,25,144,414,57,11,0,0,28,0,26,0,155,6,58,73,118,293.4,323.6,378,1113,
229,1400000US32003006201,"Census Tract 62.01, Clark County, Nevada",45,0,110,91,42,71,15,45,81,0,0,0,399,54,21,31,75,83,37,0,44,54,0,0,0,393,12,20,61,43,43,104,32,11,18,35,0,14,647,450.65,180.35,14,1292,
255,1400000US32003006202,"Census Tract 62.02, Clark County, Nevada",0,193,0,119,4,0,0,17,64,36,0,18,411,0,80,74,0,18,70,0,32,28,0,74,35,411,0,92,0,69,37,45,13,15,27,19,85,9,656.5,227.45,168.05,221,1273,
502,1400000US32003006203,"Census Tract 62.03, Clark County, Nevada",36,0,0,17,21,137,4,0,55,12,0,17,250,29,0,17,27,0,75,3,0,64,0,28,7,263,91,0,0,0,0,37,10,0,67,29,19,10,227.5,285.8,217.7,81,812,
503,1400000US32003006204,"Census Tract 62.04, Clark County, Nevada",32,17,0,39,0,0,17,0,37,106,42,0,454,30,16,0,80,67,0,75,0,36,106,44,0,433,23,0,14,124,31,0,16,0,120,74,31,0,424,166.65,469.35,117,1177,
461,1400000US32003006700,"Census Tract 67, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,
462,1400000US32003006800,"Census Tract 68, Clark County, Nevada",89,74,63,29,12,24,21,0,30,20,0,0,355,114,60,47,66,0,22,0,0,17,20,0,9,334,71,52,29,19,0,47,0,15,51,19,31,0,719,139.9,152.1,40,1051,
463,1400000US32003006900,"Census Tract 69, Clark County, Nevada",0,0,0,0,0,11,0,0,13,0,0,12,76,8,0,0,0,0,0,0,0,5,28,0,35,107,8,0,0,5,0,9,0,9,21,17,0,38,21,30.95,82.05,85,219,
490,1400000US32003000700,"Census Tract 7, Clark County, Nevada",0,0,0,11,0,0,0,0,17,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,52,0,29,0,9,0,0,0,0,0,14,0,0,49,1.65,45.35,0,96,
464,1400000US32003007100,"Census Tract 71, Clark County, Nevada",45,80,42,21,12,34,0,0,58,0,0,0,196,20,17,19,30,5,52,0,8,33,12,0,0,429,80,40,8,58,47,67,14,0,73,18,0,24,492,215.2,185.8,24,917,
465,1400000US32003007200,"Census Tract 72, Clark County, Nevada",37,181,140,7,20,45,0,0,11,7,0,22,363,61,0,62,86,65,13,11,0,55,10,0,0,403,57,0,28,71,82,44,0,0,109,0,12,0,813.5,205.25,183.25,34,1236,
466,1400000US32003007500,"Census Tract 75, Clark County, Nevada",0,0,0,0,0,0,0,0,2,2,0,6,56,0,0,0,0,0,0,0,0,31,5,0,20,69,0,0,0,0,0,0,0,0,48,6,7,8,0,4.05,89.95,41,135,
467,1400000US32003007600,"Census Tract 76, Clark County, Nevada",0,0,15,0,0,90,0,0,31,12,48,0,327,0,0,16,0,0,45,0,0,78,49,130,9,407,9,0,0,0,55,0,0,0,188,101,19,35,67.5,177.35,444.15,241,930,
468,1400000US32003007800,"Census Tract 78, Clark County, Nevada",0,0,21,72,17,46,7,0,99,5,5,0,99,0,0,0,21,54,0,0,0,16,8,0,0,22,0,0,5,0,0,0,0,0,17,0,0,0,154.5,95.1,138.4,5,393,
174,1400000US32003000800,"Census Tract 8, Clark County, Nevada",0,35,0,0,0,31,0,0,94,0,0,0,56,0,9,0,0,29,0,0,0,18,0,0,0,113,0,38,0,0,0,32,0,0,34,9,0,0,96.5,84.8,147.7,0,329,
260,1400000US32003000900,"Census Tract 9, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,0,0,27,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,20.5,20.5,0,7,48,
469,1400000US32005001000,"Census Tract 10, Douglas County, Nevada",0,0,0,0,0,0,0,0,22,29,36,0,107,0,11,0,0,0,0,0,0,0,0,71,25,286,0,0,0,0,8,0,13,0,37,91,69,68,15,19.95,176.05,269,480,
470,1400000US32005001100,"Census Tract 11, Douglas County, Nevada",22,55,13,19,0,0,0,0,51,19,71,14,442,0,0,0,11,69,59,32,0,97,78,84,12,381,26,0,0,0,20,65,15,0,155,68,32,0,190.5,230.65,452.85,213,1087,
471,1400000US32005001200,"Census Tract 12, Douglas County, Nevada",0,0,0,0,14,16,0,0,19,60,0,0,106,0,0,0,0,0,18,0,0,61,19,0,8,189,0,0,0,0,0,18,0,0,73,18,0,80,7,66.65,242.35,88,404,
472,1400000US32005001300,"Census Tract 13, Douglas County, Nevada",0,0,8,0,6,0,0,0,0,0,0,19,33,0,0,7,2,3,0,0,0,0,4,0,17,145,0,0,0,0,45,0,0,0,26,19,10,45,44,28.3,47.7,91,211,
473,1400000US32005001400,"Census Tract 14, Douglas County, Nevada",0,19,0,0,0,0,0,0,67,26,0,2,312,61,20,0,0,19,0,0,0,127,44,27,14,154,67,25,0,0,0,0,0,0,0,0,18,44,201.5,19.2,254.3,105,580,
474,1400000US32005001500,"Census Tract 15, Douglas County, Nevada",36,0,93,0,42,0,0,4,53,35,12,51,603,9,19,0,65,40,114,0,0,124,75,125,32,356,24,0,0,54,11,48,0,10,7,80,25,97,346.5,231.7,364.8,342,1285,
475,1400000US32005001600,"Census Tract 16, Douglas County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,22,0,0,0,19,0,0,0,11,11.95,18.05,0,41,
477,1400000US32005001700,"Census Tract 17, Douglas County, Nevada",0,10,0,0,0,0,0,0,11,22,25,8,63,0,21,0,12,0,0,0,0,20,0,0,10,96,0,0,0,0,6,0,0,0,34,34,0,22,46,6.25,117.75,65,235,
478,1400000US32005001800,"Census Tract 18, Douglas County, Nevada",46,0,0,0,21,0,0,0,0,0,59,17,72,0,0,0,37,17,0,0,0,0,0,18,0,17,0,0,0,0,17,0,0,0,0,0,0,0,110.5,27.5,0,94,232,
479,1400000US32005001900,"Census Tract 19, Douglas County, Nevada",0,0,0,0,0,22,0,0,0,22,0,11,10,0,0,0,0,0,0,0,0,0,0,0,10,78,0,0,0,0,0,46,0,0,0,0,0,32,0,68,22,53,143,
562,1400000US32005002000,"Census Tract 20, Douglas County, Nevada",0,0,23,0,18,0,0,0,186,67,19,9,297,0,0,54,32,30,0,27,0,71,26,8,49,244,0,0,69,14,8,11,26,0,65,24,17,10,220,108.1,422.9,112,863,
563,1400000US32005002100,"Census Tract 21, Douglas County, Nevada",0,0,0,0,0,0,0,36,42,24,0,38,145,0,0,0,0,0,9,0,0,65,9,24,38,113,9,0,0,0,0,3,0,0,26,12,27,36,9,54.65,171.35,163,398,
564,1400000US32005002200,"Census Tract 22, Douglas County, Nevada",0,0,36,0,0,25,0,0,29,108,20,24,282,0,0,0,0,38,0,0,0,73,49,72,50,416,0,0,0,0,35,0,0,0,101,16,153,111,72.5,71.65,365.85,430,940,
565,1400000US32005002300,"Census Tract 23, Douglas County, Nevada",1,0,9,0,0,20,4,16,16,0,10,58,230,0,0,16,0,4,19,0,0,17,52,21,101,238,1,0,22,0,3,29,0,0,37,41,21,84,52.5,95,159.5,295,602,
566,1400000US32005002400,"Census Tract 24, Douglas County, Nevada",22,7,41,0,12,8,0,5,13,16,0,0,193,103,7,12,10,7,14,0,7,15,7,7,4,180,33,7,7,6,5,31,0,10,19,23,16,23,267,89.35,90.65,50,497,
567,1400000US32005002500,"Census Tract 25, Douglas County, Nevada",0,3,0,4,17,6,0,3,25,11,6,4,73,0,2,2,21,9,13,0,9,7,5,5,0,59,0,12,0,6,3,5,1,0,15,10,7,0,64.5,53.85,70.65,22,211,
568,1400000US32005990000,"Census Tract 9900, Douglas County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,1400000US32007950200,"Census Tract 9502, Elko County, Nevada",0,0,0,49,1,9,0,0,55,24,48,0,183,0,6,0,0,0,10,0,0,75,46,27,19,100,7,12,0,0,0,3,0,0,0,30,0,48,74.5,29,223.5,142,469,
569,1400000US32007950701,"Census Tract 9507.01, Elko County, Nevada",0,114,0,0,0,0,0,0,60,124,45,44,726,56,72,58,0,0,0,0,0,79,155,165,141,1105,0,141,50,0,0,0,0,25,91,213,192,393,491,36.5,710.5,980,2218,
571,1400000US32007950702,"Census Tract 9507.02, Elko County, Nevada",37,28,20,88,40,2,0,6,15,119,87,63,418,0,14,33,10,45,9,0,3,105,77,65,57,409,10,14,16,27,3,13,7,0,147,65,58,49,341,97.35,514.65,379,1332,
158,1400000US32007950800,"Census Tract 9508, Elko County, Nevada",15,0,11,0,9,0,8,0,11,45,14,17,141,8,0,19,0,22,0,16,0,15,3,46,12,80,5,0,0,0,8,0,0,0,6,11,44,6,77.5,45.1,89.4,139,351,
153,1400000US32007950900,"Census Tract 9509, Elko County, Nevada",29,10,13,0,0,13,0,0,47,17,16,33,116,0,11,8,13,0,0,0,0,30,0,31,23,133,75,12,0,0,0,0,0,0,9,18,8,11,171,17.3,116.7,122,427,
156,1400000US32007951000,"Census Tract 9510, Elko County, Nevada",0,0,0,0,12,0,6,0,3,3,22,0,181,0,0,0,0,0,0,69,0,37,31,37,7,118,4,0,0,13,0,0,0,0,14,7,59,21,23,83.7,92.3,146,345,
572,1400000US32007951201,"Census Tract 9512.01, Elko County, Nevada",36,0,0,0,0,0,0,0,0,144,53,251,585,0,0,0,0,78,0,0,0,85,69,112,241,381,0,0,0,0,64,0,0,0,41,50,17,209,107,77.3,382.7,883,1450,
573,1400000US32007951202,"Census Tract 9512.02, Elko County, Nevada",0,16,37,0,30,30,0,0,75,43,0,0,412,0,0,0,0,0,60,0,0,67,191,61,33,323,25,23,0,0,0,45,0,9,107,95,0,19,116,171.45,565.55,113,966,
154,1400000US32007951300,"Census Tract 9513, Elko County, Nevada",108,0,0,5,45,0,19,0,53,67,30,43,352,73,0,0,0,50,0,0,25,56,89,37,22,156,51,0,0,0,47,0,0,31,0,27,0,0,308,151.45,286.55,132,878,
570,1400000US32007951401,"Census Tract 9514.01, Elko County, Nevada",87,7,0,8,0,10,0,100,195,22,58,35,292,44,10,0,0,0,10,0,16,48,87,33,44,411,50,0,0,0,0,17,0,30,78,74,31,131,206,199.05,487.95,332,1225,
574,1400000US32007951402,"Census Tract 9514.02, Elko County, Nevada",0,0,0,0,0,0,0,51,111,127,173,177,621,0,0,0,0,20,0,0,51,13,158,233,146,551,0,0,0,0,39,0,0,17,15,181,153,146,29.5,155.45,598.05,1028,1811,
152,1400000US32007951500,"Census Tract 9515, Elko County, Nevada",10,76,151,0,0,21,82,0,120,50,0,0,477,10,56,18,0,0,127,52,0,214,0,0,0,495,0,0,0,0,0,159,34,0,237,0,0,65,321,503.55,592.45,65,1482,
157,1400000US32007951600,"Census Tract 9516, Elko County, Nevada",0,0,0,0,23,0,0,0,34,10,29,7,78,0,0,0,0,17,3,0,2,28,0,14,14,182,5,0,0,0,17,0,0,4,11,35,83,27,33.5,41.15,114.35,174,363,
575,1400000US32007951700,"Census Tract 9517, Elko County, Nevada",47,44,145,36,7,0,0,4,35,6,9,0,279,62,51,61,0,13,16,40,0,27,3,3,3,335,8,150,53,6,12,4,27,0,11,29,20,15,679,110.65,107.35,50,947,
145,1400000US32009950100,"Census Tract 9501, Esmeralda County, Nevada",0,0,0,15,13,0,0,0,0,15,0,0,114,0,0,19,20,50,0,6,0,0,19,0,0,39,0,0,0,6,17,0,5,0,0,7,4,0,100,51,41,4,196,
146,1400000US32011000100,"Census Tract 1, Eureka County, Nevada",0,0,0,0,7,0,0,0,33,20,0,18,168,0,0,0,0,30,0,0,0,51,68,19,0,190,0,0,0,0,32,0,0,8,29,74,0,47,34.5,48.15,269.35,84,436,
148,1400000US32013010500,"Census Tract 105, Humboldt County, Nevada",6,4,0,38,56,5,0,0,82,70,83,30,450,2,2,2,56,21,80,0,0,31,151,27,78,626,7,4,36,21,53,8,0,0,56,178,170,93,243,166.45,559.55,481,1450,
147,1400000US32013010600,"Census Tract 106, Humboldt County, Nevada",12,13,0,0,0,0,0,40,8,0,29,0,263,26,25,52,29,31,0,0,27,37,12,24,0,224,4,19,61,13,0,0,0,32,46,30,19,0,269.5,119.05,128.45,72,589,
576,1400000US32013010701,"Census Tract 107.01, Humboldt County, Nevada",65,0,109,26,10,165,0,0,69,29,155,22,483,0,0,126,0,37,43,19,0,97,24,45,92,482,27,1,30,0,63,105,0,0,48,21,62,125,439,397.7,277.3,501,1615,
577,1400000US32013010702,"Census Tract 107.02, Humboldt County, Nevada",0,0,0,0,0,0,19,0,114,25,22,113,317,0,0,0,0,0,15,0,0,94,33,12,163,379,6,0,0,0,0,7,19,0,48,18,63,218,6,72.8,319.2,591,989,
578,1400000US32015000300,"Census Tract 3, Lander County, Nevada",165,103,8,12,104,0,9,0,3,58,1,40,590,134,0,0,0,34,4,0,0,26,18,179,195,584,5,0,0,0,10,2,0,0,76,128,177,186,501,94.25,303.75,778,1677,
159,1400000US32017950100,"Census Tract 9501, Lincoln County, Nevada",0,0,0,0,0,0,0,0,0,11,0,0,52,0,0,0,0,0,31,0,0,0,21,0,0,144,0,0,0,0,0,0,0,0,21,38,24,61,0,32.05,89.95,85,207,
274,1400000US32017950200,"Census Tract 9502, Lincoln County, Nevada",59,0,0,0,0,0,41,0,57,119,0,19,126,0,31,7,0,0,0,0,0,38,22,15,13,204,7,0,9,0,18,0,0,0,86,51,17,16,122,59.05,363.95,80,625,
579,1400000US32019960101,"Census Tract 9601.01, Lyon County, Nevada",0,0,0,253,19,103,0,0,237,117,54,126,1040,0,0,0,156,20,82,16,0,376,155,166,69,832,0,19,16,41,27,24,15,0,318,116,94,162,518,319.55,1272.45,671,2781,
580,1400000US32019960102,"Census Tract 9601.02, Lyon County, Nevada",48,83,52,0,74,92,56,19,97,44,6,46,354,48,100,0,0,11,15,25,0,53,12,90,0,524,8,0,48,36,9,34,37,0,209,61,69,13,470,342.95,458.05,224,1495,
581,1400000US32019960103,"Census Tract 9601.03, Lyon County, Nevada",4,0,14,0,0,0,31,4,89,6,0,0,96,37,0,0,0,0,0,23,4,25,7,0,0,198,15,0,0,8,0,0,17,21,115,22,0,0,78,111.45,252.55,0,442,
582,1400000US32019960201,"Census Tract 9602.01, Lyon County, Nevada",0,21,0,0,17,16,0,0,51,0,12,51,402,81,56,0,0,42,16,0,0,70,44,12,81,208,36,0,0,0,33,39,13,0,0,38,0,49,240,136.05,196.95,205,778,
583,1400000US32019960202,"Census Tract 9602.02, Lyon County, Nevada",0,0,0,0,12,0,0,0,45,10,15,0,201,0,9,0,0,84,29,0,0,44,35,0,0,172,0,8,18,27,10,37,0,0,60,0,12,0,115,126.45,186.55,27,455,
584,1400000US32019960301,"Census Tract 9603.01, Lyon County, Nevada",34,0,0,14,6,0,0,8,23,0,0,10,197,65,0,0,7,22,0,9,5,76,8,5,0,144,29,0,0,0,19,0,5,0,86,5,0,0,172.5,59.75,188.75,15,436,
585,1400000US32019960302,"Census Tract 9603.02, Lyon County, Nevada",14,0,188,100,16,28,0,17,215,92,154,121,811,38,0,0,37,13,94,0,30,217,109,102,171,471,13,13,0,14,0,43,0,36,48,155,67,82,431.5,286.5,812,697,2227,
586,1400000US32019960303,"Census Tract 9603.03, Lyon County, Nevada",62,0,0,0,17,7,0,0,90,150,7,0,226,37,0,17,0,28,47,0,10,19,30,21,17,198,8,0,0,0,7,12,0,0,54,36,41,40,150,110.15,370.85,126,757,
20,1400000US32019960800,"Census Tract 9608, Lyon County, Nevada",0,0,0,14,8,53,31,0,14,0,0,0,200,0,8,0,40,10,11,42,0,10,17,32,30,331,0,18,0,50,35,10,26,37,62,0,0,93,156.5,240.8,98.7,155,651,
587,1400000US32019960900,"Census Tract 9609, Lyon County, Nevada",88,1,6,80,4,0,0,0,110,14,0,0,508,97,20,1,49,78,0,0,0,219,14,27,3,613,90,6,30,102,108,0,3,4,155,37,6,72,665,126.2,524.8,108,1424,
588,1400000US32021970700,"Census Tract 9707, Mineral County, Nevada",0,22,0,18,20,0,0,20,13,28,36,0,85,0,0,0,0,0,0,0,0,0,60,16,9,49,0,0,0,0,0,0,0,0,0,21,18,10,50,30.65,121.35,89,291,
589,1400000US32021970800,"Census Tract 9708, Mineral County, Nevada",84,8,33,2,0,10,0,24,2,0,0,0,181,80,14,18,2,7,12,0,0,38,10,0,0,120,11,34,11,24,6,9,0,9,5,0,6,5,327.5,72.75,52.75,11,464,
590,1400000US32023960100,"Census Tract 9601, Nye County, Nevada",0,5,0,2,5,27,0,0,0,48,18,0,158,0,4,6,0,0,3,0,0,41,81,12,11,312,5,5,3,19,4,10,0,0,112,69,27,58,53.5,52.15,343.35,126,575,
591,1400000US32023960200,"Census Tract 9602, Nye County, Nevada",28,21,0,0,39,0,0,36,0,20,0,0,95,0,0,0,0,0,0,0,0,32,50,13,0,82,0,0,0,0,0,0,0,0,0,69,13,0,68.5,57.1,169.4,26,321,
592,1400000US32023960300,"Census Tract 9603, Nye County, Nevada",15,85,23,13,18,0,0,0,41,43,0,0,248,23,27,33,12,0,0,29,0,124,0,0,0,265,0,19,55,5,17,0,14,0,155,0,0,0,327.5,76.5,347,0,751,
593,1400000US32023960401,"Census Tract 9604.01, Nye County, Nevada",104,16,27,0,69,52,0,0,114,59,0,35,223,98,17,0,0,0,20,0,0,51,0,37,0,124,33,19,0,0,0,35,0,0,0,0,37,0,348.5,149.75,215.75,109,823,
594,1400000US32023960402,"Census Tract 9604.02, Nye County, Nevada",0,55,0,36,0,0,0,0,0,0,0,0,249,0,184,0,0,0,0,0,0,0,33,0,32,127,0,12,0,0,0,0,0,55,29,0,0,31,287,56.45,60.55,63,467,
595,1400000US32023960403,"Census Tract 9604.03, Nye County, Nevada",0,21,46,40,57,0,0,0,80,0,0,0,152,116,19,0,0,0,0,0,0,0,17,0,0,297,170,0,0,0,0,0,0,0,32,95,0,0,440.5,34.1,218.4,0,693,
596,1400000US32023960404,"Census Tract 9604.04, Nye County, Nevada",61,0,15,0,0,65,0,57,128,0,14,25,592,27,52,15,38,53,47,0,56,184,91,14,15,507,13,21,10,0,0,14,0,60,163,0,130,96,278.5,349.25,542.25,294,1464,
597,1400000US32023960405,"Census Tract 9604.05, Nye County, Nevada",0,0,21,17,46,16,0,0,24,48,0,0,197,0,37,39,40,0,48,0,12,8,13,0,0,332,0,0,0,0,3,49,0,27,3,163,65,22,178.5,178.25,257.25,87,701,
598,1400000US32023960406,"Census Tract 9604.06, Nye County, Nevada",0,0,0,97,52,0,40,30,0,193,29,0,639,0,0,0,0,46,127,227,0,70,100,42,27,451,1,0,0,88,55,0,35,0,143,55,32,42,262.5,546.15,550.35,172,1531,
276,1400000US32023980500,"Census Tract 9805, Nye County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
599,1400000US32027960100,"Census Tract 9601, Pershing County, Nevada",42,44,0,0,0,45,11,0,171,49,13,0,343,55,36,0,35,10,39,6,2,144,0,0,16,364,83,9,0,12,0,78,0,0,41,44,28,69,321,203.8,431.2,126,1082,
600,1400000US32029970200,"Census Tract 9702, Storey County, Nevada",16,7,0,20,0,14,0,0,81,38,24,66,165,14,7,0,36,0,0,0,0,26,14,0,68,166,29,13,10,0,0,0,0,0,13,38,0,63,152,20,204,221,597,
601,1400000US32031000101,"Census Tract 1.01, Washoe County, Nevada",0,0,0,47,20,0,0,0,0,0,0,0,72,27,0,0,0,0,0,0,0,28,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,11.4,26.6,17,139,
602,1400000US32031000102,"Census Tract 1.02, Washoe County, Nevada",32,0,0,0,11,0,0,0,0,0,0,0,116,0,2,0,105,0,0,0,0,9,0,0,0,57,15,2,0,32,0,0,0,0,8,0,0,0,193.5,6.35,16.15,0,216,
295,1400000US32031001005,"Census Tract 10.05, Washoe County, Nevada",14,0,0,11,29,11,0,0,0,29,15,0,130,24,0,0,0,26,9,0,9,8,20,0,34,145,0,0,0,25,33,0,0,0,8,49,6,24,118,73.8,113.2,79,384,
605,1400000US32031001008,"Census Tract 10.08, Washoe County, Nevada",75,31,41,133,0,95,0,8,19,0,0,0,277,64,9,0,117,20,18,0,20,9,20,0,0,473,54,0,9,179,40,18,58,27,52,36,0,0,742,278,132,0,1152,
606,1400000US32031001009,"Census Tract 10.09, Washoe County, Nevada",0,59,0,45,19,6,0,0,77,35,11,0,202,0,45,0,30,0,0,0,0,65,40,22,0,111,0,45,0,15,0,0,0,0,47,4,0,0,248.5,24.95,258.55,33,565,
